timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,bundle_id,correct_answer,part,tags,tag,type_of,user_count,user_count_bin,target_enc_content_id,is_part5,part5_cumsum,sum_ans
15496687,2146672950,877,0,47,0,1.0,17000.0,True,877,0,2,143 140 6 38 92,-1,,47,1,0.4980120559189432,0,9,16.0
15521025,2146672950,1291,0,48,3,1.0,18000.0,True,1291,3,2,143 176 38 102,-1,,48,1,0.7180986273512964,0,9,17.0
15547802,2146672950,948,0,49,0,0.0,12000.0,True,948,1,2,138 41 81 92,-1,,49,1,0.6376681614349776,0,9,17.0
15585923,2146672950,1313,0,50,0,1.0,18000.0,True,1313,0,2,17 56 92 102,-1,,50,1,0.48765855330819335,0,9,18.0
15617873,2146672950,216,0,51,1,1.0,21000.0,True,216,1,2,143 105 38 102,-1,,51,1,0.7769784172661871,0,9,19.0
15650407,2146672950,853,0,52,1,0.0,14000.0,True,853,0,2,129 143 30 38 102,-1,,52,1,0.4102029469001946,0,9,19.0
15682891,2146672950,9,0,53,3,1.0,16000.0,True,9,3,1,10 164 81,-1,,53,1,0.30010515247108305,0,9,20.0
15707627,2146672950,10390,0,54,0,1.0,19000.0,True,10390,0,1,131 13 38,-1,,54,1,0.35450819672131145,0,9,21.0
15735309,2146672950,10627,0,55,2,1.0,18000.0,True,10627,2,1,131 130 38,-1,,55,1,0.5896607431340872,0,9,22.0
15758967,2146672950,10457,0,56,3,1.0,21000.0,True,10457,3,1,51 131 102,-1,,56,1,0.34177215189873417,0,9,23.0
15960740,2146672950,21411,1,57,-1,,,False,-1,-1,2,,10629,solving question,57,1,,0,9,
16160954,2146672950,2572,0,58,2,0.0,18000.0,True,2572,0,4,106 171 162 38,-1,,58,1,0.4268385140257771,0,9,23.0
16160954,2146672950,2574,0,58,3,1.0,18000.0,True,2572,3,4,136 171 162 38,-1,,59,1,0.8718726307808946,0,9,24.0
16160954,2146672950,2573,0,58,3,1.0,18000.0,True,2572,3,4,161 171 162 38,-1,,60,1,0.33484848484848484,0,9,25.0
16296277,2146672950,10693,0,59,0,0.0,31000.0,True,10692,1,4,136 120 38,-1,,61,1,0.34276729559748426,0,9,25.0
16296277,2146672950,10692,0,59,0,1.0,31000.0,True,10692,0,4,106 120 38,-1,,62,1,0.3238993710691824,0,9,26.0
16296277,2146672950,10694,0,59,2,1.0,31000.0,True,10692,2,4,157 120 38,-1,,63,1,0.6457023060796646,0,9,27.0
16390495,2146672950,3368,0,60,2,1.0,29333.0,True,3366,2,4,136 183 162 81,-1,,64,1,0.36872909698996653,0,9,28.0
16390495,2146672950,3366,0,60,0,1.0,29333.0,True,3366,0,4,106 183 162 81,-1,,65,1,0.9021739130434783,0,9,29.0
16390495,2146672950,3367,0,60,1,1.0,29333.0,True,3366,1,4,136 183 162 81,-1,,66,1,0.5438963210702341,0,9,30.0
16499049,2146672950,2861,0,61,2,1.0,7666.0,True,2860,2,4,82 158 162 29,-1,,67,1,0.8754605747973471,0,9,31.0
16499049,2146672950,2860,0,61,2,0.0,7666.0,True,2860,1,4,136 158 162 29,-1,,68,1,0.8784082535003684,0,9,31.0
16601483,2146672950,3141,0,62,1,0.0,30000.0,True,3141,3,4,113 12 38,-1,,69,1,0.5755517826825127,0,9,31.0
16601483,2146672950,3143,0,62,3,0.0,30000.0,True,3141,0,4,136 12 38,-1,,70,1,0.4702886247877759,0,9,31.0
16601483,2146672950,3142,0,62,2,0.0,30000.0,True,3141,3,4,157 12 38,-1,,71,1,0.4872665534804754,0,9,31.0
22558417,2146672950,2248,0,63,1,1.0,5666.0,True,2248,1,3,106 162 81 92,-1,,72,1,0.7933526011560693,0,9,32.0
22558417,2146672950,2249,0,63,2,1.0,5666.0,True,2248,2,3,136 81 92,-1,,73,1,0.7266811279826464,0,9,33.0
22558417,2146672950,2250,0,63,2,0.0,5666.0,True,2248,3,3,82 81 92,-1,,74,1,0.26483357452966716,0,9,33.0
22673763,2146672950,1784,0,64,3,1.0,28000.0,True,1784,3,3,136 38 81,-1,,75,1,0.8564425770308123,0,9,34.0
22673763,2146672950,1786,0,64,2,1.0,28000.0,True,1784,2,3,82 38 81,-1,,76,1,0.5777310924369747,0,9,35.0
22673763,2146672950,1785,0,64,0,1.0,28000.0,True,1784,0,3,74 38 81,-1,,77,1,0.5385694249649369,0,9,36.0
22794882,2146672950,2065,0,65,2,1.0,30000.0,True,2063,2,3,136 162 92 29,-1,,78,1,0.6327842507030936,0,9,37.0
22794882,2146672950,2064,0,65,1,1.0,30000.0,True,2063,1,3,157 92 29,-1,,79,1,0.6371463008666705,0,9,38.0
22794882,2146672950,2063,0,65,2,0.0,30000.0,True,2063,0,3,136 92 29,-1,,80,1,0.16374906732480055,0,9,38.0
22919442,2146672950,2243,0,66,0,1.0,30666.0,True,2242,0,3,136 38 81,-1,,81,1,0.7309184993531694,0,9,39.0
22919442,2146672950,2242,0,66,3,0.0,30666.0,True,2242,2,3,82 38 81,-1,,82,1,0.23868046571798188,0,9,39.0
22919442,2146672950,2244,0,66,0,0.0,30666.0,True,2242,1,3,82 38 81,-1,,83,1,0.6649417852522639,0,9,39.0
23051403,2146672950,1611,0,67,2,0.0,31000.0,True,1610,0,3,161 38 81,-1,,84,1,0.5254596888260255,0,9,39.0
23051403,2146672950,1612,0,67,3,0.0,31000.0,True,1610,2,3,136 162 38 81,-1,,85,1,0.5528913963328632,0,9,39.0
23051403,2146672950,1610,0,67,2,0.0,31000.0,True,1610,0,3,106 38 81,-1,,86,1,0.4519094766619519,0,9,39.0
105329697,2146672950,9210,0,69,1,1.0,31000.0,True,9210,1,5,134,-1,,87,1,0.6617429837518464,1,10,40.0
105371871,2146672950,4992,0,70,0,1.0,18000.0,True,4992,0,5,85,-1,,88,1,0.6090133982947625,1,11,41.0
105404036,2146672950,8653,0,71,3,1.0,30000.0,True,8653,3,5,172,-1,,89,1,0.737619461337967,1,12,42.0
105439661,2146672950,4702,0,72,1,1.0,14000.0,True,4702,1,5,43,-1,,90,1,0.5773646801530892,1,13,43.0
105476391,2146672950,9283,0,73,3,0.0,17000.0,True,9283,1,5,95,-1,,91,1,0.5279864763335838,1,14,43.0
105524020,2146672950,9259,0,74,2,1.0,23000.0,True,9259,2,5,31,-1,,92,1,0.4589558232931727,1,15,44.0
105563313,2146672950,5976,0,75,3,0.0,38000.0,True,5976,2,5,152,-1,,93,1,0.42652084757347913,1,16,44.0
105605980,2146672950,5668,0,76,3,0.0,22000.0,True,5668,2,5,123,-1,,94,1,0.4638500446295745,1,17,44.0
105811933,2146672950,6481,1,78,-1,,,False,-1,-1,5,,16669,concept,95,1,0.911062906724512,1,18,
105840789,2146672950,11486,0,79,3,1.0,23000.0,True,11486,3,5,123,-1,,96,1,0.5075239398084815,1,19,45.0
105876770,2146672950,5668,0,80,2,1.0,20000.0,True,5668,2,5,123,-1,,97,1,0.4638500446295745,1,20,46.0
109567949,2146672950,58,0,82,0,1.0,21000.0,True,58,0,1,10 164 92,-1,,98,1,0.38049713193116635,0,20,47.0
109599352,2146672950,1036,0,83,0,1.0,23000.0,True,1036,0,2,90 100 92 29,-1,,99,1,0.4013360739979445,0,20,48.0
109632976,2146672950,447,0,84,3,0.0,19000.0,True,447,0,2,62 155 163 162 92 102,-1,,100,1,0.6507692307692308,0,20,48.0
109659280,2146672950,1053,0,85,0,0.0,17000.0,True,1053,1,2,137 88 92 102,-1,,101,2,0.7458515283842795,0,20,48.0
109691508,2146672950,707,0,86,0,0.0,14000.0,True,707,1,2,2 107 38 29,-1,,102,2,0.7049965776865161,0,20,48.0
109727699,2146672950,446,0,87,0,0.0,18000.0,True,446,1,2,69 17 56 38 92,-1,,103,2,0.5767487046632125,0,20,48.0
109765625,2146672950,738,0,88,3,0.0,18000.0,True,738,1,2,143 30 62 38 81,-1,,104,2,0.37954616101958344,0,20,48.0
109798537,2146672950,7904,0,89,1,0.0,21000.0,True,7904,2,1,10 164 81,-1,,105,2,0.3997776954427566,0,20,48.0
109819083,2146672950,538,0,90,1,1.0,20000.0,True,538,1,2,155 163 162 38 102,-1,,106,2,0.6134606639381537,0,20,49.0
109847947,2146672950,1314,0,91,0,0.0,12000.0,True,1314,3,2,138 41 38 102,-1,,107,2,0.4984709480122324,0,20,49.0
109874951,2146672950,948,0,92,1,1.0,20000.0,True,948,1,2,138 41 81 92,-1,,108,2,0.6376681614349776,0,20,50.0
109901816,2146672950,853,0,93,0,1.0,18000.0,True,853,0,2,129 143 30 38 102,-1,,109,2,0.4102029469001946,0,20,51.0
109966378,2146672950,2572,0,94,0,1.0,16000.0,True,2572,0,4,106 171 162 38,-1,,110,2,0.4268385140257771,0,20,52.0
109966378,2146672950,2573,0,94,3,1.0,16000.0,True,2572,3,4,161 171 162 38,-1,,111,2,0.33484848484848484,0,20,53.0
109966378,2146672950,2574,0,94,3,1.0,16000.0,True,2572,3,4,136 171 162 38,-1,,112,2,0.8718726307808946,0,20,54.0
110237540,2146672950,19184,1,95,-1,,,False,-1,-1,4,,27796,concept,113,2,,0,20,
113538022,2146672950,11486,0,77,1,0.0,8333.0,True,11486,3,5,123,-1,,114,2,0.5075239398084815,1,21,54.0
114831596,2146672950,10273,0,81,0,0.0,22000.0,True,10272,2,6,182,-1,,115,2,0.4632183908045977,0,21,54.0
114831596,2146672950,10272,0,81,2,0.0,22000.0,True,10272,3,6,73,-1,,116,2,0.5643678160919541,0,21,54.0
114831596,2146672950,10274,0,81,2,0.0,22000.0,True,10272,3,6,147,-1,,117,2,0.8471264367816091,0,21,54.0
114831596,2146672950,10275,0,81,3,0.0,22000.0,True,10272,0,6,27,-1,,118,2,0.7137931034482758,0,21,54.0
115149163,2146672950,6874,0,96,3,1.0,33000.0,True,6873,3,6,23 162,-1,,119,2,0.8351409978308026,0,21,55.0
115149163,2146672950,6873,0,96,1,0.0,33000.0,True,6873,3,6,27 162,-1,,120,2,0.6823529411764706,0,21,55.0
115149163,2146672950,6876,0,96,3,0.0,33000.0,True,6873,0,6,1 162,-1,,121,2,0.34210526315789475,0,21,55.0
115149163,2146672950,6875,0,96,1,1.0,33000.0,True,6873,1,6,170 162,-1,,122,2,0.6456009913258984,0,21,56.0
115244386,2146672950,29695,1,97,-1,,,False,-1,-1,6,,27453,concept,123,2,,0,21,
115319756,2146672950,10273,0,98,2,1.0,29000.0,True,10272,2,6,182,-1,,124,2,0.4632183908045977,0,21,57.0
115319756,2146672950,10274,0,98,3,1.0,29000.0,True,10272,3,6,147,-1,,125,2,0.8471264367816091,0,21,58.0
115319756,2146672950,10272,0,98,3,1.0,29000.0,True,10272,3,6,73,-1,,126,2,0.5643678160919541,0,21,59.0
115319756,2146672950,10275,0,98,0,1.0,29000.0,True,10272,0,6,27,-1,,127,2,0.7137931034482758,0,21,60.0
115450670,2146672950,6866,0,99,3,1.0,16250.0,True,6865,3,6,27 162,-1,,128,2,0.7480757844878626,0,21,61.0
115450670,2146672950,6868,0,99,0,1.0,16250.0,True,6865,0,6,53 162,-1,,129,2,0.7523696682464455,0,21,62.0
115450670,2146672950,6865,0,99,1,0.0,16250.0,True,6865,3,6,52 162,-1,,130,2,0.5151155898043864,0,21,62.0
115450670,2146672950,6867,0,99,3,1.0,16250.0,True,6865,3,6,33 162,-1,,131,2,0.6981915209012748,0,21,63.0
115569866,2146672950,185,0,100,0,1.0,25250.0,True,185,0,1,131 111 81,-1,,132,2,0.6008412197686646,0,21,64.0
115604773,2146672950,175,0,101,2,1.0,23000.0,True,175,2,1,9 10 92,-1,,133,2,0.35631887939025647,0,21,65.0
115659568,2146672950,4,0,102,3,1.0,24000.0,True,4,3,1,131 5 162 38,-1,,134,2,0.6084967320261437,0,21,66.0
115692132,2146672950,10387,0,103,3,1.0,22000.0,True,10387,3,1,131 99 81,-1,,135,2,0.5377207062600321,0,21,67.0
119674154,2146672950,2646,0,68,1,1.0,22000.0,True,2644,1,4,82 158 38,-1,,136,2,0.8285009253547193,0,21,68.0
119674154,2146672950,2645,0,68,1,0.0,22000.0,True,2644,0,4,136 158 38,-1,,137,2,0.7501542257865516,0,21,68.0
119674154,2146672950,2644,0,68,2,0.0,22000.0,True,2644,0,4,74 158 38,-1,,138,2,0.406288532675709,0,21,68.0
119781573,2146672950,3309,0,106,0,1.0,22333.0,True,3309,0,4,106 183 162 29,-1,,139,2,0.7679425837320574,0,21,69.0
119781573,2146672950,3310,0,106,1,1.0,22333.0,True,3309,1,4,136 183 162 29,-1,,140,2,0.9080047789725209,0,21,70.0
119781573,2146672950,3311,0,106,3,1.0,22333.0,True,3309,3,4,157 183 162 29,-1,,141,2,0.84688995215311,0,21,71.0
119868718,2146672950,3077,0,107,0,0.0,25333.0,True,3075,3,4,157 183 92,-1,,142,2,0.3613207547169811,0,21,71.0
119868718,2146672950,3076,0,107,2,1.0,25333.0,True,3075,2,4,113 183 92,-1,,143,2,0.7636792452830189,0,21,72.0
119868718,2146672950,3075,0,107,0,1.0,25333.0,True,3075,0,4,74 183 92,-1,,144,2,0.8319962246342615,0,21,73.0
120397984,2146672950,1533,0,105,2,1.0,24000.0,True,1532,2,3,74 162 81 92,-1,,145,2,0.8408624229979466,0,21,74.0
120397984,2146672950,1534,0,105,2,0.0,24000.0,True,1532,0,3,157 81 92,-1,,146,2,0.22387295081967212,0,21,74.0
120397984,2146672950,1532,0,105,1,1.0,24000.0,True,1532,1,3,74 81 92,-1,,147,2,0.7194871794871794,0,21,75.0
120483275,2146672950,2500,0,108,3,1.0,19667.0,True,2500,3,3,106 38 81,-1,,148,2,0.37623762376237624,0,21,76.0
120483275,2146672950,2502,0,108,3,0.0,19667.0,True,2500,1,3,82 162 38 81,-1,,149,2,0.6075322101090188,0,21,76.0
120483275,2146672950,2501,0,108,0,1.0,19667.0,True,2500,0,3,136 38 81,-1,,150,2,0.666005946481665,0,21,77.0
120597803,2146672950,2387,0,109,1,0.0,21667.0,True,2386,2,3,161 38 81 92,-1,,151,2,0.7742971887550201,0,21,77.0
120597803,2146672950,2388,0,109,0,0.0,21667.0,True,2386,2,3,157 38 81 92,-1,,152,2,0.5644122383252818,0,21,77.0
120597803,2146672950,2386,0,109,1,0.0,21667.0,True,2386,0,3,82 38 81 92,-1,,153,2,0.3448831587429492,0,21,77.0
120699808,2146672950,1673,0,110,0,1.0,25667.0,True,1673,0,3,106 38 102,-1,,154,2,0.76193724420191,0,21,78.0
120699808,2146672950,1675,0,110,1,0.0,25667.0,True,1673,2,3,136 162 38 102,-1,,155,2,0.29965870307167236,0,21,78.0
120699808,2146672950,1674,0,110,1,1.0,25667.0,True,1673,1,3,82 38 102,-1,,156,2,0.7624573378839591,0,21,79.0
120812067,2146672950,1718,0,111,3,0.0,19333.0,True,1718,0,3,106 92 29,-1,,157,2,0.27419354838709675,0,21,79.0
120812067,2146672950,1719,0,111,1,1.0,19333.0,True,1718,1,3,82 92 29,-1,,158,2,0.7208976157082749,0,21,80.0
120812067,2146672950,1720,0,111,3,1.0,19333.0,True,1718,3,3,113 162 92 29,-1,,159,2,0.8879551820728291,0,21,81.0
120858341,2146672950,4187,0,112,2,0.0,23667.0,True,4187,0,5,60,-1,,160,2,0.34092980856882404,1,22,81.0
120899229,2146672950,5330,0,113,1,0.0,17000.0,True,5330,0,5,166,-1,,161,2,0.5093603744149766,1,23,81.0
120932189,2146672950,3859,0,114,2,1.0,27000.0,True,3859,2,5,43,-1,,162,2,0.33990410229088974,1,24,82.0
120977699,2146672950,6083,0,115,1,0.0,24000.0,True,6083,3,5,48,-1,,163,2,0.42412698412698413,1,25,82.0
121013738,2146672950,5390,0,116,1,0.0,32000.0,True,5390,0,5,125,-1,,164,2,0.5124045801526718,1,26,82.0
121051550,2146672950,11254,0,117,1,0.0,19000.0,True,11254,3,5,182,-1,,165,2,0.5857142857142857,1,27,82.0
121104541,2146672950,11280,0,118,1,0.0,26000.0,True,11280,3,5,109,-1,,166,2,0.24727272727272728,1,28,82.0
121134753,2146672950,6002,0,119,3,0.0,42000.0,True,6002,0,5,132,-1,,167,2,0.4311641595814258,1,29,82.0
121185060,2146672950,9253,0,120,0,0.0,21000.0,True,9253,2,5,80,-1,,168,2,0.5146198830409356,1,30,82.0
121230248,2146672950,11386,0,121,3,0.0,38000.0,True,11386,2,5,177,-1,,169,2,0.5453172205438066,1,31,82.0
121279116,2146672950,9974,0,122,2,0.0,31000.0,True,9974,3,5,1,-1,,170,2,0.2082082082082082,1,32,82.0
121323113,2146672950,5987,0,123,2,0.0,35000.0,True,5987,0,5,48,-1,,171,2,0.5641352903637524,1,33,82.0
121350107,2146672950,8649,0,124,1,0.0,30000.0,True,8649,2,5,31,-1,,172,2,0.4717607973421927,1,34,82.0
121370898,2146672950,4248,0,125,3,1.0,16000.0,True,4248,3,5,28,-1,,173,2,0.41407477222745837,1,35,83.0
121409504,2146672950,9496,0,126,2,1.0,15000.0,True,9496,2,5,112,-1,,174,2,0.5898366606170599,1,36,84.0
121471012,2146672950,8175,0,127,0,0.0,32000.0,True,8175,2,5,156,-1,,175,2,0.3446843853820598,1,37,84.0
121513448,2146672950,8643,0,128,3,1.0,23000.0,True,8643,3,5,15,-1,,176,2,0.34773218142548595,1,38,85.0
121549832,2146672950,5584,0,129,3,0.0,31000.0,True,5584,2,5,181,-1,,177,2,0.45841519318926,1,39,85.0
121591724,2146672950,4709,0,130,1,0.0,27000.0,True,4709,3,5,116,-1,,178,2,0.4992872416250891,1,40,85.0
121642899,2146672950,5327,0,131,2,1.0,17000.0,True,5327,2,5,166,-1,,179,2,0.6802507836990596,1,41,86.0
121675291,2146672950,8726,0,132,1,0.0,31000.0,True,8726,0,5,45,-1,,180,2,0.3163664839467502,1,42,86.0
122423433,2146672950,18186,1,133,-1,,,False,-1,-1,4,,1799,concept,181,2,,0,42,
122498032,2146672950,10693,0,134,1,1.0,27000.0,True,10692,1,4,136 120 38,-1,,182,2,0.34276729559748426,0,42,87.0
122498032,2146672950,10694,0,134,1,0.0,27000.0,True,10692,2,4,157 120 38,-1,,183,2,0.6457023060796646,0,42,87.0
122498032,2146672950,10692,0,134,1,0.0,27000.0,True,10692,0,4,106 120 38,-1,,184,2,0.3238993710691824,0,42,87.0
122584825,2146672950,2861,0,135,2,1.0,21333.0,True,2860,2,4,82 158 162 29,-1,,185,2,0.8754605747973471,0,42,88.0
122584825,2146672950,2860,0,135,1,1.0,21333.0,True,2860,1,4,136 158 162 29,-1,,186,2,0.8784082535003684,0,42,89.0
122673871,2146672950,3142,0,136,1,0.0,24667.0,True,3141,3,4,157 12 38,-1,,187,2,0.4872665534804754,0,42,89.0
122673871,2146672950,3143,0,136,3,0.0,24667.0,True,3141,0,4,136 12 38,-1,,188,2,0.4702886247877759,0,42,89.0
122673871,2146672950,3141,0,136,3,1.0,24667.0,True,3141,3,4,113 12 38,-1,,189,2,0.5755517826825127,0,42,90.0
122770428,2146672950,2250,0,137,3,1.0,24333.0,True,2248,3,3,82 81 92,-1,,190,2,0.26483357452966716,0,42,91.0
122770428,2146672950,2248,0,137,2,0.0,24333.0,True,2248,1,3,106 162 81 92,-1,,191,2,0.7933526011560693,0,42,91.0
122770428,2146672950,2249,0,137,2,1.0,24333.0,True,2248,2,3,136 81 92,-1,,192,2,0.7266811279826464,0,42,92.0
122844753,2146672950,2064,0,138,1,1.0,26333.0,True,2063,1,3,157 92 29,-1,,193,2,0.6371463008666705,0,42,93.0
122844753,2146672950,2063,0,138,1,0.0,26333.0,True,2063,0,3,136 92 29,-1,,194,2,0.16374906732480055,0,42,93.0
122844753,2146672950,2065,0,138,2,1.0,26333.0,True,2063,2,3,136 162 92 29,-1,,195,2,0.6327842507030936,0,42,94.0
123032720,2146672950,10071,0,139,1,1.0,19667.0,True,10070,1,6,53,-1,,196,2,0.9106263194933145,0,42,95.0
123032720,2146672950,10073,0,139,1,0.0,19667.0,True,10070,3,6,27,-1,,197,2,0.26213933849401827,0,42,95.0
123032720,2146672950,10072,0,139,2,0.0,19667.0,True,10070,0,6,174,-1,,198,2,0.25193525686136525,0,42,95.0
123032720,2146672950,10070,0,139,3,0.0,19667.0,True,10070,0,6,1,-1,,199,2,0.5798733286418015,0,42,95.0
123176850,2146672950,6871,0,140,1,1.0,39000.0,True,6869,1,6,55 162,-1,,200,2,0.2791005291005291,0,42,96.0
123176850,2146672950,6869,0,140,1,1.0,39000.0,True,6869,1,6,8 162,-1,,201,2,0.5254798146922568,0,42,97.0
123176850,2146672950,6872,0,140,0,1.0,39000.0,True,6869,0,6,26 162,-1,,202,2,0.6492389146260754,0,42,98.0
123176850,2146672950,6870,0,140,2,1.0,39000.0,True,6869,2,6,27 162,-1,,203,2,0.37909361561362886,0,42,99.0
123329127,2146672950,6841,0,141,2,0.0,30750.0,True,6841,1,6,132,-1,,204,2,0.2387074357192495,0,42,99.0
123329127,2146672950,6842,0,141,1,0.0,30750.0,True,6841,0,6,1,-1,,205,2,0.9597222222222223,0,42,99.0
123329127,2146672950,6844,0,141,2,1.0,30750.0,True,6841,2,6,27,-1,,206,2,0.5353920888272033,0,42,100.0
123329127,2146672950,6843,0,141,1,1.0,30750.0,True,6841,1,6,181,-1,,207,2,0.8634942688433483,0,42,101.0
195428787,2146672950,3852,1,142,-1,,,False,-1,-1,4,,1799,solving question,208,2,0.6466730954676952,0,42,
