timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,bundle_id,correct_answer,part,tags,tag,type_of,user_count,user_count_bin,target_enc_content_id,is_part5,part5_cumsum,sum_ans
8534486310,2146590530,9511,0,42,2,0.0,23000.0,True,9511,3,5,73,-1,,42,1,0.38197424892703863,1,26,15.0
8789757599,2146590530,5784,0,43,3,0.0,61000.0,True,5784,1,5,91,-1,,43,1,0.6205059920106525,1,27,15.0
8789809609,2146590530,3722,0,44,2,1.0,16000.0,True,3722,2,5,60,-1,,44,1,0.7524271844660194,1,28,16.0
8789863624,2146590530,4202,0,45,2,0.0,13000.0,True,4202,1,5,133,-1,,45,1,0.7162534435261708,1,29,16.0
8789933094,2146590530,9396,0,46,3,0.0,23000.0,True,9396,0,5,53,-1,,46,1,0.8660907127429806,1,30,16.0
8789997433,2146590530,5330,0,47,0,1.0,33000.0,True,5330,0,5,166,-1,,47,1,0.5093603744149766,1,31,17.0
8790057494,2146590530,6291,0,48,3,0.0,36000.0,True,6291,2,5,80,-1,,48,1,0.6127167630057804,1,32,17.0
8790119888,2146590530,5598,0,49,3,0.0,35000.0,True,5598,2,5,128,-1,,49,1,0.590869939707149,1,33,17.0
8790198771,2146590530,9174,0,50,3,0.0,28000.0,True,9174,0,5,91,-1,,50,1,0.4289655172413793,1,34,17.0
8790283572,2146590530,4464,0,51,2,0.0,40000.0,True,4464,0,5,180,-1,,51,1,0.5495277838787612,1,35,17.0
8790331877,2146590530,5589,0,52,3,1.0,55000.0,True,5589,3,5,180,-1,,52,1,0.6844748858447488,1,36,18.0
8790370369,2146590530,4414,0,53,2,0.0,29000.0,True,4414,3,5,124,-1,,53,1,0.7446977429964841,1,37,18.0
8790417297,2146590530,11237,0,54,1,0.0,19000.0,True,11237,0,5,14,-1,,54,1,0.7298387096774194,1,38,18.0
8790485001,2146590530,8216,0,55,0,0.0,24000.0,True,8216,1,5,4,-1,,55,1,0.5985824742268041,1,39,18.0
8790520685,2146590530,4489,0,56,2,0.0,48000.0,True,4489,3,5,80,-1,,56,1,0.5714285714285714,1,40,18.0
