,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,target_enc_user_id,reverse_prior_question_had_explanation,session0_sum
2405940,1662641003,518865790,1588,0,29,2,0.0,25000.0,True,1588,1586,0,3,82 81 92,-1,,0.6578947368421053,False,2101
2405941,1662641003,518865790,1587,0,29,3,1.0,25000.0,True,1587,1586,3,3,113 81 92,-1,,0.6410256410256411,False,2101
2405942,1662765125,518865790,1438,0,30,1,0.0,27666.0,True,1438,1436,3,3,82 38 102,-1,,0.65,False,2101
2405943,1662765125,518865790,1436,0,30,0,0.0,27666.0,True,1436,1436,3,3,106 162 38 102,-1,,0.6341463414634146,False,2101
2405944,1662765125,518865790,1437,0,30,3,0.0,27666.0,True,1437,1436,1,3,74 38 102,-1,,0.6190476190476191,False,2101
2405945,1662852205,518865790,1578,0,31,0,1.0,24666.0,True,1578,1577,0,3,113 38 81,-1,,0.6046511627906976,False,2101
2405946,1662852205,518865790,1579,0,31,0,0.0,24666.0,True,1579,1577,2,3,82 38 81,-1,,0.6136363636363636,False,2101
2405947,1662852205,518865790,1577,0,31,0,1.0,24666.0,True,1577,1577,0,3,106 38 81,-1,,0.6,False,2101
2405949,1663139588,518865790,1437,0,33,1,1.0,23000.0,True,1437,1436,1,3,74 38 102,-1,,0.0,False,2101
2405950,1663139588,518865790,1436,0,33,3,1.0,23000.0,True,1436,1436,3,3,106 162 38 102,-1,,0.6041666666666666,False,2101
2405951,1663139588,518865790,1438,0,33,3,1.0,23000.0,True,1438,1436,3,3,82 38 102,-1,,0.6122448979591837,False,2101
2405952,1663226580,518865790,236,0,34,0,0.0,24000.0,True,236,236,3,2,129 17 56 38 102,-1,,0.62,False,2101
2405953,1663262820,518865790,366,0,35,1,0.0,27000.0,True,366,366,3,2,143 30 38 92,-1,,0.6078431372549019,False,2101
2405954,1663287105,518865790,443,0,36,0,1.0,19000.0,True,443,443,0,2,2 107 62 162 29 102,-1,,0.5961538461538461,False,2101
2405955,1663318500,518865790,10688,0,37,0,1.0,17000.0,True,10688,10688,0,2,62 137 142 81 92,-1,,0.6037735849056604,False,2101
2405956,1663363249,518865790,1227,0,38,3,0.0,21000.0,True,1227,1227,1,2,62 100 148 92 102,-1,,0.6111111111111112,False,2101
2405957,1663412619,518865790,550,0,39,1,1.0,18000.0,True,550,550,1,2,2 107 92 29,-1,,0.6,False,2101
2405958,1663441718,518865790,1089,0,40,3,0.0,17000.0,True,1089,1089,1,2,138 41 81 92,-1,,0.6071428571428571,False,2101
2405959,1663470593,518865790,10686,0,41,3,0.0,16000.0,True,10686,10686,0,2,62 137 142 38 29,-1,,0.5964912280701754,False,2101
2405960,1663501676,518865790,576,0,42,3,0.0,17000.0,True,576,576,0,2,2 107 162 38 29,-1,,0.5862068965517241,False,2101
2405961,1663522472,518865790,615,0,43,3,1.0,20000.0,True,615,615,3,2,148 32 38 81,-1,,0.576271186440678,False,2101
2405962,1663544496,518865790,1078,0,44,0,1.0,15000.0,True,1078,1078,0,2,69 137 88 38 92,-1,,0.5833333333333334,False,2101
2405963,1663561276,518865790,294,0,45,0,0.0,15000.0,True,294,294,3,2,155 119 38 81,-1,,0.5901639344262295,False,2101
2405964,1663588670,518865790,1018,0,46,3,1.0,11000.0,True,1018,1018,3,2,138 41 38 92,-1,,0.5806451612903226,False,2101
2405965,1663629438,518865790,564,0,47,3,0.0,16000.0,True,564,564,0,2,148 32 81 29,-1,,0.5873015873015873,False,2101
2405966,1663644150,518865790,1095,0,48,1,0.0,30000.0,True,1095,1095,0,2,2 107 162 38 102,-1,,0.578125,False,2101
2405967,1663688580,518865790,1095,0,49,0,1.0,9000.0,True,1095,1095,0,2,2 107 162 38 102,-1,,0.5692307692307692,False,2101
2405968,1663709078,518865790,576,0,50,0,1.0,15000.0,True,576,576,0,2,2 107 162 38 29,-1,,0.5757575757575758,False,2101
2405969,1663862701,518865790,1478,0,51,2,1.0,16000.0,True,1478,1478,2,3,74 38 102,-1,,0.582089552238806,False,2101
2405970,1663862701,518865790,1480,0,51,0,1.0,16000.0,True,1480,1478,0,3,82 38 102,-1,,0.5882352941176471,False,2101
2405971,1663862701,518865790,1479,0,51,0,1.0,16000.0,True,1479,1478,0,3,74 38 102,-1,,0.5942028985507246,False,2101
2405972,1663949850,518865790,1850,0,52,3,0.0,28000.0,True,1850,1850,2,3,74 38 29,-1,,0.6,False,2101
2405973,1663949850,518865790,1851,0,52,3,1.0,28000.0,True,1851,1850,3,3,113 38 29,-1,,0.5915492957746479,False,2101
2405974,1663949850,518865790,1852,0,52,0,1.0,28000.0,True,1852,1850,0,3,82 38 29,-1,,0.5972222222222222,False,2101
2405976,1664227662,518865790,1436,0,54,3,1.0,23333.0,True,1436,1436,3,3,106 162 38 102,-1,,0.0,False,2101
2405977,1664227662,518865790,1437,0,54,1,1.0,23333.0,True,1437,1436,1,3,74 38 102,-1,,0.6,False,2101
2405978,1664227662,518865790,1438,0,54,3,1.0,23333.0,True,1438,1436,3,3,82 38 102,-1,,0.6052631578947368,False,2101
2405979,1664312598,518865790,10685,0,55,1,0.0,25666.0,True,10685,10685,0,2,69 137 142 38 29,-1,,0.6103896103896104,False,2101
2405980,1664351876,518865790,608,0,56,0,1.0,17000.0,True,608,608,0,2,138 41 38 29,-1,,0.6025641025641025,False,2101
2405981,1664378284,518865790,1328,0,57,0,1.0,16000.0,True,1328,1328,0,2,2 107 62 38 102,-1,,0.6075949367088608,False,2101
2405982,1664409405,518865790,1203,0,58,3,1.0,14000.0,True,1203,1203,3,2,143 30 92 102,-1,,0.6125,False,2101
2405983,1664446026,518865790,10684,0,59,0,1.0,15000.0,True,10684,10684,0,2,62 137 142 92 29,-1,,0.6172839506172839,False,2101
2405984,1664569918,518865790,2750,0,60,0,0.0,21000.0,True,2750,2749,3,4,82 126 81,-1,,0.6219512195121951,False,2101
2405985,1664569918,518865790,2751,0,60,0,0.0,21000.0,True,2751,2749,3,4,113 126 81,-1,,0.6144578313253012,False,2101
2405986,1664569918,518865790,2749,0,60,1,0.0,21000.0,True,2749,2749,0,4,136 126 81,-1,,0.6071428571428571,False,2101
2405988,1664919972,518865790,3052,0,63,0,1.0,24666.0,True,3052,3051,0,4,113 103 81,-1,,0.0,False,2101
2405989,1664919972,518865790,3053,0,63,0,1.0,24666.0,True,3053,3051,0,4,157 103 81,-1,,0.5977011494252874,False,2101
2405990,1664919972,518865790,3051,0,63,3,1.0,24666.0,True,3051,3051,3,4,136 103 81,-1,,0.6022727272727273,False,2101
2405991,1665022785,518865790,2722,0,61,1,1.0,22333.0,True,2722,2722,1,4,74 83 81,-1,,0.6067415730337079,False,2101
2405992,1665022785,518865790,2724,0,61,1,0.0,22333.0,True,2724,2722,2,4,82 83 81,-1,,0.6111111111111112,False,2101
2405993,1665022785,518865790,2723,0,61,1,0.0,22333.0,True,2723,2722,2,4,82 83 81,-1,,0.6043956043956044,False,2101
2405995,1665321291,518865790,2750,0,65,3,1.0,21333.0,True,2750,2749,3,4,82 126 81,-1,,0.0,False,2101
2405996,1665321291,518865790,2751,0,65,2,0.0,21333.0,True,2751,2749,3,4,113 126 81,-1,,0.5957446808510638,False,2101
2405997,1665321291,518865790,2749,0,65,3,0.0,21333.0,True,2749,2749,0,4,136 126 81,-1,,0.5894736842105263,False,2101
2405998,1719028908,518865790,3210,0,66,2,0.0,26000.0,True,3210,3210,0,4,74 12 38,-1,,0.5833333333333334,False,2101
2405999,1719028908,518865790,3212,0,66,2,0.0,26000.0,True,3212,3210,3,4,113 12 38,-1,,0.5773195876288659,False,2101
2406000,1719028908,518865790,3211,0,66,0,1.0,26000.0,True,3211,3210,0,4,106 12 38,-1,,0.5714285714285714,False,2101
2406002,1719215513,518865790,2749,0,68,0,1.0,24667.0,True,2749,2749,0,4,136 126 81,-1,,0.0,False,2101
2406003,1719215513,518865790,2750,0,68,3,1.0,24667.0,True,2750,2749,3,4,82 126 81,-1,,0.5742574257425742,False,2101
2406004,1719215513,518865790,2751,0,68,1,0.0,24667.0,True,2751,2749,3,4,113 126 81,-1,,0.5784313725490197,False,2101
2406005,1719476991,518865790,3019,0,69,2,1.0,28333.0,True,3019,3018,2,4,113 12 38,-1,,0.5728155339805825,False,2101
2406006,1719476991,518865790,3020,0,69,0,0.0,28333.0,True,3020,3018,1,4,157 12 38,-1,,0.5769230769230769,False,2101
2406007,1719476991,518865790,3018,0,69,3,1.0,28333.0,True,3018,3018,3,4,74 12 38,-1,,0.5714285714285714,False,2101
2406008,1719702663,518865790,3367,0,70,3,0.0,25000.0,True,3367,3366,1,4,136 183 162 81,-1,,0.5754716981132075,False,2101
2406009,1719702663,518865790,3366,0,70,0,1.0,25000.0,True,3366,3366,0,4,106 183 162 81,-1,,0.5700934579439252,False,2101
2406010,1719702663,518865790,3368,0,70,2,1.0,25000.0,True,3368,3366,2,4,136 183 162 81,-1,,0.5740740740740741,False,2101
2406011,1719842477,518865790,3268,0,71,3,1.0,26333.0,True,3268,3267,3,4,82 12 38,-1,,0.5779816513761468,False,2101
2406012,1719842477,518865790,3267,0,71,0,0.0,26333.0,True,3267,3267,1,4,106 12 38,-1,,0.5818181818181818,False,2101
2406013,1719842477,518865790,3269,0,71,2,0.0,26333.0,True,3269,3267,0,4,113 12 38,-1,,0.5765765765765766,False,2101
2406014,1720115178,518865790,3268,0,72,3,1.0,26333.0,False,3268,3267,3,4,82 12 38,-1,,0.5714285714285714,True,2101
2406015,1720115178,518865790,3267,0,72,1,1.0,26333.0,False,3267,3267,1,4,106 12 38,-1,,0.5752212389380531,True,2101
2406016,1720115178,518865790,3269,0,72,0,1.0,26333.0,False,3269,3267,0,4,113 12 38,-1,,0.5789473684210527,True,2101
2406017,1720217803,518865790,3368,0,73,2,1.0,23000.0,True,3368,3366,2,4,136 183 162 81,-1,,0.5826086956521739,False,2101
2406018,1720217803,518865790,3366,0,73,0,1.0,23000.0,True,3366,3366,0,4,106 183 162 81,-1,,0.5862068965517241,False,2101
2406019,1720217803,518865790,3367,0,73,1,1.0,23000.0,True,3367,3366,1,4,136 183 162 81,-1,,0.5897435897435898,False,2101
2406020,1720288366,518865790,7865,0,74,0,1.0,23000.0,False,7865,7865,0,1,10 164 38,-1,,0.5932203389830508,True,2101
2406021,1720363422,518865790,1436,0,75,3,1.0,20000.0,True,1436,1436,3,3,106 162 38 102,-1,,0.5966386554621849,False,2101
2406022,1720363422,518865790,1438,0,75,3,1.0,20000.0,True,1438,1436,3,3,82 38 102,-1,,0.6,False,2101
2406023,1720363422,518865790,1437,0,75,1,1.0,20000.0,True,1437,1436,1,3,74 38 102,-1,,0.6033057851239669,False,2101
2406024,1720459609,518865790,236,0,77,3,1.0,24000.0,False,236,236,3,2,129 17 56 38 102,-1,,0.6065573770491803,True,2101
2406025,1720465668,518865790,420,0,76,0,0.0,0.0,True,420,420,1,2,17 56 38 29,-1,,0.6097560975609756,False,2101
2406026,1720497249,518865790,420,0,78,1,1.0,16000.0,True,420,420,1,2,17 56 38 29,-1,,0.6048387096774194,False,2101
2406027,1720546330,518865790,1115,0,79,3,0.0,17000.0,True,1115,1115,1,2,155 119 162 38 102,-1,,0.608,False,2101
2406028,1720599686,518865790,994,0,80,0,1.0,15000.0,True,994,994,0,2,2 107 62 38 81,-1,,0.6031746031746031,False,2101
2406029,1720648352,518865790,10687,0,81,1,1.0,16000.0,True,10687,10687,1,2,62 137 142 81 92,-1,,0.6062992125984252,False,2101
2406030,1720712002,518865790,383,0,82,1,0.0,16000.0,True,383,383,3,2,137 88 92 102,-1,,0.609375,False,2101
2406031,1720782171,518865790,460,0,83,0,1.0,21000.0,True,460,460,0,2,143 62 176 38 29,-1,,0.6046511627906976,False,2101
2406032,1720855590,518865790,284,0,84,3,0.0,16000.0,True,284,284,1,2,155 163 81 29,-1,,0.6076923076923076,False,2101
2406033,1720913471,518865790,1005,0,85,3,1.0,19000.0,True,1005,1005,3,2,155 119 162 38 92,-1,,0.6030534351145038,False,2101
2406034,1720994969,518865790,319,0,87,1,1.0,17000.0,True,319,319,1,2,148 32 38 102,-1,,0.6060606060606061,False,2101
2406035,1721006352,518865790,319,0,86,3,0.0,0.0,True,319,319,1,2,148 32 38 102,-1,,0.6090225563909775,False,2101
2406036,1721049080,518865790,564,0,88,3,0.0,23000.0,True,564,564,0,2,148 32 81 29,-1,,0.6044776119402985,False,2101
2406037,1721082924,518865790,638,0,89,0,1.0,25000.0,True,638,638,0,2,143 176 6 38 92,-1,,0.6,False,2101
2406039,1721322702,518865790,236,0,91,1,0.0,19000.0,False,236,236,3,2,129 17 56 38 102,-1,,0.0,True,2101
2406040,1721376226,518865790,817,0,92,1,1.0,17000.0,True,817,817,1,2,17 56 38 29,-1,,0.5942028985507246,False,2101
2406041,1721426408,518865790,361,0,93,1,1.0,16000.0,True,361,361,1,2,2 107 62 38 81,-1,,0.5971223021582733,False,2101
2406042,1721470927,518865790,818,0,94,0,0.0,17000.0,True,818,818,1,2,148 32 162 92 102,-1,,0.6,False,2101
2406043,1721506017,518865790,457,0,95,1,1.0,17000.0,True,457,457,1,2,143 105 38 29,-1,,0.5957446808510638,False,2101
2406044,1721533638,518865790,600,0,96,3,1.0,15000.0,True,600,600,3,2,143 176 81 92,-1,,0.5985915492957746,False,2101
2406045,1721558322,518865790,793,0,97,3,1.0,14000.0,True,793,793,3,2,137 88 162 92 102,-1,,0.6013986013986014,False,2101
2406046,1721620879,518865790,991,0,98,3,1.0,17000.0,False,991,991,3,2,143 105 162 92 29,-1,,0.6041666666666666,True,2101
2406047,1721654068,518865790,1289,0,99,3,1.0,17000.0,True,1289,1289,3,2,143 20 38 102,-1,,0.6068965517241379,False,2101
2406048,1721688501,518865790,1384,0,100,3,1.0,17000.0,True,1384,1384,3,2,2 107 62 38 29,-1,,0.6095890410958904,False,2101
2406049,1721722169,518865790,980,0,101,3,1.0,16000.0,True,980,980,3,2,148 32 92 29,-1,,0.6122448979591837,False,2101
2406050,1721748202,518865790,283,0,102,0,1.0,16000.0,True,283,283,0,2,143 69 176 81 92,-1,,0.6148648648648649,False,2101
2406051,1721834121,518865790,1329,0,103,3,1.0,15000.0,False,1329,1329,3,2,143 114 38 102,-1,,0.6174496644295302,True,2101
2406052,1721880004,518865790,481,0,104,0,1.0,17000.0,True,481,481,0,2,17 56 162 38 92,-1,,0.62,False,2101
2406053,1721913681,518865790,747,0,105,0,0.0,16000.0,True,747,747,1,2,138 41 38 81,-1,,0.6225165562913907,False,2101
2406054,1721958651,518865790,217,0,106,0,1.0,15000.0,True,217,217,0,2,143 71 29 102,-1,,0.618421052631579,False,2101
2406055,1721983135,518865790,1011,0,107,0,1.0,25000.0,True,1011,1011,0,2,129 143 176 29 102,-1,,0.6209150326797386,False,2101
2406057,1722036498,518865790,236,0,109,3,1.0,13000.0,False,236,236,3,2,129 17 56 38 102,-1,,0.0,True,2101
2406058,1722071575,518865790,277,0,110,3,0.0,18000.0,True,277,277,1,2,69 17 56 38 92,-1,,0.6217948717948718,False,2101
2406059,1722101706,518865790,812,0,111,0,1.0,17000.0,True,812,812,0,2,90 100 38 29,-1,,0.6178343949044586,False,2101
2406060,1722132406,518865790,721,0,112,3,0.0,12000.0,True,721,721,1,2,143 176 6 38 102,-1,,0.620253164556962,False,2101
2406061,1722164036,518865790,413,0,113,1,1.0,14000.0,True,413,413,1,2,62 155 119 38 102,-1,,0.6163522012578616,False,2101
2406062,1722189963,518865790,321,0,114,0,1.0,16000.0,True,321,321,0,2,62 90 100 38 102,-1,,0.61875,False,2101
2406063,1722218196,518865790,726,0,115,1,1.0,16000.0,True,726,726,1,2,143 140 92 102,-1,,0.6211180124223602,False,2101
2406064,1722250673,518865790,1290,0,116,0,0.0,16000.0,True,1290,1290,3,2,17 56 92 29,-1,,0.6234567901234568,False,2101
2406065,1722284570,518865790,1290,0,117,3,1.0,23000.0,False,1290,1290,3,2,17 56 92 29,-1,,0.6196319018404908,True,2101
2406066,1722310060,518865790,420,0,118,1,1.0,0.0,True,420,420,1,2,17 56 38 29,-1,,0.6219512195121951,False,2101
2406067,1722334324,518865790,277,0,119,1,1.0,15000.0,True,277,277,1,2,69 17 56 38 92,-1,,0.6242424242424243,False,2101
2406068,1722347391,518865790,236,0,120,3,1.0,17000.0,True,236,236,3,2,129 17 56 38 102,-1,,0.6265060240963856,False,2101
2406069,1755137528,518865790,522,0,121,3,1.0,6000.0,True,522,522,3,2,62 155 119 162 38 102,-1,,0.6287425149700598,False,2101
2406070,1755183400,518865790,1012,0,122,1,1.0,16000.0,True,1012,1012,1,2,143 140 92 102,-1,,0.6309523809523809,False,2101
2406071,1755222232,518865790,513,0,123,1,1.0,16000.0,True,513,513,1,2,143 176 38 92,-1,,0.6331360946745562,False,2101
2406072,1755254483,518865790,1145,0,124,3,1.0,16000.0,True,1145,1145,3,2,138 41 38 81,-1,,0.6352941176470588,False,2101
2406073,1755293619,518865790,232,0,125,0,0.0,14000.0,True,232,232,3,2,2 107 38 102,-1,,0.6374269005847953,False,2101
2406074,1755349711,518865790,1184,0,126,1,1.0,17000.0,True,1184,1184,1,2,143 141 38 81,-1,,0.6337209302325582,False,2101
2406075,1755404289,518865790,844,0,127,1,1.0,16000.0,True,844,844,1,2,155 119 81 92,-1,,0.6358381502890174,False,2101
2406076,1755445359,518865790,1270,0,128,0,0.0,15000.0,True,1270,1270,3,2,143 71 38 29,-1,,0.6379310344827587,False,2101
2406077,1755493147,518865790,204,0,129,1,1.0,16000.0,True,204,204,1,2,137 142 38 102,-1,,0.6342857142857142,False,2101
2406078,1755542886,518865790,495,0,130,0,1.0,17000.0,True,495,495,0,2,143 114 162 38 92,-1,,0.6363636363636364,False,2101
2406079,1755586667,518865790,1339,0,131,1,1.0,15000.0,True,1339,1339,1,2,137 142 38 102,-1,,0.6384180790960452,False,2101
2406080,1755628533,518865790,1187,0,132,3,1.0,17000.0,True,1187,1187,3,2,137 88 162 38 29,-1,,0.6404494382022472,False,2101
2406081,1755675742,518865790,381,0,133,1,1.0,18000.0,True,381,381,1,2,148 32 92 29,-1,,0.6424581005586593,False,2101
2406082,1755726312,518865790,1220,0,134,1,0.0,20000.0,True,1220,1220,0,2,90 100 92 102,-1,,0.6444444444444445,False,2101
2406083,1755770760,518865790,1179,0,135,3,1.0,17000.0,True,1179,1179,3,2,138 41 162 81 29,-1,,0.6408839779005525,False,2101
2406084,1755935233,518865790,3051,0,136,0,0.0,16000.0,True,3051,3051,3,4,136 103 81,-1,,0.6428571428571429,False,2101
2406085,1755935233,518865790,3052,0,136,0,1.0,16000.0,True,3052,3051,0,4,113 103 81,-1,,0.639344262295082,False,2101
2406086,1755935233,518865790,3053,0,136,3,0.0,16000.0,True,3053,3051,0,4,157 103 81,-1,,0.6413043478260869,False,2101
2406087,1755989075,518865790,1203,0,137,3,1.0,22666.0,True,1203,1203,3,2,143 30 92 102,-1,,0.6378378378378379,False,2101
2406088,1756024854,518865790,855,0,138,1,1.0,19000.0,True,855,855,1,2,2 107 62 38 102,-1,,0.6397849462365591,False,2101
2406089,1756060961,518865790,1018,0,139,3,1.0,13000.0,True,1018,1018,3,2,138 41 38 92,-1,,0.6417112299465241,False,2101
2406090,1756185045,518865790,2694,0,140,3,1.0,15000.0,True,2694,2692,3,4,136 150 81,-1,,0.6436170212765957,False,2101
2406091,1756185045,518865790,2693,0,140,3,0.0,15000.0,True,2693,2692,2,4,82 150 81,-1,,0.6455026455026455,False,2101
2406092,1756185045,518865790,2692,0,140,1,1.0,15000.0,True,2692,2692,1,4,106 150 81,-1,,0.6421052631578947,False,2101
2406093,1756349569,518865790,10734,0,141,0,0.0,22333.0,True,10734,10734,3,4,74 92 3,-1,,0.643979057591623,False,2101
2406094,1756349569,518865790,10735,0,141,1,0.0,22333.0,True,10735,10734,2,4,113 92 3,-1,,0.640625,False,2101
2406095,1756349569,518865790,10736,0,141,1,1.0,22333.0,True,10736,10734,1,4,82 92 3,-1,,0.6373056994818653,False,2101
2406096,1756487330,518865790,2857,0,142,2,0.0,27666.0,True,2857,2857,1,4,106 67 92,-1,,0.6391752577319587,False,2101
2406097,1756487330,518865790,2858,0,142,1,0.0,27666.0,True,2858,2857,3,4,136 67 92,-1,,0.6358974358974359,False,2101
2406098,1756487330,518865790,2859,0,142,0,1.0,27666.0,True,2859,2857,0,4,157 67 92,-1,,0.6326530612244898,False,2101
2406099,1756608034,518865790,3410,0,143,1,1.0,21666.0,True,3410,3408,1,4,136 171 162 102,-1,,0.6345177664974619,False,2101
2406100,1756608034,518865790,3408,0,143,0,1.0,21666.0,True,3408,3408,0,4,106 171 162 102,-1,,0.6363636363636364,False,2101
2406101,1756608034,518865790,3409,0,143,3,1.0,21666.0,True,3409,3408,3,4,136 171 162 102,-1,,0.6381909547738693,False,2101
2406102,1756671695,518865790,1079,0,144,0,1.0,26666.0,True,1079,1079,0,2,143 114 38 81,-1,,0.64,False,2101
2406103,1756713527,518865790,295,0,145,3,1.0,15000.0,True,295,295,3,2,143 69 105 38 81,-1,,0.6417910447761194,False,2101
2406104,1756756616,518865790,415,0,146,1,1.0,15000.0,True,415,415,1,2,2 107 62 38 102,-1,,0.6435643564356436,False,2101
2406105,1756794746,518865790,280,0,147,3,1.0,16000.0,True,280,280,3,2,137 88 81 29,-1,,0.645320197044335,False,2101
2406106,1756839880,518865790,613,0,148,3,1.0,17000.0,True,613,613,3,2,143 20 38 29,-1,,0.6470588235294118,False,2101
2406107,1756880792,518865790,302,0,149,0,1.0,19000.0,True,302,302,0,2,62 155 119 38 81,-1,,0.6487804878048781,False,2101
2406108,1757015972,518865790,10736,0,150,3,0.0,17000.0,True,10736,10734,1,4,82 92 3,-1,,0.6504854368932039,False,2101
2406109,1757015972,518865790,10735,0,150,2,1.0,17000.0,True,10735,10734,2,4,113 92 3,-1,,0.6473429951690821,False,2101
2406110,1757015972,518865790,10734,0,150,1,0.0,17000.0,True,10734,10734,3,4,74 92 3,-1,,0.6490384615384616,False,2101
2406111,1757072137,518865790,1384,0,151,1,0.0,22666.0,True,1384,1384,3,2,2 107 62 38 29,-1,,0.645933014354067,False,2101
2406112,1757104606,518865790,1289,0,152,3,1.0,17000.0,True,1289,1289,3,2,143 20 38 102,-1,,0.6428571428571429,False,2101
2406113,1757290981,518865790,3215,0,153,3,0.0,17000.0,True,3215,3213,2,4,113 67 81,-1,,0.6445497630331753,False,2101
2406114,1757290981,518865790,3213,0,153,0,0.0,17000.0,True,3213,3213,1,4,74 67 81,-1,,0.6415094339622641,False,2101
2406115,1757290981,518865790,3214,0,153,0,0.0,17000.0,True,3214,3213,3,4,82 67 81,-1,,0.6384976525821596,False,2101
