timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,correct_answer,part,tag,tags1,tags2,target_enc_user_id,count_enc_user_id,user_count_bin,target_enc_content_id,content_rate_sum_user_id,content_rate_mean_user_id,content_level_user_id,diff_content_level_target_enc_user_id,diff_rate_mean_target_emc_user_id,prior_question_elapsed_time_bin,shiftdiff_timestamp_by_user_id,mean_prior_question_elapsed_time_by_user_id,diff_mean_prior_question_elapsed_time_by_user_id,mean_content_level_user_id_by_user_id,diff_mean_content_level_user_id_by_user_id,user_rate_sum_part_2,user_rate_mean_part_2,diff_rate_mean_target_enc_part_2,user_rate_sum_part_5,user_rate_mean_part_5,diff_rate_mean_target_enc_part_5,previous_answer_index_content_id,previous_answer_content_id,ql_table2_mean,ql_table2_sum,ql_table2_max,ql_table2_min,ql_table2_last,qq_table_mean,qq_table_sum,qq_table_max,qq_table_min,qq_table_last,content_ua_table2_mean,content_ua_table2_sum,content_ua_table2_max,content_ua_table2_min,content_ua_table2_last,content_rating,user_id_rating,rating_diff_content_user_id,mean_prior_question_elapsed_time_by_content_id,diff_mean_prior_question_elapsed_time_by_content_id,target_enc_user_count_bin,target_enc___user_id____user_count_bin__,target_enc___content_id____user_count_bin__,target_enc___part____prior_question_elapsed_time_bin__,target_enc_previous_3_ans,__user_id____part___rating,rating_diff_content___user_id____part__,__user_id____tags1___rating,rating_diff_content___user_id____tags1__,__user_id____tags2___rating,rating_diff_content___user_id____tags2__,te_mean,te_max,te_min,te_std,te_peak
672837772,19848230,9315,0,227,0,0.0,40000.0,1,3,5,-1,55,-1,0.65800864,241,2,0.6,-0.31652963,-0.031652965,0.6340489,-0.023959756,-0.6896616,6,59695,23068.1,16931.9,0.6269405,0.0071083903,11.836748,0.104749985,-0.49525005,6.5513797,0.06486514,-0.5351349,-99,-99,0.580925,4.6474,0.6041667,0.5108286,0.57559806,0.59415054,14.259613,0.6235504,0.57255244,0.6053435,0.6569171,65.69171,0.6954674,0.53713346,0.6579629,1561,1649,-75,34200.0,5800.0,0.6636201,0.6259542,0.6666667,0.5886093,0.7430303,1597,-38,1501,-16,1604,-43,0.64941275,0.7430303,0.5886093,0.051682793,0.15442103
1498517837,19848230,9315,0,482,3,1.0,11000.0,1,3,5,-1,55,-1,0.7107584,590,3,0.54545456,-0.97453827,-0.088594384,0.64044136,-0.07031703,-0.79935277,3,56089,24197.91,-13197.91,0.6553535,-0.014912128,24.44022,0.12795927,-0.4174953,19.629599,0.08685663,-0.45859793,348,0,0.77272725,0.77272725,0.77272725,0.77272725,0.77272725,,,,,,0.66974354,66.97435,0.7185591,0.5999767,0.64813566,1561,1672,-98,34727.273,-23727.273,0.68526363,0.75,1.0,0.6040711,0.65789473,1636,-77,1488,-3,1643,-82,0.70763457,1.0,0.54545456,0.14565049,0.45454544
627224,21318660,9315,0,10,3,1.0,50000.0,0,3,5,-1,55,-1,0.7,10,0,0.5833333,-0.68529665,-0.057108056,0.64502275,-0.05497724,-0.75710803,6,42633,47666.668,2333.332,0.66291505,-0.017892301,0.0,,,1.7673368,0.19637077,-0.38696253,-99,-99,,,,,,0.5929703,1.778911,0.6053435,0.5862069,0.5873606,0.6693914,6.693914,0.7316534,0.61181134,0.61181134,1561,1534,40,32750.0,17250.0,0.50622,0.7,0.4,0.5904185,0.64487857,1530,29,1500,-15,1530,31,0.58926433,0.7,0.4,0.10829864,0.29999998
167265283,22283740,9315,0,22,3,1.0,15000.0,1,3,5,-1,55,-1,0.6666667,36,1,0.61538464,-0.38529664,-0.029638203,0.6465688,-0.020097911,-0.6963049,3,31776,25564.172,-10564.172,0.5143609,0.13220787,0.39873415,0.39873415,-0.21665049,-0.41193348,-0.03432779,-0.64971244,-99,-99,,,,,,0.58767086,7.0520506,0.6138375,0.56751055,0.593482,0.5484095,19.742743,0.8261032,0.36862406,0.6271507,1561,1574,0,34076.92,-19076.922,0.64442635,0.4,,0.60414004,0.64463633,1503,56,1500,-15,1500,61,0.5958757,0.6666667,0.4,0.098551825,0.26666668
1941840573,27907640,9315,0,1093,3,1.0,20000.0,1,3,5,-1,55,-1,0.7797619,1896,4,0.64285713,-0.05196333,-0.0037116664,0.6554483,-0.12431359,-0.78347355,4,29863,26831.22,-6831.2207,0.6906569,-0.035208583,4.361193,0.20767586,-0.43518126,103.65915,0.14219362,-0.5006635,-99,-99,0.5849685,15.209181,0.61144066,0.51072556,0.5985376,0.60411507,4.8329206,0.6235504,0.58446455,0.5896964,0.6643381,66.433815,0.73073334,0.57989424,0.67194504,1561,1696,-122,32714.285,-12714.285,0.768791,0.74825174,1.0,0.59842104,0.75329655,1682,-123,1514,-29,1680,-119,0.7559113,1.0,0.59842104,0.12777843,0.40157896
37341671654,28991550,9315,0,48,1,0.0,18000.0,1,3,5,-1,55,-1,0.67741936,62,1,0.6666667,0.16827476,0.011218318,0.65682155,-0.020597816,-0.66620106,4,2824532,23628.377,-5628.377,0.56504476,0.09177679,0.83064115,0.036114834,-0.6305519,1.4275982,0.08922489,-0.5774418,-99,-99,,,,,,0.5868489,13.497525,0.60214096,0.56751055,0.58208954,0.5945452,36.8618,0.8261032,0.42110088,0.6167889,1561,1615,-41,31866.666,-13866.666,0.6414662,0.61290324,1.0,0.59845877,0.6613551,1533,26,1500,-15,1554,7,0.69403845,1.0,0.59845877,0.1379543,0.40154123
37680628580,28991550,9315,0,215,3,1.0,25000.0,1,3,5,-1,55,-1,0.6356275,255,2,0.625,-0.5091446,-0.031821538,0.65557486,0.01994735,-0.66744906,5,36446,22832.24,2167.7598,0.62704355,0.028531313,6.3876104,0.101390645,-0.52360934,2.273703,0.02085966,-0.60414034,192,0,,,,,,,,,,,0.64867425,64.867424,0.71162474,0.37909263,0.6663637,1561,1599,-25,31000.0,-6000.0,0.6558164,0.6258503,0.5,0.5991761,0.6470375,1542,17,1495,-10,1555,6,0.6126439,0.6558164,0.5,0.052871134,0.15581638
4842133914,30067840,9315,0,309,2,0.0,56000.0,1,3,5,-1,55,-1,0.6785714,309,2,0.64705884,-0.14477211,-0.008516006,0.6568525,-0.02171892,-0.6870874,7,209487,44358.305,11641.695,0.6498805,0.0069719553,6.9016185,0.11502697,-0.5320319,24.429008,0.10395323,-0.5431056,-99,-99,0.5990767,0.5990767,0.5990767,0.5990767,0.5990767,0.59672576,13.724692,0.6201022,0.57255244,0.6013772,0.6594936,65.94936,0.8261032,0.57465565,0.6543519,1561,1650,-76,30647.059,25352.941,0.6580057,0.7019231,0.6,0.57282794,0.557861,1640,-81,1510,-25,1643,-82,0.6308926,0.7019231,0.557861,0.054733507,0.1440621
170342,31232290,9315,0,5,2,0.0,38000.0,0,3,5,-1,55,-1,0.6,5,0,0.6111111,-0.8233435,-0.045741305,0.6538603,0.053860247,-0.64574134,6,47507,22750.0,15250.0,0.7229742,-0.06911391,0.0,,,-0.40994155,-0.10248539,-0.71359646,-99,-99,,,,,,0.59156877,0.59156877,0.59156877,0.59156877,0.59156877,0.655875,3.279375,0.6857152,0.6313122,0.6857152,1561,1504,70,32055.555,5944.4453,0.5019809,0.6,0.5,0.57886636,0.55839413,1501,58,1500,-15,1502,59,0.56433606,0.6111111,0.5,0.046557263,0.111111104
892089,31232290,9315,0,8,3,1.0,11000.0,1,3,5,-1,55,-1,0.625,8,0,0.57894737,-1.4233435,-0.07491282,0.65241724,0.027417243,-0.6999128,3,17805,29714.285,-18714.285,0.7206849,-0.06826764,0.0,,,0.11352843,0.016218347,-0.562729,2,0,,,,,,,,,,,0.68705183,5.4964147,0.75268376,0.6313122,0.75268376,1561,1521,53,32368.422,-21368.422,0.50201464,0.625,0.42857143,0.60056233,0.6634715,1518,41,1492,-7,1518,43,0.5747953,0.6634715,0.42857143,0.08191878,0.23490009
782453382,32553110,9315,0,2045,3,1.0,23000.0,1,3,5,-1,55,-1,0.65029544,2769,4,0.6,-1.0483435,-0.052417178,0.6523162,0.0020207763,-0.7027126,5,67538,22747.83,252.16992,0.66332036,-0.01100415,-3.1163592,-0.014427589,-0.6144276,-38.5783,-0.036155857,-0.6361559,-99,-99,0.5773956,10.970516,0.61144066,0.51072556,0.5863545,0.596595,1.19319,0.60032105,0.592869,0.592869,0.6611484,66.11484,0.7278894,0.5864821,0.66864514,1561,1532,42,31300.0,-8300.0,0.75600445,0.6453287,1.0,0.6059825,0.5832434,1532,27,1499,-14,1529,32,0.6915507,1.0,0.5832434,0.14751703,0.41675657
2067194608,33424950,9315,0,909,1,0.0,28000.0,1,3,5,-1,55,-1,0.7758761,1236,4,0.61904764,-0.698639,-0.033268522,0.6579325,-0.117943585,-0.8091446,6,42673,22581.781,5418.2188,0.673234,-0.015301466,49.238365,0.17648159,-0.44256604,30.567703,0.076803274,-0.5422444,-99,-99,0.5478941,3.2873647,0.5877886,0.5033784,0.5696721,,,,,,0.6769754,67.69755,0.7164521,0.5490365,0.6872443,1561,1750,-176,30904.762,-2904.7617,0.7481807,0.8808511,1.0,0.5852552,0.6512169,1582,-23,1511,-26,1625,-64,0.75148964,1.0,0.5852552,0.14962554,0.4147448
94184,33667890,9315,0,3,3,1.0,25000.0,0,3,5,-1,55,-1,1.0,3,0,0.59090906,-1.4745151,-0.06702341,0.672805,-0.327195,-1.0670234,5,41345,17000.0,8000.0,0.6635636,0.009241402,0.0,,,1.037037,0.34567901,-0.24523005,-99,-99,,,,,,,,,,,0.6407004,1.9221011,0.6660141,0.6223109,0.6660141,1561,1516,58,30772.727,-5772.7266,0.49996883,1.0,0.5,0.60598665,0.75143003,1516,43,1500,-15,1516,45,0.7068992,1.0,0.49996883,0.2172033,0.5000312
2670436680,33667890,9315,0,316,1,0.0,13667.0,1,3,5,-1,55,-1,0.5644599,607,3,0.6086956,-1.4745151,-0.06410935,0.6682907,0.103830755,-0.62856925,3,182571,19053.367,-5386.367,0.6678928,0.000397861,-3.2812092,-0.058593024,-0.66728866,5.949628,0.13221395,-0.47648168,603,1,,,,,,,,,,,0.644355,64.4355,0.7090004,0.40135503,0.69625443,1561,1631,-57,30521.738,-16854.738,0.69052553,0.60507244,1.0,0.6111873,0.7512822,1585,-26,1507,-22,1656,-95,0.6901747,1.0,0.5644599,0.15036091,0.43554008
6770307278,34240790,9315,0,954,2,0.0,28000.0,1,3,5,-1,55,-1,0.74122804,1140,4,0.5833333,-2.038975,-0.084957294,0.6712082,-0.07001984,-0.82618535,6,186421,20313.852,7686.1484,0.6787974,-0.007589221,10.526597,0.24480458,-0.33852875,118.970634,0.14368434,-0.439649,-99,-99,,,,,,0.5870736,0.5870736,0.5870736,0.5870736,0.5870736,0.67948276,67.94828,0.7251212,0.60381466,0.67259467,1561,1742,-168,29819.459,-1819.459,0.7543511,0.7553957,0.75,0.5880782,0.6642091,1731,-172,1581,-96,1732,-171,0.6909422,0.7553957,0.5833333,0.07859894,0.1720624
372833,35748610,9315,0,6,3,1.0,84000.0,0,3,5,-1,55,-1,0.6666667,6,0,0.56,-2.780203,-0.11120812,0.6710335,0.004366815,-0.7778748,8,40724,40600.0,43400.0,0.65375656,0.017276943,0.5,0.25,-0.31,-0.4978633,-0.12446582,-0.6844658,-99,-99,,,,,,,,,,,0.63852024,3.8311214,0.7110494,0.58502126,0.6379079,1561,1502,72,29746.68,54253.32,0.5010951,0.6666667,0.5555556,0.62589926,0.65346974,1494,65,1500,-15,1494,67,0.6041933,0.6666667,0.5010951,0.065387405,0.16557157
639777476,35748610,9315,0,27,3,1.0,11000.0,1,3,5,-1,55,-1,0.7407407,27,0,0.5769231,-2.4468699,-0.09411038,0.6736152,-0.0671255,-0.8348511,3,43357,25615.385,-14615.385,0.6589172,0.014698029,-1.0394819,-0.047249176,-0.6241723,-0.057863295,-0.011572659,-0.58849573,20,1,,,,,,,,,,,0.64041394,17.291176,0.7252569,0.51054955,0.6635829,1561,1506,68,31833.346,-20833.346,0.5014104,0.7407407,0.6,0.6161327,0.7482531,1503,56,1507,-22,1503,58,0.6463143,0.7482531,0.5014104,0.09754694,0.24684268
57961,35970560,9315,0,3,3,1.0,13000.0,0,3,5,-1,55,-1,1.0,3,0,0.5925926,-2.1876104,-0.08102261,0.6852718,-0.3147282,-1.0810226,3,25109,11000.0,2000.0,0.62688464,0.05838716,0.0,,,1.4747474,0.49158248,-0.101010114,-99,-99,,,,,,,,,,,0.65440285,1.9632087,0.6809349,0.6354715,0.6809349,1561,1513,61,31061.74,-18061.74,0.5013376,1.0,0.6363636,0.6168654,0.7482808,1513,46,1506,-21,1513,48,0.72792006,1.0,0.5013376,0.19951542,0.4986624
291343,36305500,9315,0,9,2,0.0,15000.0,0,3,5,-1,55,-1,0.7777778,9,0,0.60714287,-2.1876104,-0.07812894,0.6884617,-0.08931607,-0.8559067,3,59800,27750.0,-12750.0,0.6114173,0.07704443,0.0,,,2.6451778,0.29390866,-0.3132342,-99,-99,,,,,,0.58736527,1.7620959,0.61379856,0.57019234,0.57019234,0.6390177,5.751159,0.7193401,0.55171317,0.7193401,1561,1545,29,30416.678,-15416.678,0.5014922,0.7777778,0.6666667,0.616319,0.7447888,1543,16,1511,-26,1543,18,0.67028075,0.7777778,0.5014922,0.10333084,0.2762856
36963340253,39733270,9315,0,3430,2,0.0,8000.0,1,3,5,-1,55,-1,0.64570904,4371,4,0.5862069,-2.9653883,-0.10225476,0.68703663,0.041327596,-0.7479638,2,32500,22011.547,-14011.547,0.65831065,0.028725982,-0.47640786,-0.0015880262,-0.58779496,-80.48001,-0.030705841,-0.6169128,-99,-99,0.5631841,2.2527363,0.5990767,0.52240396,0.5990767,,,,,,0.66832405,66.832405,0.71979713,0.49304757,0.6879422,1561,1594,-20,29885.068,-21885.068,0.7146034,0.6434524,0.6,0.6047557,0.58829266,1554,5,1511,-26,1561,0,0.6261458,0.7146034,0.5862069,0.04596394,0.12839651
83291,41678660,9315,0,2,0,0.0,15000.0,0,3,5,-1,55,-1,1.0,2,0,0.56666666,-3.6110973,-0.12036991,0.69713223,-0.30286777,-1.1203699,3,20277,62000.0,-47000.0,0.62505174,0.07208049,0.0,,,0.4137931,0.20689654,-0.35977012,-99,-99,,,,,,,,,,,0.65623045,1.3124609,0.6665298,0.6459311,0.6459311,1561,1508,66,29155.566,-14155.566,0.5000476,1.0,0.61538464,0.61133564,0.44876325,1507,52,1500,-15,1507,54,0.67745686,1.0,0.44876325,0.22816019,0.55123675
14550723429,43926060,9315,0,307,0,0.0,56000.0,1,3,5,-1,55,-1,0.49679488,319,3,0.5483871,-4.6110973,-0.14874507,0.6908717,0.19407684,-0.64553994,7,113018,42629.137,13370.863,0.6241843,0.066687405,-6.643637,-0.22145458,-0.7698417,-19.729242,-0.09133908,-0.63972616,-99,-99,0.5661785,2.8308926,0.6037005,0.5108286,0.54515743,0.59441364,15.454755,0.61517113,0.5756579,0.591129,0.64015645,64.01564,0.69343156,0.5560917,0.60182834,1561,1484,90,28698.936,27301.064,0.6887104,0.0,0.6666667,0.58320016,0.49275723,1470,89,1498,-13,1472,89,0.49664524,0.6887104,0.0,0.23188968,0.6887104
15167480588,43926060,9315,0,361,3,1.0,18000.0,1,3,5,-1,55,-1,0.4930362,373,3,0.53125,-5.107892,-0.15962163,0.6848767,0.19184047,-0.65265787,4,30712,44661.062,-26661.062,0.6262596,0.058617055,-6.643637,-0.22145458,-0.75270456,-20.827839,-0.078893326,-0.6101433,53,0,0.77272725,0.77272725,0.77272725,0.77272725,0.77272725,,,,,,0.64137596,64.137596,0.69343156,0.56198716,0.6595178,1561,1524,50,29552.094,-11552.094,0.6884643,0.4489796,0.5,0.6048995,0.714123,1509,50,1485,0,1512,49,0.568679,0.714123,0.4489796,0.102454804,0.26514342
117011,45776940,9315,0,6,0,0.0,9000.0,0,3,5,-1,55,-1,0.8333333,6,0,0.54545456,-4.6009283,-0.13942207,0.6892431,-0.14409024,-0.9727554,2,16651,21800.0,-12800.0,0.63750315,0.05173993,0.25714284,0.25714284,-0.28831172,1.7429149,0.43572873,-0.10972583,-99,-99,,,,,,0.5962086,1.1924171,0.6053435,0.5870736,0.5870736,0.652305,3.91383,0.7135411,0.48479098,0.6857541,1561,1542,32,29202.031,-20202.031,0.49610817,0.8333333,0.5714286,0.61342204,0.65523696,1527,32,1492,-7,1527,34,0.6497596,0.8333333,0.49610817,0.13501425,0.33722514
285624,48214640,9315,0,6,3,1.0,59000.0,0,3,5,-1,55,-1,0.8333333,6,0,0.5294118,-5.434262,-0.15983123,0.69336,-0.13997334,-0.99316454,7,80036,29400.0,29600.0,0.66796184,0.025398135,0.0,,,2.166052,0.36100867,-0.16840312,-99,-99,,,,,,,,,,,0.6690128,4.0140767,0.73073334,0.6318686,0.643115,1561,1532,42,28607.854,30392.146,0.4977368,0.8333333,0.53333336,0.58153975,0.64817965,1530,29,1500,-15,1531,30,0.6366954,0.8333333,0.4977368,0.1426008,0.3355965
143508,51601460,9315,0,5,3,1.0,25000.0,0,3,5,-1,55,-1,0.8,5,0,0.54285717,-5.267595,-0.15050271,0.6963222,-0.10367781,-0.95050275,5,31816,27500.0,-2500.0,0.63944435,0.05687785,0.0,,,1.4141546,0.35353866,-0.18931851,-99,-99,,,,,,,,,,,0.6425563,3.2127814,0.6886229,0.58547944,0.6070055,1561,1523,51,29476.2,-4476.199,0.5014384,0.8,0.5625,0.60418665,0.64839715,1518,41,1510,-25,1518,43,0.63705415,0.8,0.5014384,0.12050911,0.29856163
13577017660,55872100,9315,0,39,1,0.0,5000.0,1,3,5,-1,55,-1,0.8490566,53,1,0.5555556,-5.067595,-0.14076653,0.7004501,-0.14860648,-0.9898231,1,11186,16583.25,-11583.25,0.54858017,0.15186995,3.3597898,0.30543545,-0.25012013,7.5222297,0.39590684,-0.15964875,-99,-99,,,,,,0.58301795,6.9962153,0.5987762,0.56751055,0.58639455,0.580668,30.775404,0.8261032,0.3763817,0.6480293,1561,1684,-110,29351.861,-24351.861,0.64923155,1.0,0.5,0.641483,0.7330216,1601,-42,1509,-24,1603,-42,0.70404977,1.0,0.5,0.17323364,0.5
158248,62337250,9315,0,4,0,0.0,51000.0,0,3,5,-1,55,-1,0.5,4,0,0.5405405,-5.9166517,-0.1599095,0.6951751,0.19517511,-0.6599095,7,30003,29333.334,21666.666,0.6634532,0.03172189,0.0,,,0.034625784,0.008656446,-0.5318841,-99,-99,,,,,,0.6053435,0.6053435,0.6053435,0.6053435,0.6053435,0.6689418,2.6757672,0.74248326,0.63172334,0.63172334,1561,1503,71,28693.703,22306.297,0.50284255,0.5,0.5882353,0.58515793,0.57108563,1502,57,1500,-15,1503,58,0.54112315,0.5882353,0.5,0.040629093,0.08823532
17342823178,62337250,9315,0,102,3,1.0,54750.0,1,3,5,-1,55,-1,0.6573427,143,2,0.5263158,-6.4166517,-0.16885926,0.69420505,0.036862373,-0.8262019,7,2141896,30405.986,24344.014,0.6451314,0.049073637,0.0,,,7.569751,0.086019896,-0.4402959,138,0,,,,,,,,,,,0.6558513,65.58513,0.7038514,0.5557292,0.68431324,1561,1563,11,29280.71,25469.29,0.6643123,0.6904762,0.5,0.5851419,0.5795231,1582,-23,1490,-5,1566,-5,0.6004445,0.6904762,0.5,0.072661586,0.19047618
101151440,62878350,9315,0,10,2,0.0,29000.0,0,3,5,-1,55,-1,0.6,10,0,0.53846157,-6.073994,-0.15574345,0.69184995,0.09184992,-0.7557435,6,100861788,28000.0,1000.0,0.6893032,0.0025467277,0.3043478,0.3043478,-0.23411375,0.44847485,0.04983054,-0.488631,-99,-99,,,,,,0.57019234,0.57019234,0.57019234,0.57019234,0.57019234,0.67386174,6.7386174,0.70893323,0.62753177,0.6604404,1561,1512,62,29933.77,-933.76953,0.50283843,0.6,0.5555556,0.59002984,0.5926095,1507,52,1500,-15,1507,54,0.56849927,0.6,0.50283843,0.037440203,0.09716159
