,index,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,content_rating,user_id_rating,rating_diff_content_user_id,"['user_id', 'part']_rating","rating_diff_content_['user_id', 'part']",user_id_rating_bin,content_rating_bin,predict,target,diff_target
5036,5036,1037230874,1283420,9848,0,45,1,1.0,18000.0,True,9848,9848,1,5,73,-1,,1366,1583,-217,1579,-223,15,13,,,
5037,5037,1037295021,1283420,5532,0,46,1,1.0,21000.0,True,5532,5532,1,5,89,-1,,1327,1587,-260,1582,-256,15,13,,,
5038,5038,1037470664,1283420,6425,0,47,2,1.0,23000.0,True,6425,6425,2,5,65,-1,,1397,1589,-192,1585,-208,15,13,,,
5039,5039,1037570516,1283420,5183,0,48,1,1.0,113000.0,True,5183,5183,1,5,58,-1,,1335,1593,-258,1588,-265,15,13,,,
5040,5040,1037625205,1283420,9852,0,49,0,1.0,34000.0,True,9852,9852,0,5,53,-1,,1403,1596,-193,1591,-203,15,14,,,
5041,5041,1037670674,1283420,4974,0,50,0,1.0,21000.0,True,4974,4974,0,5,55,-1,,1211,1600,-389,1594,-395,16,12,,,
5042,5042,1037715586,1283420,4212,0,51,3,1.0,29000.0,True,4212,4212,3,5,95,-1,,1422,1601,-179,1596,-194,16,14,,,
5043,5043,1037755536,1283420,5849,0,52,2,1.0,18000.0,True,5849,5849,2,5,89,-1,,1514,1605,-91,1599,-91,16,15,,,
5044,5044,1037789565,1283420,9077,0,53,2,1.0,17000.0,True,9077,9077,2,5,24,-1,,1489,1611,-122,1605,-132,16,14,,,
5045,5045,1037839761,1283420,3632,0,54,2,1.0,23000.0,True,3632,3632,2,5,95,-1,,1304,1616,-312,1610,-328,16,13,,,
5046,5046,1039999169,1283420,6767,0,55,1,1.0,25000.0,True,6767,6765,1,6,27,-1,,1359,1618,-259,1500,-184,16,13,,,
5047,5047,1039999169,1283420,6765,0,55,1,1.0,25000.0,True,6765,6765,1,6,174,-1,,1294,1621,-327,1503,-251,16,12,,,
5048,5048,1039999169,1283420,6766,0,55,0,1.0,25000.0,True,6766,6765,0,6,109,-1,,1482,1622,-140,1506,-69,16,14,,,
5049,5049,1039999169,1283420,6768,0,55,3,1.0,25000.0,True,6768,6765,3,6,123,-1,,1540,1627,-87,1512,-18,16,15,,,
5050,5050,1040157080,1283420,6788,0,56,0,1.0,33750.0,True,6788,6785,0,6,27 162,-1,,1369,1633,-264,1519,-196,16,13,,,
5051,5051,1040157080,1283420,6786,0,56,1,1.0,33750.0,True,6786,6785,1,6,1 162,-1,,1337,1635,-298,1523,-232,16,13,,,
5052,5052,1040157080,1283420,6787,0,56,3,1.0,33750.0,True,6787,6785,3,6,180 162,-1,,1364,1638,-274,1526,-209,16,13,,,
5053,5053,1040157080,1283420,6785,0,56,3,1.0,33750.0,True,6785,6785,3,6,53 162,-1,,1048,1640,-592,1530,-520,16,10,,,
5054,5054,1040409778,1283420,6798,0,57,0,1.0,27000.0,True,6798,6797,0,6,1,-1,,1469,1641,-172,1530,-101,16,14,,,
5055,5055,1040409778,1283420,6797,0,57,1,1.0,27000.0,True,6797,6797,1,6,180,-1,,1187,1645,-458,1536,-383,16,11,,,
5056,5056,1040409778,1283420,6800,0,57,0,1.0,27000.0,True,6800,6797,0,6,27,-1,,1577,1646,-69,1537,-7,16,15,,,
5057,5057,1040409778,1283420,6799,0,57,2,1.0,27000.0,True,6799,6797,2,6,116,-1,,1395,1652,-257,1545,-188,16,13,,,
5058,5058,1040593666,1283420,10351,0,58,3,1.0,47250.0,True,10351,10348,3,6,27,-1,,1264,1655,-391,1548,-332,16,12,,,
5059,5059,1040593666,1283420,10348,0,58,0,1.0,47250.0,True,10348,10348,0,6,60,-1,,1360,1656,-296,1550,-240,16,13,,,
5060,5060,1040593666,1283420,10349,0,58,2,1.0,47250.0,True,10349,10348,2,6,116,-1,,1205,1658,-453,1553,-396,16,12,,,
5061,5061,1040593666,1283420,10350,0,58,0,1.0,47250.0,True,10350,10348,0,6,8,-1,,1314,1659,-345,1555,-290,16,13,,,
5062,5062,1040804266,1283420,6846,0,59,3,1.0,27000.0,True,6846,6845,3,6,55 162,-1,,1401,1661,-260,1557,-218,16,14,,,
5063,5063,1040804266,1283420,6848,0,59,3,1.0,27000.0,True,6848,6845,3,6,27 162,-1,,1095,1664,-569,1560,-523,16,10,,,
5064,5064,1040804266,1283420,6847,0,59,0,0.0,27000.0,True,6847,6845,3,6,73 162,-1,,1770,1665,105,1561,144,16,17,,,
5065,5065,1040804266,1283420,6845,0,59,3,1.0,27000.0,True,6845,6845,3,6,53 162,-1,,1265,1659,-394,1557,-352,16,12,,,
5066,5066,1040917461,1283420,7942,0,60,0,1.0,36250.0,True,7942,7942,0,1,131 40 38,-1,,1452,1661,-209,1489,-81,16,14,,,
5067,5067,1040957285,1283420,10,0,61,0,1.0,21000.0,True,10,10,0,1,131 36 38,-1,,1406,1664,-258,1495,-127,16,14,,,
5068,5068,1040991254,1283420,7892,0,62,2,1.0,22000.0,True,7892,7892,2,1,51 131 102,-1,,1315,1667,-352,1500,-210,16,13,,,
5069,5069,1041076475,1283420,10409,0,63,3,1.0,22000.0,True,10409,10409,3,1,51 131 81,-1,,1663,1669,-6,1503,131,16,16,,,
5070,5070,1041155528,1283420,7859,0,64,3,0.0,48000.0,True,7859,7859,1,1,131 5 92,-1,,1660,1676,-16,1513,106,16,16,,,
5071,5071,1041256944,1283420,1359,0,65,0,0.0,27000.0,True,1359,1359,3,2,155 119 38 29,-1,,1483,1668,-185,1503,-60,16,14,,,
5072,5072,1041304739,1283420,785,0,66,0,1.0,17000.0,True,785,785,0,2,143 176 38 102,-1,,1238,1657,-419,1494,-267,16,12,,,
5073,5073,1041360370,1283420,1302,0,67,1,1.0,16000.0,True,1302,1302,1,2,137 88 92 102,-1,,1493,1658,-165,1497,-20,16,14,,,
5074,5074,1041394530,1283420,10687,0,68,1,1.0,26000.0,True,10687,10687,1,2,62 137 142 81 92,-1,,1170,1662,-492,1504,-339,16,11,,,
5075,5075,1041414229,1283420,311,0,69,3,1.0,17000.0,True,311,311,3,2,129 143 30 38 92,-1,,1423,1663,-240,1506,-110,16,14,,,
5076,5076,1041450131,1283420,946,0,70,0,1.0,13000.0,True,946,946,0,2,143 69 114 38 92,-1,,1302,1666,-364,1511,-220,16,13,,,
5077,5077,1041514039,1283420,791,0,71,0,0.0,18000.0,True,791,791,3,2,2 163 92 29,-1,,1560,1668,-108,1514,0,16,15,,,
5078,5078,1041567715,1283420,10686,0,72,0,1.0,23000.0,True,10686,10686,0,2,62 137 142 38 29,-1,,1455,1658,-203,1507,-62,16,14,,,
5079,5079,1041627196,1283420,1114,0,73,1,0.0,19000.0,True,1114,1114,3,2,143 71 29 102,-1,,1495,1662,-167,1513,-60,16,14,,,
5080,5080,1041677039,1283420,740,0,74,0,1.0,26000.0,True,740,740,0,2,69 138 41 81 92,-1,,1227,1651,-424,1504,-278,16,12,,,
5081,5081,1041832908,1283420,1607,0,75,3,1.0,13000.0,True,1607,1607,3,3,136 38 81,-1,,1104,1652,-548,1500,-436,16,11,,,
5082,5082,1041832908,1283420,1609,0,75,1,1.0,13000.0,True,1609,1607,1,3,136 38 81,-1,,1403,1653,-250,1501,-139,16,14,,,
5083,5083,1041832908,1283420,1608,0,75,1,1.0,13000.0,True,1608,1607,1,3,161 38 81,-1,,1464,1656,-192,1505,-85,16,14,,,
5084,5084,1041947254,1283420,1726,0,76,2,1.0,24000.0,True,1726,1724,2,3,157 81 92,-1,,1386,1659,-273,1511,-163,16,13,,,
5085,5085,1041947254,1283420,1724,0,76,3,0.0,24000.0,True,1724,1724,0,3,74 81 92,-1,,1383,1662,-279,1515,-170,16,13,,,
5086,5086,1041947254,1283420,1725,0,76,0,1.0,24000.0,True,1725,1724,0,3,113 81 92,-1,,1447,1649,-202,1504,-96,16,14,,,
5087,5087,1042082795,1283420,1627,0,77,0,1.0,25666.0,True,1627,1625,0,3,82 38 81,-1,,1445,1653,-208,1510,-118,16,14,,,
5088,5088,1042082795,1283420,1626,0,77,1,1.0,25666.0,True,1626,1625,1,3,161 162 38 81,-1,,1374,1656,-282,1515,-193,16,13,,,
5089,5089,1042082795,1283420,1625,0,77,1,0.0,25666.0,True,1625,1625,2,3,74 38 81,-1,,1459,1659,-200,1519,-113,16,14,,,
5090,5090,1042247426,1283420,1476,0,78,0,1.0,30000.0,True,1476,1475,0,3,136 92 29,-1,,1197,1647,-450,1509,-363,16,11,,,
5091,5091,1042247426,1283420,1475,0,78,3,1.0,30000.0,True,1475,1475,3,3,136 92 29,-1,,1294,1649,-355,1510,-270,16,12,,,
5092,5092,1042247426,1283420,1477,0,78,1,1.0,30000.0,True,1477,1475,1,3,82 92 29,-1,,1180,1650,-470,1513,-384,16,11,,,
5093,5093,1042445343,1283420,2391,0,79,3,1.0,29000.0,True,2391,2389,3,3,157 38 81 29,-1,,1337,1651,-314,1514,-240,16,13,,,
5094,5094,1042445343,1283420,2389,0,79,3,1.0,29000.0,True,2389,2389,3,3,74 38 81 29,-1,,1393,1653,-260,1517,-188,16,13,,,
5095,5095,1042445343,1283420,2390,0,79,2,1.0,29000.0,True,2390,2389,2,3,161 38 81 29,-1,,1546,1656,-110,1521,-44,16,15,,,
5096,5096,1042617829,1283420,2870,0,80,1,1.0,34333.0,True,2870,2868,1,4,157 103 38,-1,,1313,1661,-348,1500,-234,16,13,,,
5097,5097,1042617829,1283420,2869,0,80,0,0.0,34333.0,True,2869,2868,3,4,74 103 38,-1,,1377,1663,-286,1503,-173,16,13,,,
5098,5098,1042617829,1283420,2868,0,80,1,1.0,34333.0,True,2868,2868,1,4,106 103 38,-1,,1219,1650,-431,1492,-320,16,12,,,
5099,5099,1042737668,1283420,2937,0,81,3,1.0,26666.0,True,2937,2937,3,4,106 169 162 38,-1,,1020,1652,-632,1494,-518,16,10,,,
5100,5100,1042737668,1283420,2938,0,81,1,1.0,26666.0,True,2938,2937,1,4,136 169 162 38,-1,,1131,1652,-521,1494,-408,16,11,,,
5101,5101,1042737668,1283420,2939,0,81,0,1.0,26666.0,True,2939,2937,0,4,136 169 162 38,-1,,1319,1653,-334,1496,-228,16,13,,,
5102,5102,1042889492,1283420,2628,0,82,2,0.0,21333.0,True,2628,2626,1,4,157 144 92,-1,,1699,1655,44,1499,142,16,16,,,
5103,5103,1042889492,1283420,2627,0,82,0,1.0,21333.0,True,2627,2626,0,4,82 144 92,-1,,1257,1648,-391,1494,-287,16,12,,,
5104,5104,1042889492,1283420,2626,0,82,1,1.0,21333.0,True,2626,2626,1,4,74 144 92,-1,,1213,1649,-436,1497,-334,16,12,,,
5105,5105,1106852858,1283420,4416,0,83,1,1.0,28666.0,True,4416,4416,1,5,115,-1,,1352,1651,-299,1612,-273,16,13,,,
5106,5106,1106895463,1283420,3875,0,84,3,1.0,9000.0,True,3875,3875,3,5,89,-1,,1441,1653,-212,1614,-188,16,14,,,
5107,5107,1107028822,1283420,8581,0,85,0,1.0,13000.0,True,8581,8581,0,5,73,-1,,1558,1656,-98,1618,-83,16,15,,,
5108,5108,1107167790,1283420,5387,0,86,3,0.0,39000.0,True,5387,5387,0,5,152,-1,,1445,1662,-217,1624,-186,16,14,,,
5109,5109,1107273281,1283420,5347,0,87,3,0.0,32000.0,True,5347,5347,2,5,166,-1,,1368,1650,-282,1613,-262,16,13,,,
5110,5110,1107546182,1283420,17124,1,89,-1,,,False,65535,-1,-1,5,,166,concept,-1,-1,0,-1,0,-1,-1,,,
5111,5111,1107572322,1283420,5347,0,90,2,1.0,37000.0,True,5347,5347,2,5,166,-1,,1368,1638,-270,1600,-249,16,13,,,
5112,5112,1107613497,1283420,5330,0,91,0,1.0,12000.0,True,5330,5330,0,5,166,-1,,1589,1640,-51,1603,-40,16,15,,,
5113,5113,1107657638,1283420,3990,0,88,1,1.0,26000.0,True,3990,3990,1,5,166,-1,,1517,1647,-130,1610,-118,16,15,,,
5114,5114,1107714985,1283420,9150,0,92,1,0.0,21000.0,True,9150,9150,3,5,60,-1,,1747,1651,96,1615,109,16,17,,,
5115,5115,1107794203,1283420,3717,0,93,2,0.0,7000.0,True,3717,3717,1,5,57,-1,,1442,1646,-204,1610,-179,16,14,,,
5116,5116,1107909885,1283420,5166,0,94,1,1.0,26000.0,True,5166,5166,1,5,64,-1,,1407,1634,-227,1599,-208,16,14,,,
5117,5117,1108052965,1283420,5672,0,95,0,1.0,35000.0,True,5672,5672,0,5,134,-1,,1533,1638,-105,1602,-90,16,15,,,
5118,5118,1108186344,1283420,8958,0,96,3,1.0,59000.0,True,8958,8958,3,5,1,-1,,1608,1643,-35,1608,-16,16,16,,,
5119,5119,1108306940,1283420,4474,0,97,1,1.0,65000.0,True,4474,4474,1,5,181,-1,,1337,1650,-313,1615,-290,16,13,,,
5120,5120,1108401905,1283420,6185,0,98,3,1.0,38000.0,True,6185,6185,3,5,58,-1,,1564,1652,-88,1617,-74,16,15,,,
5121,5121,1108438341,1283420,6393,0,99,0,1.0,42000.0,True,6393,6393,0,5,159,-1,,1454,1657,-203,1623,-188,16,14,,,
5122,5122,1108660726,1283420,8696,0,100,0,0.0,15000.0,True,8696,8696,2,5,1,-1,,1625,1661,-36,1627,-15,16,16,,,
5123,5123,1108936933,1283420,6402,0,101,2,0.0,24000.0,True,6402,6402,3,5,173,-1,,1442,1653,-211,1619,-186,16,14,,,
5124,5124,1109018415,1283420,4771,0,102,0,1.0,59000.0,True,4771,4771,0,5,64,-1,,1582,1641,-59,1608,-43,16,15,,,
5125,5125,1109081188,1283420,6016,0,103,3,1.0,35000.0,True,6016,6016,3,5,147,-1,,1379,1647,-268,1615,-251,16,13,,,
5126,5126,1109106574,1283420,9442,0,104,0,1.0,28000.0,True,9442,9442,0,5,54,-1,,1121,1650,-529,1618,-508,16,11,,,
5127,5127,1109137336,1283420,5948,0,105,1,1.0,7000.0,True,5948,5948,1,5,14,-1,,1370,1651,-281,1618,-258,16,13,,,
5128,5128,1109197269,1283420,4766,0,106,0,1.0,14000.0,True,4766,4766,0,5,127,-1,,1428,1653,-225,1621,-203,16,14,,,
5129,5129,1109302934,1283420,5052,0,107,3,1.0,21000.0,True,5052,5052,3,5,53,-1,,1399,1656,-257,1625,-236,16,13,,,
5130,5130,1109459761,1283420,9764,0,108,0,0.0,57000.0,True,9764,9764,2,5,96,-1,,1574,1659,-85,1628,-73,16,15,,,
5131,5131,1109554580,1283420,4370,0,109,1,1.0,68000.0,True,4370,4370,1,5,66,-1,,1339,1650,-311,1619,-292,16,13,,,
5132,5132,1109677034,1283420,5008,0,110,2,1.0,15000.0,True,5008,5008,2,5,156,-1,,1471,1652,-181,1621,-165,16,14,,,
5133,5133,1109737431,1283420,8487,0,111,0,1.0,82000.0,True,8487,8487,0,5,72,-1,,1397,1656,-259,1625,-237,16,13,,,
5134,5134,1109816193,1283420,9594,0,112,2,1.0,19000.0,True,9594,9594,2,5,73,-1,,1441,1659,-218,1628,-199,16,14,,,
5135,5135,1109879029,1283420,3893,0,113,2,1.0,40000.0,True,3893,3893,2,5,1,-1,,1407,1662,-255,1632,-229,16,14,,,
5136,5136,1109924728,1283420,6349,0,114,1,1.0,24000.0,True,6349,6349,1,5,53,-1,,1338,1665,-327,1635,-307,16,13,,,
5137,5137,1109997259,1283420,5896,0,115,0,0.0,16000.0,True,5896,5896,1,5,89,-1,,1289,1667,-378,1637,-354,16,12,,,
5138,5138,1111466923,1283420,6563,0,116,1,1.0,45000.0,True,6563,6561,1,6,27,-1,,1348,1653,-305,1558,-259,16,13,,,
5139,5139,1111466923,1283420,6562,0,116,1,1.0,45000.0,True,6562,6561,1,6,73,-1,,1560,1656,-96,1561,-55,16,15,,,
5140,5140,1111466923,1283420,6564,0,116,0,1.0,45000.0,True,6564,6561,0,6,96,-1,,1314,1661,-347,1567,-301,16,13,,,
5141,5141,1111466923,1283420,6561,0,116,2,1.0,45000.0,True,6561,6561,2,6,64,-1,,1266,1663,-397,1570,-350,16,12,,,
5142,5142,1111667997,1283420,6759,0,117,0,1.0,47500.0,True,6759,6757,0,6,27 162,-1,,1300,1664,-364,1571,-316,16,13,,,
5143,5143,1111667997,1283420,6758,0,117,2,1.0,47500.0,True,6758,6757,2,6,127 162,-1,,1241,1666,-425,1573,-373,16,12,,,
5144,5144,1111667997,1283420,6760,0,117,1,1.0,47500.0,True,6760,6757,1,6,54 162,-1,,1504,1667,-163,1575,-124,16,15,,,
5145,5145,1111667997,1283420,6757,0,117,0,0.0,47500.0,True,6757,6757,1,6,8 162,-1,,1287,1671,-384,1580,-336,16,12,,,
5146,5146,1111866317,1283420,10233,0,118,0,1.0,31500.0,True,10233,10232,0,6,53,-1,,1352,1658,-306,1567,-271,16,13,,,
5147,5147,1111866317,1283420,10232,0,118,3,1.0,31500.0,True,10232,10232,3,6,27,-1,,1423,1660,-237,1569,-202,16,14,,,
5148,5148,1111866317,1283420,10235,0,118,1,0.0,31500.0,True,10235,10232,2,6,91,-1,,1379,1663,-284,1573,-250,16,13,,,
5149,5149,1111866317,1283420,10234,0,118,3,1.0,31500.0,True,10234,10232,3,6,179,-1,,1499,1650,-151,1561,-119,16,14,,,
5150,5150,1112095954,1283420,6919,0,119,0,1.0,29250.0,True,6919,6916,0,6,80 162,-1,,1409,1655,-246,1566,-202,16,14,,,
5151,5151,1112095954,1283420,6916,0,119,1,1.0,29250.0,True,6916,6916,1,6,1 162,-1,,1501,1658,-157,1569,-115,16,15,,,
5152,5152,1112095954,1283420,6918,0,119,0,1.0,29250.0,True,6918,6916,0,6,27 162,-1,,1102,1662,-560,1575,-506,16,11,,,
5153,5153,1112095954,1283420,6917,0,119,2,0.0,29250.0,True,6917,6916,3,6,55 162,-1,,1433,1663,-230,1575,-189,16,14,,,
5154,5154,1112370482,1283420,10078,0,120,0,1.0,38250.0,True,10078,10078,0,6,14,-1,,1151,1651,-500,1564,-460,16,11,,,
5155,5155,1112370482,1283420,10079,0,120,3,0.0,38250.0,True,10079,10078,2,6,181,-1,,1724,1652,72,1565,95,16,17,,,
5156,5156,1112370482,1283420,10080,0,120,1,1.0,38250.0,True,10080,10078,1,6,73,-1,,1341,1646,-305,1560,-271,16,13,,,
5157,5157,1112370482,1283420,10081,0,120,2,1.0,38250.0,True,10081,10078,2,6,27,-1,,1344,1648,-304,1562,-271,16,13,,,
5158,5158,1122498332,1283420,8704,0,121,1,1.0,42500.0,True,8704,8704,1,5,53,-1,,1077,1650,-573,1624,-559,16,10,,,
5159,5159,1122588532,1283420,3878,0,122,2,0.0,13000.0,True,3878,3878,1,5,24,-1,,1740,1651,89,1624,94,16,17,,,
5160,5160,1122754663,1283420,4481,0,123,3,0.0,18000.0,True,4481,4481,2,5,134,-1,,1268,1645,-377,1619,-362,16,12,,,
5161,5161,1122805664,1283420,4428,0,124,0,1.0,65000.0,True,4428,4428,0,5,65,-1,,1460,1632,-172,1606,-162,16,14,,,
5162,5162,1122835102,1283420,9641,0,125,0,1.0,7000.0,True,9641,9641,0,5,1,-1,,1023,1636,-613,1610,-596,16,10,,,
5163,5163,1122865493,1283420,6129,0,126,1,1.0,17000.0,True,6129,6129,1,5,72,-1,,1459,1636,-177,1610,-168,16,14,,,
5164,5164,1122890299,1283420,3641,0,127,2,1.0,22000.0,True,3641,3641,2,5,180,-1,,1430,1640,-210,1614,-202,16,14,,,
5165,5165,1122929922,1283420,4029,0,128,1,1.0,13000.0,True,4029,4029,1,5,173,-1,,1229,1644,-415,1618,-403,16,12,,,
5166,5166,1122947893,1283420,9561,0,129,3,1.0,27000.0,True,9561,9561,3,5,1,-1,,1147,1645,-498,1619,-481,16,11,,,
5167,5167,1122982739,1283420,5447,0,130,3,1.0,8000.0,True,5447,5447,3,5,109,-1,,1424,1646,-222,1620,-210,16,14,,,
5168,5168,1123053500,1283420,5664,0,131,0,0.0,16000.0,True,5664,5664,3,5,123,-1,,1594,1649,-55,1624,-45,16,15,,,
5169,5169,1124282822,1283420,6481,1,133,-1,,,False,65535,-1,-1,5,,123,concept,-1,-1,0,-1,0,-1,-1,,,
5170,5170,1124300093,1283420,5664,0,134,3,1.0,21000.0,True,5664,5664,3,5,123,-1,,1594,1640,-46,1615,-36,16,15,,,
5171,5171,1124316503,1283420,3945,0,135,2,1.0,13000.0,True,3945,3945,2,5,123,-1,,1334,1647,-313,1622,-304,16,13,,,
5172,5172,1124447627,1283420,5668,0,132,2,1.0,10000.0,True,5668,5668,2,5,123,-1,,1567,1649,-82,1624,-77,16,15,,,
5173,5173,1124512344,1283420,9058,0,136,2,1.0,88000.0,True,9058,9058,2,5,127,-1,,1225,1655,-430,1630,-418,16,12,,,
5174,5174,1124874010,1283420,10070,0,137,1,0.0,15000.0,True,10070,10070,0,6,1,-1,,1490,1656,-166,1565,-130,16,14,,,
