timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,bundle_id,correct_answer,part,tags,tag,type_of,target_enc_content_id,rate,content_id_shift1,is_same,part_shift1,content_id_shift2,part_shift2,content_id_shift3,part_shift3,content_id_shift4,part_shift4,content_id_shift5,part_shift5,content_id_shift6,part_shift6,content_id_shift7,part_shift7,content_id_shift8,part_shift8,content_id_shift9,part_shift9,content_id_shift10,part_shift10,content_id_shift11,part_shift11,content_id_shift12,part_shift12,content_id_shift13,part_shift13,content_id_shift14,part_shift14,content_id_shift15,part_shift15
28101104,475020,8536,0,16,3,0.0,36000.0,True,8536,1,5,24,-1,,,,9239.0,False,5.0,13486.0,5.0,9596.0,5.0,11254.0,5.0,3635.0,5.0,13284.0,5.0,3969.0,5.0,8399.0,5.0,5272.0,5.0,9958.0,5.0,3612.0,5.0,9136.0,5.0,4094.0,5.0,9800.0,5.0,5522.0,5.0
58861077,475020,12354,1,17,-1,,,False,-1,-1,6,,377,concept,,,8536.0,False,5.0,9239.0,5.0,13486.0,5.0,9596.0,5.0,11254.0,5.0,3635.0,5.0,13284.0,5.0,3969.0,5.0,8399.0,5.0,5272.0,5.0,9958.0,5.0,3612.0,5.0,9136.0,5.0,4094.0,5.0,9800.0,5.0
58928327,475020,5717,0,18,2,1.0,13000.0,True,5717,2,5,85,-1,,1.0,0.0,12354.0,False,6.0,8536.0,5.0,9239.0,5.0,13486.0,5.0,9596.0,5.0,11254.0,5.0,3635.0,5.0,13284.0,5.0,3969.0,5.0,8399.0,5.0,5272.0,5.0,9958.0,5.0,3612.0,5.0,9136.0,5.0,4094.0,5.0
58968946,475020,5154,0,19,0,1.0,19000.0,True,5154,0,5,108,-1,,0.0,1.0,5717.0,False,5.0,12354.0,6.0,8536.0,5.0,9239.0,5.0,13486.0,5.0,9596.0,5.0,11254.0,5.0,3635.0,5.0,13284.0,5.0,3969.0,5.0,8399.0,5.0,5272.0,5.0,9958.0,5.0,3612.0,5.0,9136.0,5.0
58985493,475020,4984,0,20,1,1.0,28000.0,True,4984,1,5,85,-1,,0.5,0.5,5154.0,False,5.0,5717.0,5.0,12354.0,6.0,8536.0,5.0,9239.0,5.0,13486.0,5.0,9596.0,5.0,11254.0,5.0,3635.0,5.0,13284.0,5.0,3969.0,5.0,8399.0,5.0,5272.0,5.0,9958.0,5.0,3612.0,5.0
59029024,475020,13460,0,21,1,0.0,5000.0,True,13460,0,5,73,-1,,,,4984.0,False,5.0,5154.0,5.0,5717.0,5.0,12354.0,6.0,8536.0,5.0,9239.0,5.0,13486.0,5.0,9596.0,5.0,11254.0,5.0,3635.0,5.0,13284.0,5.0,3969.0,5.0,8399.0,5.0,5272.0,5.0,9958.0,5.0
59064675,475020,4995,0,22,3,1.0,25000.0,True,4995,3,5,172,-1,,1.0,0.0,13460.0,False,5.0,4984.0,5.0,5154.0,5.0,5717.0,5.0,12354.0,6.0,8536.0,5.0,9239.0,5.0,13486.0,5.0,9596.0,5.0,11254.0,5.0,3635.0,5.0,13284.0,5.0,3969.0,5.0,8399.0,5.0,5272.0,5.0
59115494,475020,4475,0,23,0,1.0,16000.0,True,4475,0,5,181,-1,,,,4995.0,False,5.0,13460.0,5.0,4984.0,5.0,5154.0,5.0,5717.0,5.0,12354.0,6.0,8536.0,5.0,9239.0,5.0,13486.0,5.0,9596.0,5.0,11254.0,5.0,3635.0,5.0,13284.0,5.0,3969.0,5.0,8399.0,5.0
61800329,475020,3182,0,24,0,0.0,28000.0,True,3180,3,4,157 83 29,-1,,1.0,-1.0,4475.0,False,5.0,4995.0,5.0,13460.0,5.0,4984.0,5.0,5154.0,5.0,5717.0,5.0,12354.0,6.0,8536.0,5.0,9239.0,5.0,13486.0,5.0,9596.0,5.0,11254.0,5.0,3635.0,5.0,13284.0,5.0,3969.0,5.0
61800329,475020,3180,0,24,0,0.0,28000.0,True,3180,1,4,161 83 29,-1,,0.0,0.0,3182.0,False,4.0,4475.0,5.0,4995.0,5.0,13460.0,5.0,4984.0,5.0,5154.0,5.0,5717.0,5.0,12354.0,6.0,8536.0,5.0,9239.0,5.0,13486.0,5.0,9596.0,5.0,11254.0,5.0,3635.0,5.0,13284.0,5.0
61800329,475020,3181,0,24,0,0.0,28000.0,True,3180,2,4,136 83 29,-1,,0.0,0.0,3180.0,False,4.0,3182.0,4.0,4475.0,5.0,4995.0,5.0,13460.0,5.0,4984.0,5.0,5154.0,5.0,5717.0,5.0,12354.0,6.0,8536.0,5.0,9239.0,5.0,13486.0,5.0,9596.0,5.0,11254.0,5.0,3635.0,5.0
62002555,475020,2772,0,25,2,1.0,2000.0,True,2770,2,4,157 171 81,-1,,,,3181.0,False,4.0,3180.0,4.0,3182.0,4.0,4475.0,5.0,4995.0,5.0,13460.0,5.0,4984.0,5.0,5154.0,5.0,5717.0,5.0,12354.0,6.0,8536.0,5.0,9239.0,5.0,13486.0,5.0,9596.0,5.0,11254.0,5.0
62002555,475020,2771,0,25,2,1.0,2000.0,True,2770,2,4,136 171 81,-1,,,,2772.0,False,4.0,3181.0,4.0,3180.0,4.0,3182.0,4.0,4475.0,5.0,4995.0,5.0,13460.0,5.0,4984.0,5.0,5154.0,5.0,5717.0,5.0,12354.0,6.0,8536.0,5.0,9239.0,5.0,13486.0,5.0,9596.0,5.0
62002555,475020,2770,0,25,0,1.0,2000.0,True,2770,0,4,74 171 81,-1,,,,2771.0,False,4.0,2772.0,4.0,3181.0,4.0,3180.0,4.0,3182.0,4.0,4475.0,5.0,4995.0,5.0,13460.0,5.0,4984.0,5.0,5154.0,5.0,5717.0,5.0,12354.0,6.0,8536.0,5.0,9239.0,5.0,13486.0,5.0
62283627,475020,2593,0,26,3,1.0,23333.0,True,2593,3,4,136 103 102,-1,,0.5,0.5,2770.0,False,4.0,2771.0,4.0,2772.0,4.0,3181.0,4.0,3180.0,4.0,3182.0,4.0,4475.0,5.0,4995.0,5.0,13460.0,5.0,4984.0,5.0,5154.0,5.0,5717.0,5.0,12354.0,6.0,8536.0,5.0,9239.0,5.0
62283627,475020,2594,0,26,2,1.0,23333.0,True,2593,2,4,161 103 102,-1,,0.25,0.75,2593.0,False,4.0,2770.0,4.0,2771.0,4.0,2772.0,4.0,3181.0,4.0,3180.0,4.0,3182.0,4.0,4475.0,5.0,4995.0,5.0,13460.0,5.0,4984.0,5.0,5154.0,5.0,5717.0,5.0,12354.0,6.0,8536.0,5.0
62283627,475020,2595,0,26,1,0.0,23333.0,True,2593,0,4,82 103 102,-1,,0.5,-0.5,2594.0,False,4.0,2593.0,4.0,2770.0,4.0,2771.0,4.0,2772.0,4.0,3181.0,4.0,3180.0,4.0,3182.0,4.0,4475.0,5.0,4995.0,5.0,13460.0,5.0,4984.0,5.0,5154.0,5.0,5717.0,5.0,12354.0,6.0
62561003,475020,10718,0,27,1,0.0,41666.0,True,10716,2,4,82 81 3,-1,,,,2595.0,False,4.0,2594.0,4.0,2593.0,4.0,2770.0,4.0,2771.0,4.0,2772.0,4.0,3181.0,4.0,3180.0,4.0,3182.0,4.0,4475.0,5.0,4995.0,5.0,13460.0,5.0,4984.0,5.0,5154.0,5.0,5717.0,5.0
62561003,475020,10717,0,27,0,0.0,41666.0,True,10716,3,4,136 81 3,-1,,,,10718.0,False,4.0,2595.0,4.0,2594.0,4.0,2593.0,4.0,2770.0,4.0,2771.0,4.0,2772.0,4.0,3181.0,4.0,3180.0,4.0,3182.0,4.0,4475.0,5.0,4995.0,5.0,13460.0,5.0,4984.0,5.0,5154.0,5.0
62561003,475020,10716,0,27,0,1.0,41666.0,True,10716,0,4,74 81 3,-1,,,,10717.0,False,4.0,10718.0,4.0,2595.0,4.0,2594.0,4.0,2593.0,4.0,2770.0,4.0,2771.0,4.0,2772.0,4.0,3181.0,4.0,3180.0,4.0,3182.0,4.0,4475.0,5.0,4995.0,5.0,13460.0,5.0,4984.0,5.0
62851731,475020,10730,0,28,0,1.0,35333.0,True,10728,0,4,136 81 3,-1,,,,10716.0,False,4.0,10717.0,4.0,10718.0,4.0,2595.0,4.0,2594.0,4.0,2593.0,4.0,2770.0,4.0,2771.0,4.0,2772.0,4.0,3181.0,4.0,3180.0,4.0,3182.0,4.0,4475.0,5.0,4995.0,5.0,13460.0,5.0
62851731,475020,10728,0,28,3,1.0,35333.0,True,10728,3,4,74 81 3,-1,,,,10730.0,False,4.0,10716.0,4.0,10717.0,4.0,10718.0,4.0,2595.0,4.0,2594.0,4.0,2593.0,4.0,2770.0,4.0,2771.0,4.0,2772.0,4.0,3181.0,4.0,3180.0,4.0,3182.0,4.0,4475.0,5.0,4995.0,5.0
62851731,475020,10729,0,28,0,0.0,35333.0,True,10728,3,4,136 81 3,-1,,,,10728.0,False,4.0,10730.0,4.0,10716.0,4.0,10717.0,4.0,10718.0,4.0,2595.0,4.0,2594.0,4.0,2593.0,4.0,2770.0,4.0,2771.0,4.0,2772.0,4.0,3181.0,4.0,3180.0,4.0,3182.0,4.0,4475.0,5.0
63003644,475020,10422,0,29,0,1.0,41000.0,True,10422,0,1,131 149 92,-1,,,,10729.0,False,4.0,10728.0,4.0,10730.0,4.0,10716.0,4.0,10717.0,4.0,10718.0,4.0,2595.0,4.0,2594.0,4.0,2593.0,4.0,2770.0,4.0,2771.0,4.0,2772.0,4.0,3181.0,4.0,3180.0,4.0,3182.0,4.0
63072576,475020,10431,0,30,2,1.0,33000.0,True,10431,2,1,131 104 29,-1,,,,10422.0,False,1.0,10729.0,4.0,10728.0,4.0,10730.0,4.0,10716.0,4.0,10717.0,4.0,10718.0,4.0,2595.0,4.0,2594.0,4.0,2593.0,4.0,2770.0,4.0,2771.0,4.0,2772.0,4.0,3181.0,4.0,3180.0,4.0
63137330,475020,58,0,31,3,0.0,28000.0,True,58,0,1,10 164 92,-1,,0.5,-0.5,10431.0,False,1.0,10422.0,1.0,10729.0,4.0,10728.0,4.0,10730.0,4.0,10716.0,4.0,10717.0,4.0,10718.0,4.0,2595.0,4.0,2594.0,4.0,2593.0,4.0,2770.0,4.0,2771.0,4.0,2772.0,4.0,3181.0,4.0
63199653,475020,10387,0,32,1,0.0,33000.0,True,10387,3,1,131 99 81,-1,,,,58.0,False,1.0,10431.0,1.0,10422.0,1.0,10729.0,4.0,10728.0,4.0,10730.0,4.0,10716.0,4.0,10717.0,4.0,10718.0,4.0,2595.0,4.0,2594.0,4.0,2593.0,4.0,2770.0,4.0,2771.0,4.0,2772.0,4.0
63280418,475020,7898,0,33,2,1.0,27000.0,True,7898,2,1,131 99 29,-1,,0.6666666666666666,0.33333333333333337,10387.0,False,1.0,58.0,1.0,10431.0,1.0,10422.0,1.0,10729.0,4.0,10728.0,4.0,10730.0,4.0,10716.0,4.0,10717.0,4.0,10718.0,4.0,2595.0,4.0,2594.0,4.0,2593.0,4.0,2770.0,4.0,2771.0,4.0
63374265,475020,7903,0,34,3,0.0,38000.0,True,7903,1,1,10 94 92,-1,,0.5,-0.5,7898.0,False,1.0,10387.0,1.0,58.0,1.0,10431.0,1.0,10422.0,1.0,10729.0,4.0,10728.0,4.0,10730.0,4.0,10716.0,4.0,10717.0,4.0,10718.0,4.0,2595.0,4.0,2594.0,4.0,2593.0,4.0,2770.0,4.0
63769541,475020,6894,0,35,0,1.0,31000.0,True,6892,0,6,8 162,-1,,1.0,0.0,7903.0,False,1.0,7898.0,1.0,10387.0,1.0,58.0,1.0,10431.0,1.0,10422.0,1.0,10729.0,4.0,10728.0,4.0,10730.0,4.0,10716.0,4.0,10717.0,4.0,10718.0,4.0,2595.0,4.0,2594.0,4.0,2593.0,4.0
63769541,475020,6892,0,35,0,1.0,31000.0,True,6892,0,6,79 162,-1,,0.0,1.0,6894.0,False,6.0,7903.0,1.0,7898.0,1.0,10387.0,1.0,58.0,1.0,10431.0,1.0,10422.0,1.0,10729.0,4.0,10728.0,4.0,10730.0,4.0,10716.0,4.0,10717.0,4.0,10718.0,4.0,2595.0,4.0,2594.0,4.0
63769541,475020,6895,0,35,1,1.0,31000.0,True,6892,1,6,27 162,-1,,0.0,1.0,6892.0,False,6.0,6894.0,6.0,7903.0,1.0,7898.0,1.0,10387.0,1.0,58.0,1.0,10431.0,1.0,10422.0,1.0,10729.0,4.0,10728.0,4.0,10730.0,4.0,10716.0,4.0,10717.0,4.0,10718.0,4.0,2595.0,4.0
63769541,475020,6893,0,35,0,0.0,31000.0,True,6892,2,6,52 162,-1,,1.0,-1.0,6895.0,False,6.0,6892.0,6.0,6894.0,6.0,7903.0,1.0,7898.0,1.0,10387.0,1.0,58.0,1.0,10431.0,1.0,10422.0,1.0,10729.0,4.0,10728.0,4.0,10730.0,4.0,10716.0,4.0,10717.0,4.0,10718.0,4.0
64038395,475020,10754,0,36,2,1.0,53500.0,True,10751,2,6,1,-1,,,,6893.0,False,6.0,6895.0,6.0,6892.0,6.0,6894.0,6.0,7903.0,1.0,7898.0,1.0,10387.0,1.0,58.0,1.0,10431.0,1.0,10422.0,1.0,10729.0,4.0,10728.0,4.0,10730.0,4.0,10716.0,4.0,10717.0,4.0
64038395,475020,10753,0,36,2,0.0,53500.0,True,10751,3,6,147,-1,,,,10754.0,False,6.0,6893.0,6.0,6895.0,6.0,6892.0,6.0,6894.0,6.0,7903.0,1.0,7898.0,1.0,10387.0,1.0,58.0,1.0,10431.0,1.0,10422.0,1.0,10729.0,4.0,10728.0,4.0,10730.0,4.0,10716.0,4.0
64038395,475020,10751,0,36,0,1.0,53500.0,True,10751,0,6,27,-1,,,,10753.0,False,6.0,10754.0,6.0,6893.0,6.0,6895.0,6.0,6892.0,6.0,6894.0,6.0,7903.0,1.0,7898.0,1.0,10387.0,1.0,58.0,1.0,10431.0,1.0,10422.0,1.0,10729.0,4.0,10728.0,4.0,10730.0,4.0
64038395,475020,10752,0,36,3,1.0,53500.0,True,10751,3,6,53,-1,,,,10751.0,False,6.0,10753.0,6.0,10754.0,6.0,6893.0,6.0,6895.0,6.0,6892.0,6.0,6894.0,6.0,7903.0,1.0,7898.0,1.0,10387.0,1.0,58.0,1.0,10431.0,1.0,10422.0,1.0,10729.0,4.0,10728.0,4.0
64224585,475020,10920,0,37,0,1.0,52000.0,True,10919,0,6,14,-1,,,,10752.0,False,6.0,10751.0,6.0,10753.0,6.0,10754.0,6.0,6893.0,6.0,6895.0,6.0,6892.0,6.0,6894.0,6.0,7903.0,1.0,7898.0,1.0,10387.0,1.0,58.0,1.0,10431.0,1.0,10422.0,1.0,10729.0,4.0
64224585,475020,10922,0,37,1,0.0,52000.0,True,10919,0,6,27,-1,,,,10920.0,False,6.0,10752.0,6.0,10751.0,6.0,10753.0,6.0,10754.0,6.0,6893.0,6.0,6895.0,6.0,6892.0,6.0,6894.0,6.0,7903.0,1.0,7898.0,1.0,10387.0,1.0,58.0,1.0,10431.0,1.0,10422.0,1.0
64224585,475020,10919,0,37,3,1.0,52000.0,True,10919,3,6,7,-1,,,,10922.0,False,6.0,10920.0,6.0,10752.0,6.0,10751.0,6.0,10753.0,6.0,10754.0,6.0,6893.0,6.0,6895.0,6.0,6892.0,6.0,6894.0,6.0,7903.0,1.0,7898.0,1.0,10387.0,1.0,58.0,1.0,10431.0,1.0
64224585,475020,10921,0,37,0,0.0,52000.0,True,10919,1,6,73,-1,,,,10919.0,False,6.0,10922.0,6.0,10920.0,6.0,10752.0,6.0,10751.0,6.0,10753.0,6.0,10754.0,6.0,6893.0,6.0,6895.0,6.0,6892.0,6.0,6894.0,6.0,7903.0,1.0,7898.0,1.0,10387.0,1.0,58.0,1.0
64552436,475020,6772,0,38,2,0.0,33250.0,True,6769,0,6,79,-1,,0.6666666666666666,-0.6666666666666666,10921.0,False,6.0,10919.0,6.0,10922.0,6.0,10920.0,6.0,10752.0,6.0,10751.0,6.0,10753.0,6.0,10754.0,6.0,6893.0,6.0,6895.0,6.0,6892.0,6.0,6894.0,6.0,7903.0,1.0,7898.0,1.0,10387.0,1.0
64552436,475020,6770,0,38,2,1.0,33250.0,True,6769,2,6,7,-1,,1.0,0.0,6772.0,False,6.0,10921.0,6.0,10919.0,6.0,10922.0,6.0,10920.0,6.0,10752.0,6.0,10751.0,6.0,10753.0,6.0,10754.0,6.0,6893.0,6.0,6895.0,6.0,6892.0,6.0,6894.0,6.0,7903.0,1.0,7898.0,1.0
64552436,475020,6771,0,38,1,1.0,33250.0,True,6769,1,6,27,-1,,0.6666666666666666,0.33333333333333337,6770.0,False,6.0,6772.0,6.0,10921.0,6.0,10919.0,6.0,10922.0,6.0,10920.0,6.0,10752.0,6.0,10751.0,6.0,10753.0,6.0,10754.0,6.0,6893.0,6.0,6895.0,6.0,6892.0,6.0,6894.0,6.0,7903.0,1.0
64552436,475020,6769,0,38,0,1.0,33250.0,True,6769,0,6,173,-1,,0.6666666666666666,0.33333333333333337,6771.0,False,6.0,6770.0,6.0,6772.0,6.0,10921.0,6.0,10919.0,6.0,10922.0,6.0,10920.0,6.0,10752.0,6.0,10751.0,6.0,10753.0,6.0,10754.0,6.0,6893.0,6.0,6895.0,6.0,6892.0,6.0,6894.0,6.0
67907596,475020,10881,0,40,2,1.0,56000.0,True,10879,2,6,64,-1,,,,6769.0,False,6.0,6771.0,6.0,6770.0,6.0,6772.0,6.0,10921.0,6.0,10919.0,6.0,10922.0,6.0,10920.0,6.0,10752.0,6.0,10751.0,6.0,10753.0,6.0,10754.0,6.0,6893.0,6.0,6895.0,6.0,6892.0,6.0
67907596,475020,10879,0,40,1,1.0,56000.0,True,10879,1,6,14,-1,,,,10881.0,False,6.0,6769.0,6.0,6771.0,6.0,6770.0,6.0,6772.0,6.0,10921.0,6.0,10919.0,6.0,10922.0,6.0,10920.0,6.0,10752.0,6.0,10751.0,6.0,10753.0,6.0,10754.0,6.0,6893.0,6.0,6895.0,6.0
67907596,475020,10882,0,40,1,0.0,56000.0,True,10879,3,6,179,-1,,,,10879.0,False,6.0,10881.0,6.0,6769.0,6.0,6771.0,6.0,6770.0,6.0,6772.0,6.0,10921.0,6.0,10919.0,6.0,10922.0,6.0,10920.0,6.0,10752.0,6.0,10751.0,6.0,10753.0,6.0,10754.0,6.0,6893.0,6.0
67907596,475020,10880,0,40,0,1.0,56000.0,True,10879,0,6,27,-1,,,,10882.0,False,6.0,10879.0,6.0,10881.0,6.0,6769.0,6.0,6771.0,6.0,6770.0,6.0,6772.0,6.0,10921.0,6.0,10919.0,6.0,10922.0,6.0,10920.0,6.0,10752.0,6.0,10751.0,6.0,10753.0,6.0,10754.0,6.0
68120875,475020,6875,0,41,2,0.0,44250.0,True,6873,1,6,170 162,-1,,0.0,0.0,10880.0,False,6.0,10882.0,6.0,10879.0,6.0,10881.0,6.0,6769.0,6.0,6771.0,6.0,6770.0,6.0,6772.0,6.0,10921.0,6.0,10919.0,6.0,10922.0,6.0,10920.0,6.0,10752.0,6.0,10751.0,6.0,10753.0,6.0
68120875,475020,6876,0,41,2,0.0,44250.0,True,6873,0,6,1 162,-1,,0.5,-0.5,6875.0,False,6.0,10880.0,6.0,10882.0,6.0,10879.0,6.0,10881.0,6.0,6769.0,6.0,6771.0,6.0,6770.0,6.0,6772.0,6.0,10921.0,6.0,10919.0,6.0,10922.0,6.0,10920.0,6.0,10752.0,6.0,10751.0,6.0
68120875,475020,6873,0,41,0,0.0,44250.0,True,6873,3,6,27 162,-1,,0.5,-0.5,6876.0,False,6.0,6875.0,6.0,10880.0,6.0,10882.0,6.0,10879.0,6.0,10881.0,6.0,6769.0,6.0,6771.0,6.0,6770.0,6.0,6772.0,6.0,10921.0,6.0,10919.0,6.0,10922.0,6.0,10920.0,6.0,10752.0,6.0
68120875,475020,6874,0,41,3,1.0,44250.0,True,6873,3,6,23 162,-1,,1.0,0.0,6873.0,False,6.0,6876.0,6.0,6875.0,6.0,10880.0,6.0,10882.0,6.0,10879.0,6.0,10881.0,6.0,6769.0,6.0,6771.0,6.0,6770.0,6.0,6772.0,6.0,10921.0,6.0,10919.0,6.0,10922.0,6.0,10920.0,6.0
68433221,475020,10040,0,42,0,0.0,37750.0,True,10038,1,6,53,-1,,,,6874.0,False,6.0,6873.0,6.0,6876.0,6.0,6875.0,6.0,10880.0,6.0,10882.0,6.0,10879.0,6.0,10881.0,6.0,6769.0,6.0,6771.0,6.0,6770.0,6.0,6772.0,6.0,10921.0,6.0,10919.0,6.0,10922.0,6.0
68433221,475020,10041,0,42,3,0.0,37750.0,True,10038,0,6,27,-1,,,,10040.0,False,6.0,6874.0,6.0,6873.0,6.0,6876.0,6.0,6875.0,6.0,10880.0,6.0,10882.0,6.0,10879.0,6.0,10881.0,6.0,6769.0,6.0,6771.0,6.0,6770.0,6.0,6772.0,6.0,10921.0,6.0,10919.0,6.0
68433221,475020,10038,0,42,2,1.0,37750.0,True,10038,2,6,89,-1,,,,10041.0,False,6.0,10040.0,6.0,6874.0,6.0,6873.0,6.0,6876.0,6.0,6875.0,6.0,10880.0,6.0,10882.0,6.0,10879.0,6.0,10881.0,6.0,6769.0,6.0,6771.0,6.0,6770.0,6.0,6772.0,6.0,10921.0,6.0
