timestamp,user_id,content_id,content_type_id,task_container_id,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,bundle_id,correct_answer,part,tag,tags1,tags2,count_enc_user_id,target_enc_user_id,user_count_bin,count_enc_content_id,target_enc_content_id,content_rate_sum_user_id,content_rate_mean_user_id,content_level_user_id,diff_content_level_target_enc_user_id,diff_rate_mean_target_emc_user_id,prior_question_elapsed_time_bin,shiftdiff_timestamp_by_user_id,shiftdiff_content_id_by_user_id,mean_prior_question_elapsed_time_by_user_id,diff_mean_prior_question_elapsed_time_by_user_id,user_rate_sum_content_id,user_rate_mean_content_id,user_level_content_id,diff_user_level_target_enc_content_id,diff_rate_mean_target_emc_content_id,mean_content_level_user_id_by_user_id,diff_mean_content_level_user_id_by_user_id,user_rate_sum_part_2,user_rate_mean_part_2,diff_rate_mean_target_enc_part_2,user_rate_sum_part_5,user_rate_mean_part_5,diff_rate_mean_target_enc_part_5,previous_answer_content_id,previous_answer_index_content_id,mean_prior_question_elapsed_time_by_content_id,diff_mean_prior_question_elapsed_time_by_content_id,count_enc_part,target_enc_part,count_enc_prior_question_had_explanation,target_enc_prior_question_had_explanation,count_enc_tags1,target_enc_tags1,count_enc_tags2,target_enc_tags2,"count_enc_['user_id', 'prior_question_had_explanation']","target_enc_['user_id', 'prior_question_had_explanation']","count_enc_['user_id', 'part']","target_enc_['user_id', 'part']","count_enc_['content_id', 'prior_question_had_explanation']","target_enc_['content_id', 'prior_question_had_explanation']",count_enc_user_count_bin,target_enc_user_count_bin,user_rate_sum_user_count_bin_0,user_rate_mean_user_count_bin_0,diff_rate_mean_target_enc_user_count_bin_0,"count_enc_['user_id', 'user_count_bin']","target_enc_['user_id', 'user_count_bin']","count_enc_['content_id', 'user_count_bin']","target_enc_['content_id', 'user_count_bin']","count_enc_['prior_question_had_explanation', 'user_count_bin']","target_enc_['prior_question_had_explanation', 'user_count_bin']","count_enc_['part', 'prior_question_elapsed_time_bin']","target_enc_['part', 'prior_question_elapsed_time_bin']"
269785,24600,2947,0,6,0.0,22000.0,0,2946,1,4,-1,74,67,10,0.4,0,0,,0.0,,0.4,0.0,,5,50431,-416,19599.9,2400.0996,0.0,,,,,0.55447334,-0.15447333,0.0,,,0.0,,,-99,-99,,,3,0.0,9,0.33333334,1,0.0,0,,9,0.33333334,3,0.0,0,,10,0.4,0.0,,,10,0.4,0,,9,0.33333334,3,0.0
269785,24600,2946,0,6,0.0,22000.0,0,2946,3,4,-1,136,67,11,0.36363637,0,0,,0.0,,0.36363637,0.0,,5,0,-1,19818.092,2181.9082,0.0,,,,,0.5385703,-0.17493391,0.0,,,0.0,,,-99,-99,,,4,0.0,10,0.3,4,0.25,1,0.0,10,0.3,4,0.0,0,,11,0.36363637,0.0,,,11,0.36363637,0,,10,0.3,4,0.0
269785,24600,2948,0,6,0.0,22000.0,0,2946,0,4,-1,136,67,12,0.33333334,0,0,,0.0,,0.33333334,0.0,,5,0,2,19999.916,2000.084,0.0,,,,,0.52278286,-0.18944952,0.0,,,0.0,,,-99,-99,,,5,0.0,11,0.27272728,5,0.2,2,0.0,11,0.27272728,5,0.0,0,,12,0.33333334,0.0,,,12,0.33333334,0,,11,0.27272728,5,0.0
333047,24600,2595,0,7,0.0,15333.0,0,2593,0,4,-1,82,103,13,0.30769232,0,0,,0.0,,0.30769232,0.0,,4,63262,-353,20153.77,-4820.7695,0.0,,,,,0.5074192,-0.19972691,0.0,,,0.0,,,-99,-99,,,6,0.0,12,0.25,0,,3,0.0,12,0.25,6,0.0,0,,13,0.30769232,0.0,,,13,0.30769232,0,,12,0.25,0,
333047,24600,2594,0,7,0.0,15333.0,0,2593,2,4,-1,161,103,14,0.2857143,0,0,,0.0,,0.2857143,0.0,,4,0,-1,19809.428,-4476.4277,0.0,,,,,0.49263892,-0.20692462,0.0,,,0.0,,,-99,-99,,,7,0.0,13,0.23076923,0,,4,0.0,13,0.23076923,7,0.0,0,,14,0.2857143,0.0,,,14,0.2857143,0,,13,0.23076923,1,0.0
333047,24600,2593,0,7,0.0,15333.0,0,2593,3,4,-1,136,103,15,0.26666668,0,0,,0.0,,0.26666668,0.0,,4,0,-1,19511.0,-4178.0,0.0,,,,,0.47851565,-0.21184897,0.0,,,0.0,,,-99,-99,,,8,0.0,14,0.21428572,6,0.16666667,5,0.0,14,0.21428572,8,0.0,0,,15,0.26666668,0.0,,,15,0.26666668,0,,14,0.21428572,2,0.0
345372,24600,4492,0,8,0.0,19000.0,0,4492,2,5,-1,80,-1,16,0.25,0,0,,0.0,,0.25,0.0,,4,12325,1899,19249.875,-249.875,0.0,,,,,0.46507356,-0.21507356,0.0,,,0.0,,,-99,-99,,,0,,15,0.2,0,,0,,15,0.2,0,,0,,16,0.25,0.0,,,16,0.25,0,,15,0.2,0,
356521,24600,4120,0,9,0.0,10000.0,0,4120,0,5,-1,123,-1,17,0.23529412,0,0,,0.0,,0.23529412,0.0,,2,11149,-372,19235.176,-9235.176,0.0,,,,,0.45230803,-0.21701391,0.0,,,0.0,,,-99,-99,,,1,0.0,16,0.1875,0,,1,0.0,16,0.1875,1,0.0,0,,17,0.23529412,0.0,,,17,0.23529412,0,,16,0.1875,0,
365712,24600,4696,0,10,1.0,9000.0,0,4696,0,5,-1,133,-1,18,0.22222222,0,0,,0.0,,0.22222222,0.0,,2,9191,576,18722.111,-9722.111,0.0,,,,,0.44019824,-0.21797602,0.0,,,0.0,,,-99,-99,,,2,0.0,17,0.1764706,0,,2,0.0,17,0.1764706,2,0.0,0,,18,0.22222222,0.0,,,18,0.22222222,0,,17,0.1764706,1,0.0
382772,24600,6116,0,11,0.0,7000.0,0,6116,3,5,-1,23,-1,19,0.2631579,0,0,,0.0,,0.2631579,0.0,,2,17060,1420,18210.422,-11210.422,0.0,,,,,0.43134624,-0.16818833,0.0,,,0.0,,,-99,-99,,,3,0.33333334,18,0.22222222,0,,3,0.33333334,18,0.22222222,3,0.33333334,0,,19,0.2631579,0.0,,,19,0.2631579,0,,18,0.22222222,2,0.5
392297,24600,6173,0,12,0.0,15000.0,0,6173,2,5,-1,151,-1,20,0.25,0,0,,0.0,,0.25,0.0,,3,9525,57,17649.9,-2649.9004,0.0,,,,,0.4227107,-0.17271069,0.0,,,0.0,,,-99,-99,,,4,0.25,19,0.21052632,0,,4,0.25,19,0.21052632,4,0.25,0,,20,0.25,0.0,,,20,0.25,0,,19,0.21052632,0,
436800,24600,6370,0,13,0.0,8000.0,0,6370,2,5,-1,79,-1,21,0.23809524,0,0,,0.0,,0.23809524,0.0,,2,44503,197,17523.715,-9523.715,0.0,,,,,0.41431907,-0.17622383,0.0,,,0.0,,,-99,-99,,,5,0.2,20,0.2,0,,5,0.2,20,0.2,5,0.2,0,,21,0.23809524,0.0,,,21,0.23809524,0,,20,0.2,3,0.33333334
578220,24600,6880,0,14,0.0,42000.0,0,6877,0,6,-1,73,-1,22,0.22727273,0,0,,0.0,,0.22727273,0.0,,6,141420,510,17090.818,24909.182,0.0,,,,,0.40618664,-0.1789139,0.0,,,0.0,,,-99,-99,,,0,,21,0.1904762,0,,6,0.16666667,21,0.1904762,0,,0,,22,0.22727273,0.0,,,22,0.22727273,0,,21,0.1904762,0,
578220,24600,6877,0,14,0.0,42000.0,0,6877,2,6,-1,96,-1,23,0.2173913,0,0,,0.0,,0.2173913,0.0,,6,0,-3,18173.826,23826.174,0.0,,,,,0.39832017,-0.18092887,0.0,,,0.0,,,-99,-99,,,1,0.0,22,0.18181819,0,,7,0.14285715,22,0.18181819,1,0.0,0,,23,0.2173913,0.0,,,23,0.2173913,0,,22,0.18181819,1,0.0
578220,24600,6878,0,14,0.0,42000.0,0,6877,1,6,-1,65,-1,24,0.20833333,0,0,,0.0,,0.20833333,0.0,,6,0,1,19166.584,22833.416,0.0,,,,,0.39072067,-0.18238734,0.0,,,0.0,,,-99,-99,,,2,0.0,23,0.17391305,0,,8,0.125,23,0.17391305,2,0.0,0,,24,0.20833333,0.0,,,24,0.20833333,0,,23,0.17391305,2,0.0
578220,24600,6879,0,14,0.0,42000.0,0,6877,2,6,-1,27,-1,25,0.2,0,0,,0.0,,0.2,0.0,,6,0,1,20079.92,21920.08,0.0,,,,,0.38338524,-0.18338524,0.0,,,0.0,,,-99,-99,,,3,0.0,24,0.16666667,0,,9,0.11111111,24,0.16666667,3,0.0,0,,25,0.2,0.0,,,25,0.2,0,,24,0.16666667,3,0.0
787980,24600,7217,0,15,1.0,34500.0,0,7216,2,7,-1,50,118,26,0.1923077,0,0,,0.0,,0.1923077,0.0,,6,209760,338,20923.0,13577.0,0.0,,,,,0.3763083,-0.1840006,0.0,,,0.0,,,-99,-99,,,0,,25,0.16,0,,0,,25,0.16,0,,0,,26,0.1923077,0.0,,,26,0.1923077,0,,25,0.16,0,
787980,24600,7219,0,15,0.0,34500.0,0,7216,2,7,-1,50,19,27,0.22222222,0,0,,0.0,,0.22222222,0.0,,6,0,2,21425.852,13074.148,0.0,,,,,0.37080523,-0.14858301,0.0,,,0.0,,,-99,-99,,,1,1.0,26,0.1923077,1,1.0,0,,26,0.1923077,1,1.0,0,,27,0.22222222,0.0,,,27,0.22222222,0,,26,0.1923077,1,1.0
787980,24600,7218,0,15,0.0,34500.0,0,7216,2,7,-1,50,18,28,0.21428572,0,0,,0.0,,0.21428572,0.0,,6,0,-1,21892.785,12607.215,0.0,,,,,0.365408,-0.15112229,0.0,,,0.0,,,-99,-99,,,2,0.5,27,0.18518518,2,0.5,0,,27,0.18518518,2,0.5,0,,28,0.21428572,0.0,,,28,0.21428572,0,,27,0.18518518,2,0.5
787980,24600,7216,0,15,0.0,34500.0,0,7216,3,7,-1,97,50,29,0.20689656,0,0,,0.0,,0.20689656,0.0,,6,0,-2,22327.518,12172.482,0.0,,,,,0.3601243,-0.15322773,0.0,,,0.0,,,-99,-99,,,3,0.33333334,28,0.17857143,0,,0,,28,0.17857143,3,0.33333334,0,,29,0.20689656,0.0,,,29,0.20689656,0,,28,0.17857143,3,0.33333334
890939,24600,4476,0,16,1.0,51250.0,0,4476,1,5,-1,23,-1,30,0.2,0,0,,0.0,,0.2,0.0,,7,102959,-2740,22733.268,28516.732,0.0,,,,,0.35495898,-0.15495898,0.0,,,0.0,,,-99,-99,,,6,0.16666667,29,0.1724138,1,0.0,10,0.1,29,0.1724138,6,0.16666667,0,,30,0.2,0.0,,,30,0.2,0,,29,0.1724138,0,
916976,24600,4981,0,17,1.0,19000.0,1,4981,0,5,-1,115,-1,31,0.22580644,1,0,,0.0,,0.22580644,0.0,,4,26037,505,23653.162,-4653.162,0.0,,,,,0.35092297,-0.12511653,0.0,,,0.0,,,-99,-99,,,7,0.2857143,0,,0,,11,0.18181819,0,,7,0.2857143,0,,0,,0.0,,,0,,0,,0,,1,0.0
936554,24600,6172,0,18,1.0,21000.0,1,6172,1,5,-1,134,-1,32,0.25,1,0,,0.0,,0.25,0.0,,5,19578,1191,23507.75,-2507.75,0.0,,,,,0.3478647,-0.09786469,0.0,,,0.0,,,-99,-99,,,8,0.375,1,1.0,0,,12,0.25,1,1.0,8,0.375,0,,1,1.0,0.0,,,1,1.0,0,,1,1.0,0,
956298,24600,9887,0,19,0.0,15000.0,1,9887,3,5,-1,1,-1,33,0.27272728,1,0,,0.0,,0.27272728,0.0,,3,19744,3715,23431.758,-8431.758,0.0,,,,,0.34565476,-0.072927475,0.0,,,0.0,,,-99,-99,,,9,0.44444445,2,1.0,0,,13,0.30769232,2,1.0,9,0.44444445,0,,2,1.0,0.0,,,2,1.0,0,,2,1.0,1,0.0
980786,24600,5028,0,20,1.0,12000.0,1,5028,1,5,-1,91,-1,34,0.2647059,1,0,,0.0,,0.2647059,0.0,,3,24488,-4859,23183.766,-11183.766,0.0,,,,,0.34334195,-0.07863605,0.0,,,0.0,,,-99,-99,,,10,0.4,3,0.6666667,0,,14,0.2857143,3,0.6666667,10,0.4,0,,3,0.6666667,0.0,,,3,0.6666667,0,,3,0.6666667,2,0.0
1014010,24600,4716,0,21,1.0,16000.0,1,4716,1,5,-1,109,-1,35,0.2857143,1,0,,0.0,,0.2857143,0.0,,4,33224,-312,22864.229,-6864.2285,0.0,,,,,0.34174117,-0.056026876,0.0,,,0.0,,,-99,-99,,,11,0.45454547,4,0.75,0,,15,0.33333334,4,0.75,11,0.45454547,0,,4,0.75,0.0,,,4,0.75,0,,4,0.75,2,0.5
1058119,24600,3719,0,22,0.0,10000.0,1,3719,3,5,-1,125,-1,36,0.30555555,1,0,,0.0,,0.30555555,0.0,,2,44109,-997,22673.555,-12673.555,0.0,,,,,0.34076318,-0.03520763,0.0,,,0.0,,,-99,-99,,,12,0.5,5,0.8,0,,16,0.375,5,0.8,12,0.5,0,,5,0.8,0.0,,,5,0.8,0,,5,0.8,4,0.25
1099651,24600,9821,0,23,0.0,13000.0,1,9821,3,5,-1,73,-1,37,0.2972973,1,0,,0.0,,0.2972973,0.0,,3,41532,6102,22331.027,-9331.027,0.0,,,,,0.33961934,-0.04232204,0.0,,,0.0,,,-99,-99,,,13,0.46153846,6,0.6666667,1,0.0,17,0.3529412,6,0.6666667,13,0.46153846,0,,6,0.6666667,0.0,,,6,0.6666667,0,,6,0.6666667,3,0.33333334
1161098,24600,4473,0,24,0.0,27000.0,1,4473,1,5,-1,132,-1,38,0.28947368,1,0,,0.0,,0.28947368,0.0,,6,61447,-5348,22085.475,4914.5254,0.0,,,,,0.33833355,-0.048859864,0.0,,,0.0,,,-99,-99,,,14,0.42857143,7,0.5714286,0,,18,0.33333334,7,0.5714286,14,0.42857143,0,,7,0.5714286,0.0,,,7,0.5714286,0,,7,0.5714286,0,
1201410,24600,4108,0,25,0.0,54000.0,1,4108,0,5,-1,23,-1,39,0.2820513,1,0,,0.0,,0.2820513,0.0,,7,40312,-365,22211.486,31788.514,0.0,,,,,0.3369265,-0.054875195,0.0,,,0.0,,,-99,-99,,,15,0.4,8,0.5,2,0.5,19,0.31578946,8,0.5,15,0.4,0,,8,0.5,0.0,,,8,0.5,0,,8,0.5,1,1.0
1326986,24600,646,0,26,1.0,29000.0,1,646,3,2,-1,69,17,40,0.275,1,0,,0.0,,0.275,0.0,,6,125576,-3462,23006.2,5993.801,0.0,,,,,0.33541608,-0.060416073,0.0,,,0.0,,,-99,-99,,,1,1.0,9,0.44444445,0,,0,,9,0.44444445,1,1.0,0,,9,0.44444445,0.0,,,9,0.44444445,0,,9,0.44444445,0,
1353977,24600,1067,0,27,1.0,30000.0,1,1067,1,2,-1,129,2,41,0.29268292,1,0,,0.0,,0.29268292,0.0,,6,26991,421,23152.39,6847.6094,0.0,,,,,0.3343986,-0.04171568,0.0,,,0.0,,,-99,-99,,,2,1.0,10,0.5,0,,0,,10,0.5,2,1.0,0,,10,0.5,0.0,,,10,0.5,0,,10,0.5,1,1.0
0,108310,3734,0,0,0.0,,-1,3734,3,5,-1,125,-1,0,,0,0,,0.0,,,,,255,0,0,,,0.0,,,,,,,,,,,,,-99,-99,,,16,0.375,1,1.0,1,0.0,20,0.3,0,,0,,0,,31,0.22580644,,,,0,,0,,1,1.0,0,
29719,108310,4276,0,1,1.0,12000.0,0,4276,1,5,-1,96,-1,1,0.0,0,0,,0.0,,0.0,0.0,,3,29719,542,,,0.0,,,,,0.0,0.0,0.0,,,0.0,,,-99,-99,,,17,0.3529412,30,0.2,1,0.0,21,0.2857143,0,,1,0.0,0,,32,0.21875,0.0,,,1,0.0,0,,30,0.2,4,0.25
47195,108310,3654,0,2,1.0,26000.0,0,3654,3,5,-1,55,-1,2,0.5,0,0,,0.0,,0.5,0.0,,6,17476,-622,6000.0,20000.0,0.0,,,,,0.16666667,0.3333333,0.0,,,0.0,,,-99,-99,,,18,0.3888889,31,0.22580644,0,,22,0.3181818,1,1.0,2,0.5,0,,33,0.24242425,0.0,,,2,0.5,0,,31,0.22580644,1,0.0
68016,108310,4026,0,3,0.0,15000.0,0,4026,3,5,-1,48,-1,3,0.6666667,0,0,,0.0,,0.6666667,0.0,,3,20821,372,12666.667,2333.333,0.0,,,,,0.2916667,0.375,0.0,,,0.0,,,-99,-99,,,19,0.42105263,32,0.25,0,,23,0.3478261,2,1.0,3,0.6666667,0,,34,0.2647059,0.0,,,3,0.6666667,0,,32,0.25,5,0.4
84946,108310,6435,0,4,0.0,18000.0,0,6435,2,5,-1,28,-1,4,0.5,0,0,,0.0,,0.5,0.0,,4,16930,2409,13250.0,4750.0,0.0,,,,,0.33333334,0.16666666,0.0,,,0.0,,,-99,-99,,,20,0.4,33,0.24242425,0,,24,0.33333334,3,0.6666667,4,0.5,0,,35,0.25714287,0.0,,,4,0.5,0,,33,0.24242425,3,0.6666667
95092,108310,6659,0,5,0.0,15000.0,0,6659,3,5,-1,53,-1,5,0.4,0,0,,0.0,,0.4,0.0,,3,10146,224,14200.0,800.0,0.0,,,,,0.34444448,0.055555522,0.0,,,0.0,,,-99,-99,,,21,0.3809524,34,0.23529412,0,,25,0.32,4,0.5,5,0.4,0,,36,0.25,0.0,,,5,0.4,0,,34,0.23529412,6,0.33333334
109184,108310,4554,0,6,1.0,8000.0,0,4554,1,5,-1,96,-1,6,0.33333334,0,0,,0.0,,0.33333334,0.0,,2,14092,-2105,14333.333,-6333.333,0.0,,,,,0.34285715,-0.009523809,0.0,,,0.0,,,-99,-99,,,22,0.36363637,35,0.22857143,2,0.5,26,0.30769232,5,0.4,6,0.33333334,0,,37,0.24324325,0.0,,,6,0.33333334,0,,35,0.22857143,5,0.2
214210,108310,4476,0,7,1.0,11000.0,0,4476,1,5,-1,23,-1,7,0.42857143,0,1,1.0,0.8,0.8,0.31428573,-0.11428571,0.37142858,3,105026,-78,13428.571,-2428.5713,0.0,,1.0,0.0,,0.33928573,-0.025000006,0.0,,,0.0,,,-99,-99,51250.0,-40250.0,23,0.39130434,36,0.25,3,0.33333334,27,0.33333334,6,0.5,7,0.42857143,1,1.0,38,0.2631579,0.0,,,7,0.42857143,1,1.0,36,0.25,7,0.2857143
229856,108310,6325,0,8,1.0,10000.0,1,6325,3,5,-1,53,-1,8,0.5,0,0,,0.0,,0.5,0.0,,2,15646,1849,13125.0,-3125.0,0.0,0.0,1.0,,,0.35714287,0.14285713,0.0,,,0.0,0.0,,-99,-99,,,24,0.41666666,11,0.54545456,1,0.0,28,0.35714287,0,,8,0.5,0,,39,0.2820513,0.0,0.0,,8,0.5,0,,0,,6,0.33333334
247057,108310,5001,0,9,1.0,8000.0,1,5001,1,5,-1,156,-1,9,0.5555556,0,0,,0.0,,0.5555556,0.0,,2,17201,-1324,12777.777,-4777.7773,0.0,0.0,1.0,,,0.37698415,0.17857143,0.0,,,0.0,0.0,,-99,-99,,,25,0.44,12,0.5833333,0,,29,0.37931034,1,1.0,9,0.5555556,0,,40,0.3,0.0,0.0,,9,0.5555556,0,,1,1.0,7,0.42857143
260493,108310,9446,0,10,1.0,9000.0,1,9446,1,5,-1,60,-1,10,0.6,0,0,,0.0,,0.6,0.0,,2,13436,4445,12300.0,-3300.0,0.0,0.0,1.0,,,0.3972583,0.20274171,0.0,,,0.0,0.0,,-99,-99,,,26,0.46153846,13,0.61538464,0,,30,0.4,2,1.0,10,0.6,0,,41,0.31707317,0.0,0.0,,10,0.6,0,,2,1.0,8,0.5
279543,108310,4491,0,11,1.0,6000.0,1,4491,3,5,-1,80,-1,11,0.6363636,0,0,,0.0,,0.6363636,0.0,,2,19050,-4955,12000.0,-6000.0,0.0,0.0,1.0,,,0.41718376,0.21917987,0.0,,,0.0,0.0,,-99,-99,,,27,0.4814815,14,0.64285713,1,0.0,31,0.41935483,3,1.0,11,0.6363636,0,,42,0.33333334,0.0,0.0,,11,0.6363636,0,,3,1.0,9,0.5555556
320094,108310,5708,0,12,0.0,12000.0,1,5708,2,5,-1,127,-1,12,0.6666667,0,0,,0.0,,0.6666667,0.0,,3,40551,1217,11500.0,500.0,0.0,0.0,1.0,,,0.43637472,0.23029196,0.0,,,0.0,0.0,,-99,-99,,,28,0.5,15,0.6666667,0,,32,0.4375,4,1.0,12,0.6666667,0,,43,0.3488372,0.0,0.0,,12,0.6666667,0,,4,1.0,8,0.375
342718,108310,4467,0,13,1.0,30000.0,1,4467,2,5,-1,49,-1,13,0.61538464,0,0,,0.0,,0.61538464,0.0,,6,22624,-1241,11538.462,18461.54,0.0,0.0,1.0,,,0.44916114,0.1662235,0.0,,,0.0,0.0,,-99,-99,,,29,0.4827586,16,0.625,0,,33,0.42424244,5,0.8,13,0.61538464,0,,44,0.3409091,0.0,0.0,,13,0.61538464,0,,5,0.8,2,0.5
360410,108310,9626,0,14,1.0,11000.0,1,9626,0,5,-1,53,-1,14,0.64285713,0,0,,0.0,,0.64285713,0.0,,3,17692,5159,12857.143,-1857.1426,0.0,0.0,1.0,,,0.46207422,0.18078291,0.0,,,0.0,0.0,,-99,-99,,,30,0.5,17,0.64705884,2,0.5,34,0.44117647,6,0.8333333,14,0.64285713,0,,45,0.35555556,0.0,0.0,,14,0.64285713,0,,6,0.8333333,9,0.33333334
380275,108310,3639,0,15,1.0,11000.0,1,3639,0,5,-1,75,-1,15,0.6666667,0,0,,0.0,,0.6666667,0.0,,3,19865,-5987,12733.333,-1733.333,0.0,0.0,1.0,,,0.47486123,0.19180545,0.0,,,0.0,0.0,,-99,-99,,,31,0.516129,18,0.6666667,0,,35,0.45714286,7,0.85714287,15,0.6666667,0,,46,0.36956522,0.0,0.0,,15,0.6666667,0,,7,0.85714287,10,0.4
400224,108310,5616,0,16,0.0,12000.0,1,5616,1,5,-1,15,-1,16,0.6875,0,0,,0.0,,0.6875,0.0,,3,19949,1977,12625.0,-625.0,0.0,0.0,1.0,,,0.48736942,0.20013058,0.0,,,0.0,0.0,,-99,-99,,,32,0.53125,19,0.68421054,0,,36,0.4722222,8,0.875,16,0.6875,0,,47,0.38297874,0.0,0.0,,16,0.6875,0,,8,0.875,11,0.45454547
