timestamp,user_id,content_id,content_type_id,task_container_id,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tag,target_enc_user_id,shiftdiff_timestamp_by_user_id,shiftdiff_timestamp_by_user_id_cap200k,study_time,count_enc_user_id,previous_5_ans,target_enc_content_id,past5_timestamp_vslast,past20_timestamp_vslast,elapsed_time_content_id,diff_shiftdiff_elapsed_time,mean_shiftdiff_timestamp_by_user_id_cap200k_by_user_id,diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_user_id,mean_study_time_by_user_id,diff_mean_study_time_by_user_id,user_rate_sum_part_2,user_rate_mean_part_2,diff_rate_mean_target_enc_part_2,user_rate_sum_part_5,user_rate_mean_part_5,diff_rate_mean_target_enc_part_5,previous_answer_index_content_id,previous_answer_content_id,qq_table2_mean,qq_table2_sum,qq_table2_max,qq_table2_min,qq_table2_last,content_rating,user_id_rating,rating_diff_content_user_id,prev_ans_te,mean_shiftdiff_timestamp_by_user_id_cap200k_by_content_id,diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_content_id,mean_study_time_by_content_id,diff_mean_study_time_by_content_id,"['user_id', 'part']_rating","rating_diff_content_['user_id', 'part']","mean_shiftdiff_timestamp_by_user_id_cap200k_by_['user_id', 'part']","diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_['user_id', 'part']","mean_study_time_by_['user_id', 'part']","diff_mean_study_time_by_['user_id', 'part']",mean_shiftdiff_timestamp_by_user_id_cap200k_by_part,diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_part,mean_study_time_by_part,diff_mean_study_time_by_part,target_enc_previous_5_ans,te_mean,te_max,te_min,te_std,te_peak
269785,24600,2947,0,6,0.0,22000.0,0,2947,2946,1,4,-1,0.4,50431,50431,28431,10,00001,,121184.0,,21650,28780,51648.273,-1217.2734,31821.182,-3390.1816,0.0,,,0.0,,,-99,-99,0.21429603,2.1429603,0.25885358,0.17105743,0.19786392,1653,1465,200,0.19918422,50431.0,0.0,28431.0,0.0,1459,194,65672.5,-15241.5,41922.75,-13491.75,65672.5,-15241.5,41922.75,-13491.75,,0.4,0.4,0.4,,0.0
269785,24600,2946,0,6,0.0,22000.0,0,2946,2946,3,4,-1,0.36363637,50431,50431,28431,11,80000,,50431.0,,21488,28942,51546.832,-1115.832,31538.666,-3107.666,0.0,,,0.0,,,-99,-99,0.19302617,2.1232877,0.22821866,0.14996454,0.14996454,1687,1458,243,0.19319542,50431.0,0.0,28431.0,0.0,1452,235,62624.2,-12193.199,39224.4,-10793.398,62624.2,-12193.199,39224.4,-10793.398,,0.36363637,0.36363637,0.36363637,,0.0
269785,24600,2948,0,6,0.0,22000.0,0,2948,2946,0,4,-1,0.33333334,50431,50431,28431,12,88000,,50431.0,,21425,29005,51461.0,-1030.0,31299.615,-2868.6152,0.0,,,0.0,,,-99,-99,0.20435426,2.452251,0.23493096,0.18008628,0.20040292,1705,1451,265,0.18010105,50431.0,0.0,28431.0,0.0,1445,260,60592.0,-10161.0,37425.5,-8994.5,60592.0,-10161.0,37425.5,-8994.5,,0.33333334,0.33333334,0.33333334,,0.0
333047,24600,2595,0,7,0.0,15333.0,0,2595,2593,0,4,-1,0.30769232,63262,63262,47929,13,00000,,113693.0,,20941,42320,52303.93,10958.07,32487.428,15441.572,0.0,,,0.0,,,-99,-99,0.45737293,5.945848,0.51869863,0.38572833,0.4460603,1501,1446,61,0.45589143,63262.0,0.0,47929.0,0.0,1439,62,60973.43,2288.5703,38926.0,9003.0,60973.43,2288.5703,38926.0,9003.0,,0.30769232,0.30769232,0.30769232,,0.0
333047,24600,2594,0,7,0.0,15333.0,0,2594,2593,2,4,-1,0.2857143,63262,63262,47929,14,80000,,63262.0,,20582,42679,53034.465,10227.535,33516.867,14412.133,0.0,,,0.0,,,-99,-99,0.3985946,5.580324,0.47614217,0.33101657,0.33101657,1616,1432,191,0.34525192,63262.0,0.0,47929.0,0.0,1426,190,61259.5,2002.5,40051.375,7877.625,61259.5,2002.5,40051.375,7877.625,0.0,0.14285715,0.2857143,0.0,0.20203051,0.2857143
333047,24600,2593,0,7,0.0,15333.0,0,2593,2593,3,4,-1,0.26666668,63262,63262,47929,15,88000,,63262.0,,20807,42454,53673.688,9588.3125,34417.625,13511.375,0.0,,,0.0,,,-99,-99,0.5342798,8.014197,0.6460855,0.44027779,0.4749567,1374,1424,-44,0.523287,63262.0,0.0,47929.0,0.0,1418,-44,61482.0,1780.0,40926.668,7002.332,61482.0,1780.0,40926.668,7002.332,0.0,0.13333334,0.26666668,0.0,0.18856183,0.26666668
345372,24600,4492,0,8,0.0,19000.0,0,4492,4492,2,5,-1,0.25,12325,12325,-6675,16,00000,,75587.0,,28184,-15859,51241.41,-38916.41,32000.412,-38675.414,0.0,,,0.0,,,-99,-99,0.42123634,6.7397814,0.48211896,0.3576825,0.3576825,1594,1406,183,0.31433916,12325.0,0.0,-6675.0,0.0,1500,94,12325.0,0.0,-6675.0,0.0,12325.0,0.0,-6675.0,0.0,0.0,0.125,0.25,0.0,0.17677669,0.25
356521,24600,4120,0,9,0.0,10000.0,0,4120,4120,0,5,-1,0.23529412,11149,11149,1149,17,00000,,23474.0,,20076,-8927,49014.055,-37865.055,30286.445,-29137.445,0.0,,,0.0,,,-99,-99,0.21724436,3.693154,0.26436502,0.19213282,0.21200196,1605,1398,205,0.19480865,11149.0,0.0,1149.0,0.0,1488,117,11737.0,-588.0,-2763.0,3912.0,11737.0,-588.0,-2763.0,3912.0,0.0,0.11764706,0.23529412,0.0,0.16637807,0.23529412
365712,24600,4696,0,10,1.0,9000.0,0,4696,4696,0,5,-1,0.22222222,9191,9191,191,18,00000,,32665.0,,17505,-8314,46918.105,-37727.105,28702.475,-28511.475,0.0,,,0.0,,,-99,-99,0.53606033,9.649085,0.5925383,0.49480206,0.5303482,1485,1390,89,0.5399386,9191.0,0.0,191.0,0.0,1477,8,10888.333,-1697.333,-1778.3334,1969.3334,10888.333,-1697.333,-1778.3334,1969.3334,0.0,0.11111111,0.22222222,0.0,0.15713485,0.22222222
382772,24600,6116,0,11,0.0,7000.0,0,6116,6116,3,5,-1,0.2631579,17060,17060,10060,19,10000,,49725.0,382772.0,14348,2711,45425.2,-28365.2,27770.35,-17710.35,0.0,,,0.0,,,-99,-99,0.18388234,3.4937644,0.2220315,0.16445786,0.21541707,1682,1410,277,0.20755075,17060.0,0.0,10060.0,0.0,1493,189,12431.25,4628.75,1181.25,8878.75,12431.25,4628.75,1181.25,8878.75,,0.2631579,0.2631579,0.2631579,,0.0
392297,24600,6173,0,12,0.0,15000.0,0,6173,6173,2,5,-1,0.25,9525,9525,-5475,20,01000,,46925.0,366918.0,21948,-12423,43715.668,-34190.668,26187.238,-31662.238,0.0,,,0.0,,,-99,-99,0.24000855,4.800171,0.28200307,0.19886218,0.24527967,1694,1405,296,0.25825414,9525.0,0.0,-5475.0,0.0,1485,209,11850.0,-2325.0,-150.0,-5325.0,11850.0,-2325.0,-150.0,-5325.0,,0.25,0.25,0.25,,0.0
436800,24600,6370,0,13,0.0,8000.0,0,6370,6370,2,5,-1,0.23809524,44503,44503,36503,21,00100,,80279.0,386663.0,26405,18097,43751.453,751.5469,26656.137,9846.863,0.0,,,0.0,,,-99,-99,0.28810623,6.050231,0.3422945,0.2461878,0.2833174,1642,1400,244,0.29375616,44503.0,0.0,36503.0,0.0,1478,164,17292.166,27210.834,5958.8335,30544.166,17292.166,27210.834,5958.8335,30544.166,,0.23809524,0.23809524,0.23809524,,0.0
578220,24600,6880,0,14,0.0,42000.0,0,6880,6877,0,6,-1,0.22727273,141420,141420,99420,22,00010,,212508.0,508039.0,28483,112936,47997.914,93422.086,29819.783,69600.22,0.0,,,0.0,,,-99,-99,0.25054923,5.512083,0.2638776,0.2436763,0.2500916,1701,1394,319,0.24669659,141420.0,0.0,99420.0,0.0,1500,201,141420.0,0.0,99420.0,0.0,141420.0,0.0,99420.0,0.0,,0.22727273,0.22727273,0.22727273,,0.0
578220,24600,6877,0,14,0.0,42000.0,0,6877,6877,2,6,-1,0.2173913,141420,141420,99420,23,80001,,195448.0,429619.0,28406,113013,51890.5,89529.5,32719.791,66700.21,0.0,,,0.0,,,-99,-99,0.4161221,9.570808,0.49885213,0.31964448,0.44495413,1534,1389,141,0.500063,141420.0,0.0,99420.0,0.0,1492,42,141420.0,0.0,99420.0,0.0,141420.0,0.0,99420.0,0.0,,0.2173913,0.2173913,0.2173913,,0.0
578220,24600,6878,0,14,0.0,42000.0,0,6878,6877,1,6,-1,0.20833333,141420,141420,99420,24,88000,,185923.0,429619.0,28231,113188,55471.68,85948.32,35387.8,64032.2,0.0,,,0.0,,,-99,-99,0.601267,14.430408,0.69473225,0.49526787,0.54028267,1436,1380,47,0.655077,141420.0,0.0,99420.0,0.0,1478,-42,141420.0,0.0,99420.0,0.0,141420.0,0.0,99420.0,0.0,0.0,0.104166664,0.20833333,0.0,0.14731391,0.20833333
578220,24600,6879,0,14,0.0,42000.0,0,6879,6877,2,6,-1,0.2,141420,141420,99420,25,88800,,141420.0,429619.0,28195,113224,58777.383,82642.62,37850.58,61569.42,0.0,,,0.0,,,-99,-99,0.39395523,9.848881,0.44170752,0.3490566,0.3490566,1598,1366,235,0.37944192,141420.0,0.0,99420.0,0.0,1460,138,141420.0,0.0,99420.0,0.0,141420.0,0.0,99420.0,0.0,,0.2,0.2,0.2,,0.0
787980,24600,7217,0,15,1.0,34500.0,0,7217,7216,2,7,-1,0.1923077,209760,200000,165500,26,00000,,209760.0,568626.0,35072,164927,64007.85,135992.16,42578.332,122921.67,0.0,,,0.0,,,-99,-99,0.45178944,11.746526,0.5574297,0.33790562,0.4224578,1466,1359,103,0.502445,200000.0,0.0,165500.0,0.0,1500,-34,200000.0,0.0,165500.0,0.0,200000.0,0.0,165500.0,0.0,0.25,0.22115386,0.25,0.1923077,0.04079462,0.057692304
787980,24600,7219,0,15,0.0,34500.0,0,7219,7216,2,7,-1,0.22222222,209760,200000,165500,27,80000,,209760.0,568626.0,35929,164070,68864.71,131135.28,46968.395,118531.61,0.0,,,0.0,,,-99,-99,0.24714175,6.6728272,0.34717903,0.17944518,0.34717903,1610,1380,233,0.35059285,200000.0,0.0,165500.0,0.0,1514,96,200000.0,0.0,165500.0,0.0,200000.0,0.0,165500.0,0.0,0.0,0.11111111,0.22222222,0.0,0.15713485,0.22222222
787980,24600,7218,0,15,0.0,34500.0,0,7218,7216,2,7,-1,0.21428572,209760,200000,165500,28,88000,,209760.0,568626.0,35092,164907,73386.62,126613.38,51055.69,114444.31,0.0,,,0.0,,,-99,-99,0.56171507,15.728022,0.77562326,0.38980448,0.54532367,1298,1373,-85,0.5854904,200000.0,0.0,165500.0,0.0,1502,-204,200000.0,0.0,165500.0,0.0,200000.0,0.0,165500.0,0.0,0.0,0.10714286,0.21428572,0.0,0.15152289,0.21428572
787980,24600,7216,0,15,0.0,34500.0,0,7216,7216,3,7,-1,0.20689656,209760,200000,165500,29,88800,,209760.0,518195.0,35730,164269,77607.07,122392.93,54870.5,110629.5,0.0,,,0.0,,,-99,-99,0.38121733,11.055303,0.5138803,0.2758545,0.2758545,1507,1353,151,0.32555425,200000.0,0.0,165500.0,0.0,1478,29,200000.0,0.0,165500.0,0.0,200000.0,0.0,165500.0,0.0,0.0,0.10344828,0.20689656,0.0,0.14629796,0.20689656
890939,24600,4476,0,16,1.0,51250.0,0,4476,4476,1,5,-1,0.2,102959,102959,51709,30,00010,,102959.0,621154.0,19130,83828,78424.87,24534.133,54768.516,-3059.5156,0.0,,,0.0,,,-99,-99,0.48593447,14.578033,0.5287174,0.4182804,0.4680944,1443,1344,134,,102959.0,0.0,51709.0,0.0,1469,-26,29530.285,73428.72,12494.571,39214.43,29530.285,73428.72,12494.571,39214.43,0.0,0.1,0.2,0.0,0.14142136,0.2
916976,24600,4981,0,17,1.0,19000.0,1,4981,4981,0,5,-1,0.22580644,26037,26037,7037,31,10001,,128996.0,647191.0,26921,-884,76787.75,-50750.75,53276.906,-46239.906,0.0,,,0.0,,,-99,-99,0.80630535,24.995466,0.8513514,0.7669377,0.8513514,1172,1366,-181,,26037.0,0.0,7037.0,0.0,1484,-312,29093.625,-3056.625,11812.375,-4775.375,29093.625,-3056.625,11812.375,-4775.375,,0.22580644,0.22580644,0.22580644,,0.0
936554,24600,6172,0,18,1.0,21000.0,1,6172,6172,1,5,-1,0.25,19578,19578,-1422,32,11000,,148574.0,603507.0,23443,-3865,75054.125,-55476.125,51619.363,-53041.363,0.0,,,0.0,,,-99,-99,0.8524448,27.278234,0.875,0.82841825,0.84981686,1089,1374,-264,,19578.0,0.0,-1422.0,0.0,1488,-399,28036.334,-8458.334,10341.889,-11763.889,28036.334,-8458.334,10341.889,-11763.889,,0.25,0.25,0.25,,0.0
956298,24600,9887,0,19,0.0,15000.0,1,9887,9887,3,5,-1,0.27272728,19744,19744,4744,33,11100,,168318.0,623251.0,25363,-5619,73427.35,-53683.35,50240.676,-45496.676,0.0,,,0.0,,,-99,-99,0.757867,18.188807,0.8055556,0.7275449,0.7442348,1279,1380,-80,,19744.0,0.0,4744.0,0.0,1491,-212,27207.1,-7463.0996,9782.1,-5038.0996,27207.1,-7463.0996,9782.1,-5038.0996,,0.27272728,0.27272728,0.27272728,,0.0
980786,24600,5028,0,20,1.0,12000.0,1,5028,5028,1,5,-1,0.2647059,24488,24488,12488,34,01110,,89847.0,647739.0,17388,7099,72029.086,-47541.086,49162.027,-36674.027,0.0,,,0.0,,,-99,-99,0.86480975,28.538721,0.890595,0.8187919,0.8187919,1178,1360,-165,,24488.0,0.0,12488.0,0.0,1467,-289,26959.908,-2471.9082,10028.091,2459.9092,26959.908,-2471.9082,10028.091,2459.9092,,0.2647059,0.2647059,0.2647059,,0.0
1014010,24600,4716,0,21,1.0,16000.0,1,4716,4716,1,5,-1,0.2857143,33224,33224,17224,35,10111,,97034.0,668638.0,20199,13024,70951.164,-37727.164,48274.86,-31050.86,0.0,,,0.0,,,-99,-99,0.8472562,4.236281,0.8622951,0.83090377,0.83766234,1180,1369,-177,,33224.0,0.0,17224.0,0.0,1472,-292,27481.916,5742.084,10627.75,6596.25,27481.916,5742.084,10627.75,6596.25,,0.2857143,0.2857143,0.2857143,,0.0
1058119,24600,3719,0,22,0.0,10000.0,1,3719,3719,3,5,-1,0.30555555,44109,44109,34109,36,11011,,121565.0,701598.0,20513,23595,70225.7,-26116.703,47892.0,-13783.0,0.0,,,0.0,,,-99,-99,0.65066683,21.472006,0.7347894,0.58802176,0.6038576,1461,1378,92,,44109.0,0.0,34109.0,0.0,1477,-16,28760.924,15348.076,12434.0,21675.0,28760.924,15348.076,12434.0,21675.0,,0.30555555,0.30555555,0.30555555,,0.0
1099651,24600,9821,0,23,0.0,13000.0,1,9821,9821,3,5,-1,0.2972973,41532,41532,28532,37,01101,,143353.0,733939.0,28761,12770,69470.6,-27938.602,47382.527,-18850.527,0.0,,,0.0,,,-99,-99,0.32123172,7.7095613,0.37658226,0.2564935,0.29723993,1660,1366,322,,41532.0,0.0,28532.0,0.0,1460,200,29673.143,11858.857,13583.857,14948.143,29673.143,11858.857,13583.857,14948.143,,0.2972973,0.2972973,0.2972973,,0.0
1161098,24600,4473,0,24,0.0,27000.0,1,4473,4473,1,5,-1,0.28947368,61447,61447,34447,38,00110,,180312.0,778326.0,27826,33620,69264.875,-7817.875,47050.848,-12603.848,0.0,,,0.0,,,-99,-99,0.7716316,25.463842,0.7940619,0.7405338,0.76352394,1220,1361,-131,,61447.0,0.0,34447.0,0.0,1452,-232,31791.4,29655.6,14974.733,19472.266,31791.4,29655.6,14974.733,19472.266,,0.28947368,0.28947368,0.28947368,,0.0
1201410,24600,4108,0,25,0.0,54000.0,1,4108,4108,0,5,-1,0.2820513,40312,40312,-13688,39,00011,,187400.0,809113.0,18582,21729,68541.05,-28229.047,45532.375,-59220.375,0.0,,,0.0,,,-99,-99,0.43339857,15.16895,0.58742857,0.35341364,0.35341364,1500,1340,171,,40312.0,0.0,-13688.0,0.0,1427,73,32323.938,7988.0625,13183.3125,-26871.312,32323.938,7988.0625,13183.3125,-26871.312,,0.2820513,0.2820513,0.2820513,,0.0
1326986,24600,646,0,26,1.0,29000.0,1,646,646,3,2,-1,0.275,125576,125576,96576,40,00001,,268867.0,890186.0,18361,107214,69932.15,55643.85,46777.34,49798.66,0.0,,,0.0,,,-99,-99,0.7961818,27.070183,0.8416613,0.7436709,0.8303665,1296,1331,-31,,125576.0,0.0,96576.0,0.0,1508,-212,72810.0,52766.0,47310.0,49266.0,72810.0,52766.0,47310.0,49266.0,0.0,0.1375,0.275,0.0,0.19445437,0.275
1353977,24600,1067,0,27,1.0,30000.0,1,1067,1067,1,2,-1,0.29268292,26991,26991,-3009,41,10000,,254326.0,775757.0,16954,10036,68909.734,-41918.734,45591.953,-48600.953,0.0,,,0.0,,,-99,-99,0.9063261,32.62774,0.92568064,0.8663239,0.9132691,1112,1346,-219,,26991.0,0.0,-3009.0,0.0,1515,-403,57537.0,-30546.0,30537.0,-33546.0,57537.0,-30546.0,30537.0,-33546.0,0.0,0.14634146,0.29268292,0.0,0.20695807,0.29268292
0,108310,3734,0,0,0.0,,-1,3734,3734,3,5,-1,,0,0,-99,0,,,,,22824,-22824,0.0,0.0,-99.0,0.0,,,,,,,-99,-99,,,,,,1455,1500,-25,,0.0,0.0,-99.0,0.0,1500,-45,0.0,0.0,-99.0,0.0,30422.53,-30422.53,12402.0,-12501.0,1.0,1.0,1.0,1.0,,0.0
29719,108310,4276,0,1,1.0,12000.0,0,4276,4276,1,5,-1,0.0,29719,29719,17719,1,0,,,,29956,-237,14859.5,14859.5,8810.0,8909.0,0.0,,,0.0,,,-99,-99,,,,,,1422,1482,-57,,29719.0,0.0,17719.0,0.0,1481,-59,14859.5,14859.5,8810.0,8909.0,30383.445,-664.4453,12697.389,5021.6113,,0.0,0.0,0.0,,0.0
47195,108310,3654,0,2,1.0,26000.0,0,3654,3654,3,5,-1,0.5,17476,17476,-8524,2,10,,,,33036,-15560,15731.667,1744.333,3032.0,-11556.0,0.0,,,0.0,,,-99,-99,,,,,,1431,1496,-54,,17476.0,0.0,-8524.0,0.0,1495,-64,15731.667,1744.333,3032.0,-11556.0,29704.105,-12228.105,11580.474,-20104.473,,0.5,0.5,0.5,,0.0
68016,108310,4026,0,3,0.0,15000.0,0,4026,4026,3,5,-1,0.6666667,20821,20821,5821,3,110,,,,32670,-11849,17004.0,3817.0,3729.25,2091.75,0.0,,,0.0,,,-99,-99,,,,,,1582,1509,95,,20821.0,0.0,5821.0,0.0,1508,74,17004.0,3817.0,3729.25,2091.75,29259.95,-8438.949,11292.5,-5471.5,,0.6666667,0.6666667,0.6666667,,0.0
84946,108310,6435,0,4,0.0,18000.0,0,6435,6435,2,5,-1,0.5,16930,16930,-1070,4,0110,,84946.0,,30843,-13913,16989.2,-59.19922,2769.4,-3839.4,0.0,,,0.0,,,-99,-99,0.29581994,0.29581994,0.29581994,0.29581994,0.29581994,1804,1498,335,,16930.0,0.0,-1070.0,0.0,1495,309,16989.2,-59.19922,2769.4,-3839.4,28672.809,-11742.809,10703.81,-11773.81,,0.5,0.5,0.5,,0.0
95092,108310,6659,0,5,0.0,15000.0,0,6659,6659,3,5,-1,0.4,10146,10146,-4854,5,00110,,65373.0,,30654,-20508,15848.667,-5702.667,1498.8334,-6352.8335,0.0,,,0.0,,,-99,-99,0.33218277,0.66436553,0.35238785,0.3119777,0.35238785,1598,1494,123,,10146.0,0.0,-4854.0,0.0,1491,107,15848.667,-5702.667,1498.8334,-6352.8335,27830.682,-17684.682,9996.637,-14850.637,0.0,0.2,0.4,0.0,0.28284273,0.4
109184,108310,4554,0,6,1.0,8000.0,0,4554,4554,1,5,-1,0.33333334,14092,14092,6092,6,00011,,61989.0,,22172,-8080,15597.714,-1505.7139,2155.0,3937.0,0.0,,,0.0,,,-99,-99,0.72154117,0.72154117,0.72154117,0.72154117,0.72154117,1334,1483,-141,,14092.0,0.0,6092.0,0.0,1479,-145,15597.714,-1505.7139,2155.0,3937.0,27233.348,-13141.348,9826.869,-3734.8691,0.0,0.16666667,0.33333334,0.0,0.23570228,0.33333334
214210,108310,4476,0,7,1.0,11000.0,0,4476,4476,1,5,-1,0.42857143,105026,105026,94026,7,10001,1.0,146194.0,,19130,85895,26776.25,78249.75,13638.875,80387.125,0.0,,,0.0,,,-99,-99,0.63645566,1.2729113,0.6694631,0.6034483,0.6034483,1443,1493,-15,,103992.5,1033.5,72867.5,21158.5,1489,-46,26776.25,78249.75,13638.875,80387.125,30474.709,74551.29,13335.167,80690.836,1.0,0.8095238,1.0,0.42857143,0.32991445,0.57142854
229856,108310,6325,0,8,1.0,10000.0,1,6325,6325,3,5,-1,0.5,15646,15646,5646,8,11000,,144910.0,,17960,-2314,25539.555,-9893.555,12750.777,-7104.7773,0.0,,,0.0,0.0,,-99,-99,0.6892108,1.3784215,0.7106796,0.66774195,0.66774195,1408,1508,-84,,15646.0,0.0,5646.0,0.0,1503,-95,25539.555,-9893.555,12750.777,-7104.7773,29881.56,-14235.561,13027.6,-7381.5996,1.0,0.75,1.0,0.5,0.35355338,0.5
