timestamp,user_id,content_id,content_type_id,task_container_id,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,bundle_id,correct_answer,part,tag,target_enc_user_id,count_enc_user_id,user_count_bin,first_column_content_id,first_column_part,previous_3_ans,target_enc_content_id,content_rate_sum_user_id,content_rate_mean_user_id,content_level_user_id,diff_content_level_target_enc_user_id,diff_rate_mean_target_emc_user_id,prior_question_elapsed_time_bin,shiftdiff_timestamp_by_user_id,mean_prior_question_elapsed_time_by_user_id,diff_mean_prior_question_elapsed_time_by_user_id,user_rate_sum_content_id,user_rate_mean_content_id,user_level_content_id,diff_user_level_target_enc_content_id,diff_rate_mean_target_emc_content_id,mean_content_level_user_id_by_user_id,diff_mean_content_level_user_id_by_user_id,user_rate_sum_part_2,user_rate_mean_part_2,diff_rate_mean_target_enc_part_2,user_rate_sum_part_5,user_rate_mean_part_5,diff_rate_mean_target_enc_part_5,mean_target_enc_content_id_by_user_id,diff_mean_target_enc_content_id_by_user_id,previous_answer_index_content_id,previous_answer_content_id,question_lecture_score,mean_prior_question_elapsed_time_by_content_id,diff_mean_prior_question_elapsed_time_by_content_id,"target_enc_['user_id', 'part']","mean_target_enc_content_id_by_['user_id', 'part']","diff_mean_target_enc_content_id_by_['user_id', 'part']","target_enc_['content_id', 'prior_question_had_explanation']","mean_target_enc_user_id_by_['content_id', 'prior_question_had_explanation']","diff_mean_target_enc_user_id_by_['content_id', 'prior_question_had_explanation']",target_enc_user_count_bin,mean_target_enc_content_id_by_user_count_bin,diff_mean_target_enc_content_id_by_user_count_bin,"target_enc_['user_id', 'user_count_bin']","target_enc_['content_id', 'user_count_bin']","target_enc_['prior_question_had_explanation', 'user_count_bin']",mean_target_enc_content_id_by_first_column_content_id,diff_mean_target_enc_content_id_by_first_column_content_id,mean_target_enc_content_id_by_first_column_part,diff_mean_target_enc_content_id_by_first_column_part,"target_enc_['part', 'prior_question_elapsed_time_bin']",target_enc_previous_3_ans,te_mean,te_max,te_min,te_std,te_peak
1280931,108310,6769,0,33,1.0,16000.0,1,6769,0,6,-1,0.7352941,34,1,3734,5,811,0.6666667,0.060257554,0.02008585,0.66875917,-0.06653494,-0.71520823,4,0,15909.091,90.90918,0.0,0.0,0.8888889,0.22222221,-0.6666667,0.5873154,0.08144379,0.0,,,0.0,0.0,-0.6666667,1.0,-0.3333333,-99,-99,0.0,31333.334,-15333.334,1.0,1.0,-0.3333333,0.6666667,0.6465809,0.08871323,0.55778897,0.43682796,0.22983873,1.0,1.0,0.55778897,1.0,-0.3333333,0.4781971,0.18846959,0.73333335,0.71755725,0.76350963,1.0,0.55778897,0.17480163,0.44221103
1280931,108310,6771,0,33,1.0,16000.0,1,6769,1,6,-1,0.74285716,35,1,3734,5,881,0.6666667,0.074863136,0.024954379,0.6669985,-0.07585865,-0.7179028,4,0,15911.765,88.23535,0.3333333,0.111111104,0.8333334,0.16666669,-0.5555556,0.5897107,0.07728779,0.0,,,0.0,0.0,-0.6666667,0.8888889,-0.22222221,-99,-99,0.0,31333.334,-15333.334,1.0,0.8333334,-0.16666669,0.6666667,0.64171225,0.10114491,0.55889726,0.4386667,0.22799999,1.0,1.0,0.55889726,0.8888889,-0.22222221,0.47878793,0.18787876,0.73913044,0.6793478,0.7612463,1.0,0.55889726,0.17585522,0.44110274
1280931,108310,6772,0,33,1.0,16000.0,1,6769,0,6,-1,0.75,36,1,3734,5,888,0.33333334,-0.92626995,-0.30875665,0.6690675,-0.0809325,-1.0587566,4,0,15914.286,85.71387,0.6666666,0.16666666,0.73333335,0.4,-0.16666669,0.59191895,0.07714856,0.0,,,0.0,0.0,-0.33333334,0.8333334,-0.5,-99,-99,0.0,31333.334,-15333.334,1.0,0.77777785,-0.4444445,0.33333334,0.64209,0.10790998,0.56,0.4404762,-0.107142866,1.0,0.0,0.56,0.8333334,-0.5,0.47937506,-0.14604172,0.7446808,0.7124183,0.59937656,1.0,0.0,0.31295878,1.0
6961555275,138650,6650,0,611,0.0,22000.0,1,6650,1,5,-1,0.7201405,873,3,7900,1,001,,0.0,,0.7201405,0.0,,5,34936,24596.984,-2596.9844,39.833332,0.34045583,0.36039886,,,0.7047891,0.015351415,13.833333,inf,,7.5,7.5,,0.36039886,,-99,-99,1.9022968,,,0.7361111,0.39473686,,,,,0.7286013,0.500448,,0.73480666,,0.7286013,0.47433195,,0.47433195,,0.7378641,0.50427353,0.69862837,0.7378641,0.50427353,0.085913315,0.23359054
6961583159,138650,8679,0,612,1.0,17000.0,1,8679,3,5,-1,0.71929824,874,3,7900,1,000,,0.0,,0.71929824,0.0,,4,27884,24593.943,-7593.9434,39.833332,0.34045583,0.36039886,,,0.70480675,0.0144914985,13.833333,0.4611111,,7.5,0.39473686,,0.36039886,,-99,-99,0.13145441,,,0.7327189,0.39473686,,,,,0.7278415,0.500448,,0.7334559,,0.7278415,0.47433195,,0.47433195,,0.6142857,0.44680852,0.67175,0.7334559,0.44680852,0.10799613,0.28664738
6961619271,138650,5677,0,613,1.0,18000.0,1,5677,3,5,-1,0.7196262,875,3,7900,1,100,,0.0,,0.7196262,0.0,,4,36112,24585.062,-6585.0625,39.833332,0.34045583,0.36039886,,,0.7048233,0.014802873,13.833333,0.4611111,,7.5,0.39473686,,0.36039886,,-99,-99,0.04675327,,,0.73394495,0.39473686,,,,,0.728125,0.500448,,0.73394495,,0.728125,0.47433195,,0.47433195,,0.61702126,0.5882353,0.69271755,0.73394495,0.5882353,0.062286045,0.14570963
6961666001,138650,5628,0,614,1.0,27000.0,1,5628,1,5,-1,0.7199533,876,3,7900,1,110,0.0,-0.7232816,-0.3616408,0.4810783,-0.238875,-1.0815941,6,46730,24577.37,2422.6309,39.833332,0.34045583,0.35734466,0.35734466,0.34045583,0.7048402,-0.22376189,13.833333,0.4611111,0.4611111,7.5,0.39473686,0.39473686,0.36039886,-0.36039886,-99,-99,0.24547698,37000.0,-10000.0,0.7351598,0.39473686,-0.39473686,0.0,0.3616408,0.3583125,0.7284079,0.500448,-0.500448,0.7344322,,0.7284079,0.47433195,-0.47433195,0.47433195,-0.47433195,0.58498025,0.66486484,0.5440229,0.7351598,0.0,0.31223756,0.7351598
6961704393,138650,5673,0,615,0.0,38000.0,1,5673,0,5,-1,0.7202797,877,3,7900,1,111,0.0,-0.66497463,-0.66497463,0.6926272,-0.027652502,-1.3852544,6,38392,24580.195,13419.805,40.833332,0.3460452,0.35434175,0.35434175,0.3460452,0.7045848,-0.011957586,13.833333,0.4611111,0.4611111,8.5,0.425,0.425,0.35734466,-0.35734466,-99,-99,0.009304764,39000.0,-1000.0,0.73636365,0.375,-0.375,0.0,0.66497463,0.055305064,0.7286902,0.49777177,-0.49777177,0.73491776,0.0,0.7286902,0.47233894,-0.47233894,0.47233894,-0.47233894,0.5866142,0.73638344,0.4971939,0.73638344,0.0,0.34600514,0.73638344
6961721185,138650,9242,0,616,1.0,29000.0,1,9242,2,5,-1,0.71944124,878,3,7900,1,011,,0.0,,0.71944124,0.0,,6,16792,24595.836,4404.164,40.833332,0.34313726,0.35434175,,,0.7045711,0.014870107,13.833333,0.4611111,,8.5,0.4047619,,0.35434175,,-99,-99,0.72748137,,,0.7330317,0.35714287,,,,,0.7279335,0.49512404,,0.73357666,,0.7279335,0.47036263,,0.47036263,,0.58431375,0.63492066,0.6944501,0.73357666,0.58431375,0.059944466,0.1492629
6961886389,138650,588,0,617,0.0,6000.0,1,588,1,2,-1,0.71976745,879,3,7900,1,101,,0.0,,0.71976745,0.0,,2,165204,24600.965,-18600.965,40.833332,0.34313726,0.35434175,,,0.70458806,0.015179396,13.833333,0.4611111,,8.5,0.4047619,,0.35434175,,-99,-99,-0.1713198,,,0.58411217,0.20555554,,,,,0.72821575,0.49512404,,0.73406196,,0.72821575,0.47036263,,0.47036263,,0.5714286,0.6647399,0.6757917,0.73406196,0.5714286,0.07099858,0.16263336
6961938818,138650,500,0,618,0.0,12000.0,1,500,1,2,-1,0.7189315,880,3,7900,1,010,,0.0,,0.7189315,0.0,,3,52429,24579.334,-12579.334,40.833332,0.34313726,0.35434175,,,0.70460534,0.014326155,13.833333,0.4611111,,8.5,0.4047619,,0.35434175,,-99,-99,0.79776305,,,0.5813953,0.20555554,,,,,0.72746116,0.49512404,,0.7327273,,0.72746116,0.47036263,,0.47036263,,0.6851852,0.5247525,0.6711306,0.7327273,0.5247525,0.08376738,0.20797479
6961969267,138650,1063,0,619,1.0,24000.0,1,1063,3,2,-1,0.71809745,881,3,7900,1,001,,0.0,,0.71809745,0.0,,5,30449,24564.725,-564.7246,40.833332,0.34313726,0.35434175,,,0.7046216,0.013475835,13.833333,0.4611111,,8.5,0.4047619,,0.35434175,,-99,-99,0.34642836,,,0.5787037,0.20555554,,,,,0.72670805,0.49512404,,0.73139745,,0.72670805,0.47036263,,0.47036263,,0.59322035,0.5,0.6535478,0.73139745,0.5,0.0946485,0.23139745
6961992782,138650,1074,0,620,0.0,4000.0,1,1074,1,2,-1,0.7184241,882,3,7900,1,100,,0.0,,0.7184241,0.0,,1,23515,24564.07,-20564.07,40.833332,0.34313726,0.35434175,,,0.7046369,0.01378721,13.833333,0.4611111,,8.5,0.4047619,,0.35434175,,-99,-99,0.0035105818,,,0.58064514,0.20555554,,,,,0.7269907,0.49512404,,0.73188406,,0.7269907,0.47036263,,0.47036263,,1.0,0.59166664,0.7252288,1.0,0.58064514,0.13804547,0.41935486
6962019697,138650,1350,0,621,0.0,17000.0,1,1350,0,2,-1,0.7175926,883,3,7900,1,010,,0.0,,0.7175926,0.0,,4,26915,24540.24,-7540.24,40.833332,0.34313726,0.35434175,,,0.70465255,0.012940049,13.833333,0.4611111,,8.5,0.4047619,,0.35434175,,-99,-99,0.25035405,,,0.57798165,0.20555554,,,,,0.7262397,0.49512404,,0.7305606,,0.7262397,0.47036263,,0.47036263,,0.61083746,0.51960784,0.65843713,0.7305606,0.51960784,0.08747183,0.21095276
6962044740,138650,1114,0,622,0.0,19000.0,1,1114,3,2,-1,0.716763,884,3,7900,1,001,0.0,-0.6060606,-0.6060606,0.6614118,-0.055351198,-1.3228236,4,25043,24531.514,-5531.5137,40.833332,0.34313726,0.3513889,0.3513889,0.34313726,0.7046672,-0.04325539,13.833333,0.4611111,0.4611111,8.5,0.4047619,0.4047619,0.35434175,-0.35434175,-99,-99,-0.5232344,21000.0,-2000.0,0.5753425,0.20555554,-0.20555554,0.0,0.6060606,0.110702395,0.7254902,0.49512404,-0.49512404,0.72924185,,0.7254902,0.47036263,-0.47036263,0.47036263,-0.47036263,0.60784316,0.5042017,0.50937474,0.72924185,0.0,0.2995336,0.72924185
6962066691,138650,492,0,623,1.0,18000.0,1,492,0,2,-1,0.71593535,885,3,7900,1,000,,0.0,,0.71593535,0.0,,4,21951,24525.12,-6525.119,40.833332,0.3402778,0.3513889,,,0.7046183,0.011317074,13.833333,0.44623655,,8.5,0.4047619,,0.3513889,,-99,-99,0.6113313,,,0.57272726,0.19892472,,,,,0.7247423,0.49250433,,0.7279279,,0.7247423,0.4684028,,0.4684028,,0.60487807,0.45070422,0.6459511,0.7279279,0.45070422,0.10739659,0.2772237
6962088328,138650,507,0,624,0.0,15000.0,1,507,3,2,-1,0.716263,886,3,7900,1,100,,0.0,,0.716263,0.0,,3,21637,24517.584,-9517.584,40.833332,0.3402778,0.3513889,,,0.7046311,0.011631906,13.833333,0.44623655,,8.5,0.4047619,,0.3513889,,-99,-99,-0.632698,,,0.57466066,0.19892472,,,,,0.7250258,0.49250433,,0.7284173,,0.7250258,0.4684028,,0.4684028,,0.6727273,0.58677685,0.6755566,0.7284173,0.57466066,0.06759623,0.15375662
6962117355,138650,556,0,625,0.0,14000.0,1,556,1,2,-1,0.71543777,887,3,7900,1,010,,0.0,,0.71543777,0.0,,3,29027,24506.607,-10506.607,40.833332,0.3402778,0.3513889,,,0.7046442,0.010793567,13.833333,0.44623655,,8.5,0.4047619,,0.3513889,,-99,-99,-0.21196036,,,0.5720721,0.19892472,,,,,0.7242798,0.49250433,,0.7271095,,0.7242798,0.4684028,,0.4684028,,0.66071427,0.5145631,0.66263664,0.7271095,0.5145631,0.08629009,0.21254641
6962141349,138650,1362,0,626,1.0,21000.0,1,1362,0,2,-1,0.7146145,888,3,7900,1,001,0.0,-0.6628099,-0.6628099,0.68871224,-0.025902271,-1.3774245,5,23994,24494.502,-3494.502,40.833332,0.3402778,0.34848487,0.34848487,0.3402778,0.70465636,-0.015944123,13.833333,0.44623655,0.44623655,8.5,0.4047619,0.4047619,0.3513889,-0.3513889,-99,-99,0.5409912,20000.0,1000.0,0.5695067,0.19892472,-0.19892472,0.0,0.6628099,0.051804602,0.7235355,0.49250433,-0.49250433,0.7258065,0.0,0.7235355,0.4684028,-0.4684028,0.4684028,-0.4684028,0.6,0.5,0.45569986,0.7258065,0.0,0.32355496,0.7258065
7302040356,138650,5455,0,627,1.0,16000.0,1,5455,1,5,-1,0.7149425,889,3,7900,1,100,,0.0,,0.7149425,0.0,,4,339899007,24490.48,-8490.48,41.833332,0.34573004,0.34848487,,,0.7046384,0.010304093,14.833333,0.46354166,,8.5,0.4047619,,0.34848487,,-99,-99,-0.09172117,,,0.7342342,0.35714287,,,,,0.7238193,0.4899122,,0.72629696,,0.7238193,0.4664592,,0.4664592,,0.6197183,0.58196723,0.68925685,0.7342342,0.58196723,0.061631273,0.15226698
7302062960,138650,5979,0,628,1.0,9000.0,1,5979,1,5,-1,0.7152698,890,3,7900,1,110,,0.0,,0.7152698,0.0,,2,22604,24480.723,-15480.723,41.833332,0.34573004,0.34848487,,,0.70465004,0.01061976,14.833333,0.46354166,,8.5,0.4047619,,0.34848487,,-99,-99,1.4948972,,,0.735426,0.35714287,,,,,0.72410256,0.4899122,,0.7267857,,0.72410256,0.4664592,,0.4664592,,0.59770113,0.6666667,0.6985792,0.735426,0.59770113,0.04988244,0.13772488
7302120093,138650,5855,0,629,0.0,10000.0,1,5855,2,5,-1,0.7155963,891,3,7900,1,111,,0.0,,0.7155963,0.0,,2,57133,24462.95,-14462.949,41.833332,0.34573004,0.34848487,,,0.70466197,0.010934353,14.833333,0.46354166,,8.5,0.4047619,,0.34848487,,-99,-99,0.36306065,,,0.73660713,0.35714287,,,,,0.72438526,0.4899122,,0.72727275,,0.72438526,0.4664592,,0.4664592,,0.60227275,0.73478264,0.70932883,0.73660713,0.60227275,0.047727812,0.13433439
7302142846,138650,9176,0,630,1.0,42000.0,1,9176,2,5,-1,0.71477664,892,3,7900,1,011,0.0,-0.61153847,-0.61153847,0.6631576,-0.051619053,-1.3263152,6,22753,24446.363,17553.637,41.833332,0.34573004,0.34562844,0.34562844,0.34573004,0.70467424,-0.04151666,14.833333,0.46354166,0.46354166,8.5,0.4047619,0.4047619,0.34848487,-0.34848487,-99,-99,0.7900282,7000.0,35000.0,0.73333335,0.35714287,-0.35714287,0.0,0.61153847,0.103238165,0.7236438,0.4899122,-0.4899122,0.7259787,,0.7236438,0.4664592,-0.4664592,0.4664592,-0.4664592,0.5859375,0.63684213,0.53823954,0.73333335,0.0,0.30915684,0.73333335
7302187781,138650,6171,0,631,0.0,12000.0,1,6171,2,5,-1,0.715103,893,3,7900,1,101,,0.0,,0.715103,0.0,,3,44935,24466.469,-12466.469,42.833332,0.3510929,0.34562844,,,0.7046277,0.010475278,14.833333,0.46354166,,9.5,0.4318182,,0.34562844,,-99,-99,0.9914034,,,0.7345133,0.3409091,,,,,0.72392637,0.48734722,,0.72646534,,0.72392637,0.4645317,,0.4645317,,0.59322035,0.66091955,0.69686776,0.7345133,0.59322035,0.051841296,0.14129293
7302219251,138650,5430,0,632,1.0,29000.0,1,5430,1,5,-1,0.71428573,894,3,7900,1,010,,0.0,,0.71428573,0.0,,6,31470,24452.205,4547.795,42.833332,0.3510929,0.34562844,,,0.7046394,0.009646356,14.833333,0.46354166,,9.5,0.4318182,,0.34562844,,-99,-99,1.089377,,,0.7312775,0.3409091,,,,,0.7231869,0.48734722,,0.7251773,,0.7231869,0.4645317,,0.4645317,,0.5875486,0.50961536,0.6734684,0.7312775,0.50961536,0.0883701,0.22166216
7302249669,138650,4414,0,633,1.0,16000.0,1,4414,3,5,-1,0.7146119,895,3,7900,1,101,0.0,-0.43939394,-0.43939394,0.5770029,-0.137609,-1.1540058,4,30418,24457.404,-8457.404,42.833332,0.3510929,0.34281844,0.34281844,0.3510929,0.7046502,-0.12764734,14.833333,0.46354166,0.46354166,9.5,0.4318182,0.4318182,0.34562844,-0.34562844,-99,-99,-0.3704053,217000.0,-201000.0,0.73245615,0.3409091,-0.3409091,0.0,0.43939394,0.27521795,0.7234694,0.48734722,-0.48734722,0.7256637,,0.7234694,0.4645317,-0.4645317,0.4645317,-0.4645317,0.62237763,0.6571429,0.54435456,0.73245615,0.0,0.3108174,0.73245615
7302278059,138650,8169,0,634,1.0,17000.0,1,8169,0,5,-1,0.71493727,896,3,7900,1,110,,0.0,,0.71493727,0.0,,4,28390,24447.748,-7447.748,43.833332,0.35636857,0.34281844,,,0.7045076,0.01042968,14.833333,0.46354166,,10.5,0.45652175,,0.34281844,,-99,-99,-0.60673016,,,0.73362446,0.32608697,,,,,0.72375125,0.48480895,,0.7261484,,0.72375125,0.46262005,,0.46262005,,0.625,0.6684492,0.7022374,0.73362446,0.625,0.0403136,0.10862446
7302325736,138650,3859,0,635,1.0,15000.0,1,3859,2,5,-1,0.71526194,897,3,7900,1,111,0.0,-0.43283582,-0.43283582,0.5740489,-0.14121306,-1.1480978,3,47677,24439.256,-9439.256,43.833332,0.35636857,0.34005377,0.34005377,0.35636857,0.7045193,-0.1304704,14.833333,0.46354166,0.46354166,10.5,0.45652175,0.45652175,0.34281844,-0.34281844,-99,-99,0.8875238,34000.0,-19000.0,0.73478264,0.32608697,-0.32608697,0.0,0.43283582,0.28242612,0.7240326,0.48480895,-0.48480895,0.7266314,,0.7240326,0.46262005,-0.46262005,0.46262005,-0.46262005,0.5882353,0.73318875,0.5495739,0.73478264,0.0,0.31489044,0.73478264
7302383273,138650,5595,0,636,1.0,33000.0,1,5595,0,5,-1,0.7155859,898,3,7900,1,111,0.0,-0.8,-0.4,0.5051953,-0.21039057,-1.1155859,6,57537,24428.506,8571.494,44.833332,0.36155915,0.33733335,0.33733335,0.36155915,0.7043738,-0.19917846,14.833333,0.46354166,0.46354166,11.5,0.47916666,0.47916666,0.34005377,-0.34005377,-99,-99,0.25877485,21000.0,12000.0,0.73593074,0.3125,-0.3125,0.0,0.4,0.31558588,0.7243133,0.482297,-0.482297,0.72711265,,0.7243133,0.46072406,-0.46072406,0.46072406,-0.46072406,0.58914727,0.73376626,0.5500188,0.73593074,0.0,0.3151251,0.73593074
7302430892,138650,1238,0,637,0.0,45000.0,1,1238,1,2,-1,0.71590906,899,3,7900,1,111,,0.0,,0.71590906,0.0,,6,47619,24438.258,20561.742,45.833332,0.36666667,0.33733335,,,0.704152,0.011757076,14.833333,0.46354166,,12.5,0.5,,0.33733335,,-99,-99,-0.36318192,,,0.5714286,0.19270833,,,,,0.7245935,0.47981092,,0.7275923,,0.7245935,0.45884356,,0.45884356,,0.5625,0.73434126,0.68013686,0.73434126,0.5625,0.07754406,0.17184126
7302460808,138650,1103,0,638,0.0,23000.0,1,1103,1,2,-1,0.7150965,900,3,7900,1,011,,0.0,,0.7150965,0.0,,5,29916,24461.623,-1461.623,45.833332,0.36666667,0.33733335,,,0.70416504,0.010931432,14.833333,0.46354166,,12.5,0.5,,0.33733335,,-99,-99,-0.538976,,,0.5688889,0.19270833,,,,,0.7238579,0.47981092,,0.7263158,,0.7238579,0.45884356,,0.45884356,,0.60655737,0.63874346,0.67190254,0.7263158,0.5688889,0.06608903,0.1574269
7302489322,138650,622,0,639,1.0,19000.0,1,622,1,2,-1,0.71428573,901,3,7900,1,001,,0.0,,0.71428573,0.0,,4,28514,24459.963,-5459.963,45.833332,0.36666667,0.33733335,,,0.7041772,0.0101085305,14.833333,0.46354166,,12.5,0.5,,0.33733335,,-99,-99,-0.9922171,,,0.5663717,0.19270833,,,,,0.7231237,0.47981092,,0.7250438,,0.7231237,0.45884356,,0.45884356,,0.60679615,0.5041322,0.6518396,0.7250438,0.5041322,0.09180811,0.22091156
