timestamp,user_id,content_id,content_type_id,task_container_id,prior_question_elapsed_time,prior_question_had_explanation,row_id,question_id,bundle_id,correct_answer,part,tags,lecture_id,tag,type_of,tags1,tags2,tags3,tags4,tags5,tags6,count_enc_content_id,target_enc_content_id,mean_prior_question_elapsed_time_by_content_id,diff_mean_prior_question_elapsed_time_by_content_id,count_enc_user_id,target_enc_user_id,mean_timestamp_by_user_id,diff_mean_timestamp_by_user_id,mean_prior_question_elapsed_time_by_user_id,diff_mean_prior_question_elapsed_time_by_user_id,user_level,diff_user_level,nunique_content_id_by_user_id,new_ratio_nunique_content_id_by_user_id,nunique_task_container_id_by_user_id,new_ratio_nunique_task_container_id_by_user_id,shiftdiff_timestamp_by_user_id,count_enc_content_type_id,target_enc_content_type_id,count_enc_prior_question_had_explanation,target_enc_prior_question_had_explanation,count_enc_tags1,target_enc_tags1,count_enc_tags2,target_enc_tags2,count_enc_tags3,target_enc_tags3,count_enc_tags4,target_enc_tags4,count_enc_tags5,target_enc_tags5,count_enc_tags6,target_enc_tags6,"count_enc_[user_id,content_type_id]","target_enc_[user_id,content_type_id]","count_enc_[user_id,prior_question_had_explanation]","target_enc_[user_id,prior_question_had_explanation]",count_enc_part,"count_enc_[user_id,tag]","count_enc_[user_id,part]","count_enc_[content_type_id,part]"
184953877,24473750,826,0,69,18000.0,1,10,826.0,826,1,2,138 41 81 29,,-1,,138,41,81,29,-1,-1,0,,,,0,,184953870.0,5.0,,,,,1,1.0,1,1.0,0,10,0.7,9,0.7777778,0,,0,,2,0.5,1,0.0,10,0.7,10,0.7,0,,0,,1,0,0,1
31612,27278780,716,0,1,34000.0,0,11,716.0,716,1,2,62 90 100 92 29,,-1,,62,90,100,92,29,-1,0,,,,0,,31612.0,0.0,,,,,1,1.0,1,1.0,0,11,0.72727275,1,0.0,0,,0,,0,,0,,0,,11,0.72727275,0,,0,,2,0,0,2
1223313452,32553110,8178,0,2777,11000.0,1,12,8178.0,8178,0,5,96,,-1,,96,-1,-1,-1,-1,-1,0,,,,0,,1223313400.0,44.0,,,,,1,1.0,1,1.0,0,12,0.75,10,0.8,0,,4,0.75,4,0.75,7,0.71428573,11,0.72727275,12,0.75,0,,0,,4,0,0,4
1656586463,32553110,7498,0,3395,75500.0,1,13,7498.0,7494,2,7,118 160 35 0 122,,-1,,118,160,35,0,122,-1,0,,,,1,0.0,1439950000.0,216636510.0,11000.0,64500.0,,,2,1.0,2,1.0,433273011,13,0.6923077,11,0.72727275,0,,0,,0,,0,,0,,13,0.6923077,1,0.0,1,0.0,0,1,0,0
4053916731,33424950,10602,0,2051,21000.0,1,14,10602.0,10602,3,1,61 110 29,,-1,,61,110,29,-1,-1,-1,0,,,,0,,4053916700.0,59.0,,,,,1,1.0,1,1.0,0,14,0.71428573,12,0.75,0,,0,,0,,8,0.625,12,0.6666667,14,0.71428573,0,,0,,4,0,0,4
1254892287,33584460,6804,0,171,20250.0,1,15,6804.0,6801,1,6,27 162,,-1,,27,162,-1,-1,-1,-1,0,,,,0,,1254892300.0,-1.0,,,,,1,1.0,1,1.0,0,15,0.73333335,13,0.7692308,0,,1,1.0,5,0.6,9,0.6666667,13,0.6923077,15,0.73333335,0,,0,,0,0,0,0
214387,34052450,9695,0,8,46000.0,0,16,9695.0,9695,1,5,55,,-1,,55,-1,-1,-1,-1,-1,0,,,,0,,214387.0,0.0,,,,,1,1.0,1,1.0,0,16,0.75,2,0.5,0,,5,0.6,6,0.6666667,10,0.7,14,0.71428573,16,0.75,0,,0,,5,0,0,5
6287481209,36892050,7919,0,1203,21000.0,1,17,7919.0,7919,2,1,51 131 162 92,,-1,,51,131,162,92,-1,-1,0,,,,0,,6287481300.0,-135.0,,,,,1,1.0,1,1.0,0,17,0.7058824,14,0.78571427,0,,0,,1,1.0,1,1.0,15,0.6666667,17,0.7058824,0,,0,,5,0,0,5
2993637249,39692430,9312,0,30,19000.0,1,18,9312.0,9312,0,5,166,,-1,,166,-1,-1,-1,-1,-1,0,,,,0,,2993637400.0,-127.0,,,,,1,1.0,1,1.0,0,18,0.7222222,15,0.8,0,,6,0.5,7,0.5714286,11,0.6363636,16,0.6875,18,0.7222222,0,,0,,6,0,0,6
621431975,39789700,924,0,169,9000.0,1,19,924.0,924,1,2,143 71 81 92,,-1,,143,71,81,92,-1,-1,0,,,,0,,621432000.0,-25.0,,,,,1,1.0,1,1.0,0,19,0.7368421,16,0.8125,1,0.0,0,,3,0.6666667,2,1.0,17,0.7058824,19,0.7368421,0,,0,,3,0,0,3
618199185,42297860,4109,0,1049,44000.0,1,20,4109.0,4109,3,5,52,,-1,,52,-1,-1,-1,-1,-1,0,,,,0,,618199200.0,17.0,,,,,1,1.0,1,1.0,0,20,0.7,17,0.7647059,0,,7,0.5714286,8,0.625,12,0.6666667,18,0.6666667,20,0.7,0,,0,,7,0,0,7
434000,44984220,7984,0,19,24000.0,0,21,7984.0,7984,0,1,131 104 81,,-1,,131,104,81,-1,-1,-1,0,,,,0,,434000.0,0.0,,,,,1,1.0,1,1.0,0,21,0.71428573,3,0.33333334,3,0.6666667,1,0.0,4,0.5,13,0.6923077,19,0.68421054,21,0.71428573,0,,0,,6,0,0,6
19850,49487880,682,0,1,14000.0,0,22,682.0,682,0,2,138 41 38 29,,-1,,138,41,38,29,-1,-1,0,,,,0,,19850.0,0.0,,,,,1,1.0,1,1.0,0,22,0.72727275,4,0.5,1,1.0,1,1.0,3,0.6666667,2,0.5,20,0.7,22,0.72727275,0,,0,,4,0,0,4
1209930981,53263040,3255,1,305,,0,23,,-1,-1,5,,3255.0,60,concept,-1,-1,-1,-1,-1,-1,0,,,,0,,1209931000.0,-27.0,,,,,1,1.0,1,1.0,0,0,,5,0.6,0,,8,0.625,9,0.6666667,14,0.71428573,21,0.71428573,23,0.73913044,0,,0,,8,0,0,0
8673590618,54217370,6789,0,2359,44250.0,1,24,6789.0,6789,3,6,159 162,,-1,,159,162,-1,-1,-1,-1,0,,,,0,,8673590000.0,346.0,,,,,1,1.0,1,1.0,0,23,0.73913044,18,0.7777778,0,,2,1.0,10,0.0,15,0.0,22,0.0,24,0.0,0,,0,,1,0,0,1
17827997581,54217370,1319,0,3529,15000.0,1,25,1319.0,1319,1,2,143 30 162 38 92,,-1,,143,30,162,38,92,-1,0,,,,1,1.0,13250794000.0,4577203000.0,44250.0,-29250.0,,,2,1.0,2,1.0,9154406963,24,0.75,19,0.7894737,2,0.0,0,,2,1.0,1,1.0,0,,25,0.72,1,1.0,1,1.0,5,1,0,5
1153120964,59808990,7733,0,339,111800.0,1,26,7733.0,7729,0,7,39 16 35 146 122,,-1,,39,16,35,146,122,-1,0,,,,0,,1153121000.0,-60.0,,,,,1,1.0,1,1.0,0,25,0.76,20,0.8,0,,0,,1,1.0,0,,1,1.0,26,0.7307692,0,,0,,1,0,0,1
954129312,60483960,1383,0,247,10000.0,1,27,1383.0,1383,1,2,62 137 88 38 81,,-1,,62,137,88,38,81,-1,0,,,,0,,954129300.0,32.0,,,,,1,1.0,1,1.0,0,26,0.7692308,21,0.8095238,1,1.0,0,,0,,2,1.0,0,,27,0.7407407,0,,0,,6,0,0,6
662204160,67681310,4411,0,334,6000.0,1,28,4411.0,4411,1,5,127,,-1,,127,-1,-1,-1,-1,-1,0,,,,0,,662204160.0,0.0,,,,,1,1.0,1,1.0,0,27,0.7777778,22,0.8181818,0,,9,0.0,11,0.6363636,16,0.6875,23,0.6956522,28,0.75,0,,0,,9,0,0,8
33100092244,67762410,1101,0,1562,19000.0,1,29,1101.0,1101,0,2,90 100 162 92 102,,-1,,90,100,162,92,102,-1,0,,,,0,,33100091000.0,852.0,,,,,1,1.0,1,1.0,0,28,0.78571427,23,0.82608694,0,,0,,3,1.0,3,0.6666667,0,,29,0.7586207,0,,0,,7,0,0,7
1018048136,68941990,5428,0,494,13000.0,1,30,5428.0,5428,2,5,125,,-1,,125,-1,-1,-1,-1,-1,0,,,,0,,1018048100.0,8.0,,,,,1,1.0,1,1.0,0,29,0.79310346,24,0.8333333,0,,10,0.6,12,0.6666667,17,0.7058824,24,0.7083333,30,0.76666665,0,,0,,10,0,0,9
13437787317,73111630,985,0,1153,15000.0,1,31,985.0,985,1,2,143 140 38 81,,-1,,143,140,38,81,-1,-1,0,,,,0,,13437787000.0,181.0,,,,,1,1.0,1,1.0,0,30,0.76666665,25,0.8,3,0.33333334,1,0.0,4,0.75,1,1.0,25,0.68,31,0.7419355,0,,0,,8,0,0,8
16489260609,73111630,12210,0,1754,18000.0,1,32,12210.0,12210,3,2,143 30 38 29,,-1,,143,30,38,29,-1,-1,0,,,,1,0.0,14963524000.0,1525737100.0,15000.0,3000.0,,,2,1.0,2,1.0,3051473292,31,0.7419355,26,0.7692308,4,0.25,1,1.0,5,0.6,3,0.6666667,26,0.65384614,32,0.71875,1,0.0,1,0.0,9,1,1,9
6298325594,75405600,1274,0,968,17000.0,1,33,1274.0,1274,3,2,155 119 162 38 29,,-1,,155,119,162,38,29,-1,0,,,,0,,6298325500.0,90.0,,,,,1,1.0,1,1.0,0,32,0.75,27,0.7777778,0,,0,,4,1.0,3,1.0,1,1.0,33,0.72727275,0,,0,,10,0,0,10
33304900860,76354220,926,0,3550,23000.0,1,34,926.0,926,3,2,155 163 162 81 29,,-1,,155,163,162,81,29,-1,0,,,,0,,33304902000.0,-772.0,,,,,1,1.0,1,1.0,0,33,0.75757575,28,0.78571427,1,1.0,0,,5,1.0,2,0.5,2,1.0,34,0.7352941,0,,0,,11,0,0,11
33015104383,77567810,4782,0,99,31000.0,1,35,4782.0,4782,2,5,72,,-1,,72,-1,-1,-1,-1,-1,0,,,,0,,33015103000.0,895.0,,,,,1,1.0,1,1.0,0,34,0.7647059,29,0.79310346,0,,11,0.54545456,13,0.61538464,18,0.6666667,27,0.6666667,35,0.74285716,0,,0,,11,0,0,10
28014447814,77744850,1644,0,1058,1333.0,1,36,1644.0,1643,1,3,136 38 102,,-1,,136,38,102,-1,-1,-1,0,,,,0,,,,,,,,1,inf,1,inf,0,929,0.6340151,835,0.6538922,46,0.54347825,37,0.6756757,25,0.64,701,0.5991441,860,0.6139535,937,0.62433296,0,,0,,82,0,0,81
14063854434,78580780,9880,0,3398,17000.0,1,37,9880.0,9880,0,5,1,,-1,,1,-1,-1,-1,-1,-1,0,,,,0,,14063855000.0,-158.0,,,,,1,1.0,1,1.0,0,36,0.7222222,31,0.7419355,0,,12,0.5,14,0.5714286,20,0.6,29,0.62068963,37,0.7027027,0,,0,,12,0,0,11
341449967,82906470,972,0,108,300000.0,1,38,972.0,972,0,2,2 107 92 29,,-1,,2,107,92,29,-1,-1,0,,,,0,,341449950.0,15.0,,,,,1,1.0,1,1.0,0,37,0.7297297,32,0.75,0,,0,,0,,4,0.75,30,0.6333333,38,0.7105263,0,,0,,12,0,0,12
15485051128,83947510,2036,0,2127,23333.0,1,39,2036.0,2036,2,3,106 81 92,,-1,,106,81,92,-1,-1,-1,0,,,,0,,15485051000.0,248.0,,,,,1,1.0,1,1.0,0,38,0.7368421,33,0.75757575,0,,0,,1,1.0,21,0.61904764,31,0.6451613,39,0.71794873,0,,0,,2,0,0,2
10631560587,84427320,6951,0,1569,53000.0,1,40,6951.0,6949,0,7,118 42 21,,-1,,118,42,21,-1,-1,-1,0,,,,0,,10631560000.0,395.0,,,,,1,1.0,1,1.0,0,39,0.74358976,34,0.7647059,1,1.0,0,,0,,22,0.6363636,32,0.65625,40,0.725,0,,0,,2,0,0,2
728168069,85825430,165,0,85,4000.0,1,41,165.0,165,3,1,10 178 102,,-1,,10,178,102,-1,-1,-1,0,,,,0,,728168060.0,5.0,,,,,1,1.0,1,1.0,0,40,0.725,35,0.74285716,0,,0,,1,0.0,23,0.6086956,33,0.6363636,41,0.70731705,0,,0,,7,0,0,7
2563680715,86618110,1305,0,377,18000.0,1,42,1305.0,1305,3,2,155 163 92 29,,-1,,155,163,92,29,-1,-1,0,,,,0,,2563680800.0,-53.0,,,,,1,1.0,1,1.0,0,41,0.73170733,36,0.75,2,1.0,1,1.0,2,1.0,5,0.8,34,0.64705884,42,0.71428573,0,,0,,13,0,0,13
3443173723,91587970,895,0,566,18000.0,1,43,895.0,895,3,2,90 100 81 92,,-1,,90,100,81,92,-1,-1,0,,,,0,,3443173600.0,91.0,,,,,1,1.0,1,1.0,0,42,0.7380952,37,0.7567568,1,1.0,1,1.0,5,0.6,4,0.75,35,0.6571429,43,0.7209302,0,,0,,14,0,0,14
346575,97977380,5360,0,13,26000.0,1,44,5360.0,5360,3,5,79,,-1,,79,-1,-1,-1,-1,-1,0,,,,0,,346575.0,0.0,,,,,1,1.0,1,1.0,0,43,0.74418604,38,0.7631579,0,,13,0.53846157,15,0.6,24,0.625,36,0.6666667,44,0.72727275,0,,0,,13,0,0,12
67132,98366670,753,0,3,31000.0,0,45,753.0,753,1,2,2 107 92 29,,-1,,2,107,92,29,-1,-1,0,,,,0,,67132.0,0.0,,,,,1,1.0,1,1.0,0,44,0.72727275,6,0.0,1,1.0,1,1.0,3,1.0,6,0.8333333,37,0.6486486,45,0.7111111,0,,0,,15,0,0,15
118299,105781790,3876,0,3,35000.0,0,46,3876.0,3876,0,5,89,,-1,,89,-1,-1,-1,-1,-1,0,,,,0,,118299.0,0.0,,,,,1,1.0,1,1.0,0,45,0.73333335,7,0.5714286,0,,14,0.5,16,0.5625,25,0.6,38,0.65789473,46,0.7173913,0,,0,,14,0,0,13
401092945,106967940,4416,0,41,13000.0,1,47,4416.0,4416,1,5,115,,-1,,115,-1,-1,-1,-1,-1,0,,,,0,,401092960.0,-15.0,,,,,1,1.0,1,1.0,0,46,0.7173913,39,0.74358976,0,,15,0.46666667,17,0.5294118,26,0.5769231,39,0.64102566,47,0.70212764,0,,0,,15,0,0,14
3892154911,109130420,9690,0,721,46000.0,1,48,9690.0,9690,1,5,55,,-1,,55,-1,-1,-1,-1,-1,0,,,,0,,3892155000.0,31.0,,,,,1,1.0,1,1.0,0,47,0.7234042,40,0.75,1,0.0,16,0.5,18,0.5555556,27,0.5925926,40,0.65,48,0.7083333,0,,0,,16,0,0,15
5237860282,111683050,6455,0,1830,24000.0,1,49,6455.0,6455,2,5,147,,-1,,147,-1,-1,-1,-1,-1,0,,,,0,,5237860400.0,-70.0,,,,,1,1.0,1,1.0,0,48,0.7083333,41,0.73170733,0,,17,0.47058824,19,0.5263158,28,0.5714286,41,0.63414633,49,0.6938776,0,,0,,17,0,0,16
8646918243,111683050,621,0,2972,16000.0,1,50,621.0,621,3,2,155 163 81 29,,-1,,155,163,81,29,-1,-1,0,,,,1,0.0,6942389000.0,1704529000.0,24000.0,-8000.0,,,2,1.0,2,1.0,3409057961,49,0.6938776,42,0.71428573,3,1.0,2,1.0,6,0.6666667,7,0.85714287,42,0.61904764,50,0.68,1,0.0,1,0.0,16,1,0,16
9676162589,112790940,11720,0,1626,25000.0,1,51,11720.0,11720,2,5,8,,-1,,8,-1,-1,-1,-1,-1,0,,,,0,,9676163000.0,-483.0,,,,,1,1.0,1,1.0,0,50,0.7,43,0.7209302,2,1.0,18,0.44444445,20,0.5,29,0.55172414,43,0.627907,51,0.6862745,0,,0,,18,0,0,17
3522519873,114424320,4105,0,232,27000.0,1,52,4105.0,4105,0,5,123,,-1,,123,-1,-1,-1,-1,-1,0,,,,0,,3522519800.0,65.0,,,,,1,1.0,1,1.0,0,51,0.6862745,44,0.70454544,0,,19,0.42105263,21,0.47619048,30,0.53333336,44,0.6136364,52,0.6730769,0,,0,,19,0,0,18
466358692,114865250,4340,0,338,21000.0,1,53,4340.0,4340,1,5,15,,-1,,15,-1,-1,-1,-1,-1,0,,,,0,,466358700.0,4.0,,,,,1,1.0,1,1.0,0,52,0.6923077,45,0.7111111,0,,20,0.45,22,0.5,31,0.5483871,45,0.62222224,53,0.6792453,0,,0,,20,0,0,19
1124718946,116583010,2355,0,714,5000.0,1,54,2355.0,2353,3,3,113 92 102,,-1,,113,92,102,-1,-1,-1,0,,,,0,,1124719000.0,-30.0,,,,,1,1.0,1,1.0,0,53,0.6981132,46,0.7173913,0,,0,,2,0.5,32,0.5625,46,0.6304348,54,0.6851852,0,,0,,3,0,0,3
2700713980,116583010,2670,0,1421,666.0,1,55,2670.0,2668,0,4,136 144 92,,-1,,136,144,92,-1,-1,-1,0,,,,1,1.0,1912716400.0,787997600.0,5000.0,-4334.0,,,2,1.0,2,1.0,1575995034,54,0.7037037,47,0.7234042,1,0.0,0,,4,1.0,33,0.57575756,47,0.63829786,55,0.6909091,1,1.0,1,1.0,0,1,0,0
9792868663,119674750,4734,0,134,11000.0,1,56,4734.0,4734,0,5,168,,-1,,168,-1,-1,-1,-1,-1,0,,,,0,,9792868000.0,311.0,,,,,1,1.0,1,1.0,0,55,0.7090909,48,0.7291667,0,,21,0.47619048,23,0.5217391,34,0.5882353,48,0.6458333,56,0.6964286,0,,0,,21,0,0,20
2238901923,125089620,6604,0,651,26000.0,1,57,6604.0,6601,2,6,73 162,,-1,,73,162,-1,-1,-1,-1,0,,,,0,,2238902000.0,-93.0,,,,,1,1.0,1,1.0,0,56,0.6964286,49,0.71428573,0,,3,1.0,24,0.5,35,0.5714286,49,0.63265306,57,0.68421054,0,,0,,2,0,0,2
432076,127462980,6116,0,11,18000.0,0,58,6116.0,6116,3,5,23,,-1,,23,-1,-1,-1,-1,-1,0,,,,0,,432076.0,0.0,,,,,1,1.0,1,1.0,0,57,0.7017544,8,0.5,0,,22,0.45454547,25,0.52,36,0.5833333,50,0.64,58,0.6896552,0,,0,,22,0,0,21
8013983815,128277740,5165,0,555,19000.0,1,59,5165.0,5165,0,5,180,,-1,,180,-1,-1,-1,-1,-1,0,,,,0,,8013984000.0,71.0,,,,,1,1.0,1,1.0,0,58,0.70689654,50,0.72,0,,23,0.47826087,26,0.53846157,37,0.5945946,51,0.64705884,59,0.69491524,0,,0,,23,0,0,22
1142480213,130692120,9635,0,301,20000.0,1,60,9635.0,9635,1,5,1,,-1,,1,-1,-1,-1,-1,-1,0,,,,0,,1142480300.0,-43.0,,,,,1,1.0,1,1.0,0,59,0.69491524,51,0.7058824,1,1.0,24,0.45833334,27,0.5185185,38,0.57894737,52,0.63461536,60,0.68333334,0,,0,,24,0,0,23
864282094,131861380,3966,0,13,22000.0,1,61,3966.0,3966,2,5,80,,-1,,80,-1,-1,-1,-1,-1,0,,,,0,,864282100.0,-18.0,,,,,1,1.0,1,1.0,0,60,0.7,52,0.71153843,0,,25,0.48,28,0.53571427,39,0.5897436,53,0.6415094,61,0.6885246,0,,0,,25,0,0,24
199703119,132097960,6477,0,67,13000.0,1,62,6477.0,6477,1,5,173,,-1,,173,-1,-1,-1,-1,-1,0,,,,0,,199703120.0,-1.0,,,,,1,1.0,1,1.0,0,61,0.6885246,53,0.6981132,0,,26,0.46153846,29,0.51724136,40,0.575,54,0.6296296,62,0.67741936,0,,0,,26,0,0,25
26906479101,132560370,6880,0,735,21250.0,1,63,6880.0,6877,0,6,73,,-1,,73,-1,-1,-1,-1,-1,0,,,,0,,26906479000.0,509.0,,,,,1,1.0,1,1.0,0,62,0.67741936,54,0.6851852,1,1.0,27,0.44444445,30,0.5,41,0.5609756,55,0.6181818,63,0.6666667,0,,0,,3,0,0,3
931359047,133336780,651,0,173,16000.0,1,64,651.0,651,3,2,90 100 81 92,,-1,,90,100,81,92,-1,-1,0,,,,0,,931359040.0,7.0,,,,,1,1.0,1,1.0,0,63,0.6666667,55,0.6727273,2,1.0,2,1.0,7,0.71428573,5,0.8,56,0.60714287,64,0.65625,0,,0,,17,0,0,17
10986778758,138042140,4405,0,278,12000.0,1,65,4405.0,4405,1,5,33,,-1,,33,-1,-1,-1,-1,-1,0,,,,0,,10986779000.0,134.0,,,,,1,1.0,1,1.0,0,64,0.671875,56,0.6785714,0,,28,0.42857143,31,0.48387095,42,0.54761904,57,0.61403507,65,0.6615385,0,,0,,27,0,0,26
1134362645,138751410,1258,0,104,16000.0,1,66,1258.0,1258,0,2,143 114 92 102,,-1,,143,114,92,102,-1,-1,0,,,,0,,1134362600.0,21.0,,,,,1,1.0,1,1.0,0,65,0.6769231,57,0.68421054,5,0.4,0,,5,1.0,0,,58,0.62068963,66,0.6666667,0,,0,,18,0,0,18
4234623423,139002940,3707,0,184,64000.0,1,67,3707.0,3707,1,5,109,,-1,,109,-1,-1,-1,-1,-1,0,,,,0,,4234623500.0,-65.0,,,,,1,1.0,1,1.0,0,66,0.6818182,58,0.6896552,0,,29,0.44827586,32,0.5,43,0.55813956,59,0.62711865,67,0.67164177,0,,0,,28,0,0,27
810571939,139076790,5585,0,298,22000.0,1,68,5585.0,5585,3,5,167,,-1,,167,-1,-1,-1,-1,-1,0,,,,0,,810571970.0,-29.0,,,,,1,1.0,1,1.0,0,67,0.67164177,59,0.6779661,0,,30,0.43333334,33,0.4848485,44,0.54545456,60,0.6166667,68,0.6617647,0,,0,,29,0,0,28
15293481417,139425870,6818,0,1035,43500.0,1,69,6818.0,6817,2,6,96 162,,-1,,96,162,-1,-1,-1,-1,0,,,,0,,15293481000.0,457.0,,,,,1,1.0,1,1.0,0,68,0.6764706,60,0.68333334,1,0.0,4,1.0,34,0.5,45,0.5555556,61,0.6229508,69,0.6666667,0,,0,,4,0,0,4
13112135096,139601840,868,0,177,9000.0,1,70,868.0,868,0,2,137 88 38 29,,-1,,137,88,38,29,-1,-1,0,,,,0,,13112135000.0,440.0,,,,,1,1.0,1,1.0,0,69,0.6666667,61,0.6721311,0,,0,,6,0.6666667,8,0.875,62,0.61290324,70,0.6571429,0,,0,,19,0,0,19
215395830,141376670,3641,0,32,9000.0,1,71,3641.0,3641,2,5,180,,-1,,180,-1,-1,-1,-1,-1,0,,,,0,,215395820.0,6.0,,,,,1,1.0,1,1.0,0,70,0.67142856,62,0.67741936,1,0.0,31,0.4516129,35,0.4857143,46,0.54347825,63,0.61904764,71,0.6619718,0,,0,,30,0,0,29
5270036398,146723550,541,0,3576,16000.0,1,72,541.0,541,3,2,62 90 142 81 29,,-1,,62,90,142,81,29,-1,0,,,,0,,,,,,,,2,inf,2,inf,0,930,0.6333333,836,0.65311,22,0.72727275,3,0.6666667,3,1.0,30,0.7,19,0.7894737,938,0.62366736,0,,0,,179,0,0,177
6050448683,146723550,10287,0,5653,43250.0,1,73,10287.0,10284,0,6,1,,-1,,1,-1,-1,-1,-1,-1,0,,,,1,0.0,5270036500.0,780412200.0,16000.0,27250.0,0.0,,2,2.0,2,2.0,780412285,931,0.63265306,837,0.65232974,19,0.57894737,459,0.59477127,491,0.5947047,702,0.5982906,861,0.6132404,939,0.6230032,1,0.0,1,0.0,99,1,0,98
2630096013,147715240,900,0,628,15000.0,1,74,900.0,900,0,2,2 107 92 29,,-1,,2,107,92,29,-1,-1,0,,,,0,,2630096100.0,-115.0,,,,,1,1.0,1,1.0,0,73,0.6712329,65,0.6769231,2,1.0,2,1.0,6,1.0,9,0.8888889,65,0.63076925,74,0.6621622,0,,0,,21,0,0,21
96139296,148603670,2907,0,57,22333.0,1,75,2907.0,2907,1,4,74 171 162 38,,-1,,74,171,162,38,-1,-1,0,,,,0,,96139300.0,0.0,,,,,1,1.0,1,1.0,0,74,0.6756757,66,0.6818182,1,1.0,0,,6,1.0,4,1.0,66,0.6363636,75,0.6666667,0,,0,,1,0,0,1
