timestamp,user_id,content_id,content_type_id,task_container_id,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tag,target_enc_user_id,shiftdiff_timestamp_by_user_id,shiftdiff_timestamp_by_user_id_cap200k,study_time,count_enc_user_id,previous_5_ans,target_enc_content_id,past5_timestamp_vslast,past20_timestamp_vslast,elapsed_time_content_id,diff_shiftdiff_elapsed_time,mean_shiftdiff_timestamp_by_user_id_cap200k_by_user_id,diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_user_id,mean_study_time_by_user_id,diff_mean_study_time_by_user_id,user_rate_sum_part_2,user_rate_mean_part_2,diff_rate_mean_target_enc_part_2,user_rate_sum_part_5,user_rate_mean_part_5,diff_rate_mean_target_enc_part_5,previous_answer_index_content_id,previous_answer_content_id,qq_table2_mean,qq_table2_sum,qq_table2_max,qq_table2_min,qq_table2_last,content_rating,user_id_rating,rating_diff_content_user_id,prev_ans_te,mean_shiftdiff_timestamp_by_user_id_cap200k_by_content_id,diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_content_id,mean_study_time_by_content_id,diff_mean_study_time_by_content_id,"['user_id', 'part']_rating","rating_diff_content_['user_id', 'part']","mean_shiftdiff_timestamp_by_user_id_cap200k_by_['user_id', 'part']","diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_['user_id', 'part']","mean_study_time_by_['user_id', 'part']","diff_mean_study_time_by_['user_id', 'part']",mean_shiftdiff_timestamp_by_user_id_cap200k_by_part,diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_part,mean_study_time_by_part,diff_mean_study_time_by_part,target_enc_previous_5_ans,te_mean,te_max,te_min,te_std,te_peak
1280931,108310,6769,0,33,1.0,16000.0,1,6769,6769,0,6,-1,0.7352941,112462,112462,96462,34,81111,0.6666667,167647.0,900656.0,34172,78289,35845.83,76616.17,20385.857,76076.14,0.0,,,0.0,0.0,-0.6666667,-99,-99,0.8012451,16.024902,0.8188034,0.7826087,0.81325686,1194,1576,-312,0.8290076,178115.5,-65653.5,150615.5,-54153.5,1512,-318,112462.0,0.0,96462.0,0.0,174009.98,-61547.984,136626.7,-40164.703,0.7027027,0.70155454,0.7352941,0.6666667,0.034328114,0.06862742
1280931,108310,6771,0,33,1.0,16000.0,1,6771,6769,1,6,-1,0.74285716,112462,112462,96462,35,88111,0.6666667,140412.0,880707.0,33932,78529,37974.055,74487.945,22499.084,73962.914,0.0,,,0.0,0.0,-0.6666667,-99,-99,0.74520236,15.64925,0.7997497,0.6897133,0.7545414,1148,1580,-361,0.78555363,178115.5,-65653.5,150615.5,-54153.5,1516,-368,112462.0,0.0,96462.0,0.0,173882.81,-61420.812,136543.7,-40081.703,0.7395833,0.7163691,0.74285716,0.6666667,0.043074626,0.07619047
1280931,108310,6772,0,33,1.0,16000.0,1,6772,6769,0,6,-1,0.75,112462,112462,96462,36,88811,0.33333334,112462.0,541918.0,34227,78234,39987.242,72474.76,24498.082,71963.92,0.0,,,0.0,0.0,-0.33333334,-99,-99,0.7076101,15.567422,0.72435397,0.67494357,0.70640904,1445,1584,-69,0.732734,178115.5,-65653.5,150615.5,-54153.5,1520,-75,112462.0,0.0,96462.0,0.0,173756.17,-61294.17,136461.06,-39999.062,0.7258065,0.6030466,0.75,0.33333334,0.23389156,0.41666666
6961555275,138650,6650,0,611,0.0,22000.0,1,6650,6650,1,5,-1,0.7201405,34936,34936,12936,873,00111,,160735.0,86954810.0,29083,5852,96820.98,-61884.977,69258.125,-56322.125,13.833333,inf,,7.5,7.5,,-99,-99,0.34985378,19.941666,0.40632603,0.2720497,0.40186915,1608,1589,13,,34936.0,0.0,12936.0,0.0,1687,-79,56729.684,-21793.684,32623.768,-19687.768,61259.973,-26323.973,29352.826,-16416.826,0.54545456,0.63279754,0.7201405,0.54545456,0.123521626,0.17468596
6961583159,138650,8679,0,612,1.0,17000.0,1,8679,8679,3,5,-1,0.71929824,27884,27884,10884,874,00011,,150942.0,86941500.0,25747,2136,96742.195,-68858.195,69191.414,-58307.414,13.833333,0.4611111,,7.5,0.39473686,,-99,-99,0.85547644,7.6992884,0.8791541,0.8308458,0.878125,1289,1574,-265,,27884.0,0.0,10884.0,0.0,1668,-379,56598.566,-28714.566,32524.95,-21640.95,61220.05,-33336.05,29330.734,-18446.734,0.5641026,0.6417004,0.71929824,0.5641026,0.1097399,0.15519565
6961619271,138650,5677,0,613,1.0,18000.0,1,5677,5677,3,5,-1,0.7196262,36112,36112,18112,875,10001,,140222.0,86918200.0,27761,8350,96672.98,-60560.977,69133.1,-51021.1,13.833333,0.4611111,,7.5,0.39473686,,-99,-99,0.6544122,41.88238,0.7066246,0.6,0.64395607,1526,1579,-27,,36112.0,0.0,18112.0,0.0,1671,-145,56505.867,-20393.867,32459.732,-14347.732,61190.05,-25078.05,29317.33,-11205.33,0.62068963,0.6701579,0.7196262,0.62068963,0.06995871,0.09893656
6961666001,138650,5628,0,614,1.0,27000.0,1,5628,5628,1,5,-1,0.7199533,46730,46730,19730,876,11000,0.0,145662.0,86928490.0,28815,17914,96616.03,-49886.03,69076.77,-49346.773,13.833333,0.4611111,0.4611111,7.5,0.39473686,0.39473686,-99,-99,0.24420583,18.803848,0.34408602,0.17572464,0.2265625,1685,1594,127,,47813.332,-1083.332,14146.667,5583.333,1681,4,56461.832,-9731.832,32402.393,-12672.393,61172.797,-14442.797,29305.89,-9575.891,0.7058824,0.47527853,0.7199533,0.0,0.41166344,0.7199533
6961704393,138650,5673,0,615,0.0,38000.0,1,5673,5673,0,5,-1,0.7202797,38392,38392,392,877,11100,0.0,149118.0,86910030.0,26453,11938,96549.72,-58157.72,68998.54,-68606.54,13.833333,0.4611111,0.4611111,8.5,0.425,0.425,-99,-99,0.33271867,25.28662,0.4012158,0.2620321,0.36690646,1640,1616,43,,53901.0,-15509.0,15401.0,-15009.0,1697,-57,56380.8,-17988.8,32258.848,-31866.848,61145.645,-22753.645,29271.428,-28879.428,0.67346936,0.464583,0.7202797,0.0,0.4030209,0.7202797
6961721185,138650,9242,0,616,1.0,29000.0,1,9242,9242,2,5,-1,0.71944124,16792,16792,-12208,878,01110,,138026.0,86868400.0,31854,-15062,96458.984,-79666.984,68906.16,-81114.16,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.5734338,25.231089,0.6639344,0.5089286,0.5652174,1558,1602,-15,,16792.0,0.0,-12208.0,0.0,1678,-120,56204.066,-39412.066,32060.334,-44268.336,61092.844,-44300.844,29222.047,-41430.047,0.5777778,0.6486095,0.71944124,0.5777778,0.10017117,0.14166343
6961886389,138650,588,0,617,0.0,6000.0,1,588,588,1,2,-1,0.71976745,165204,165204,159204,879,10111,,267118.0,87004610.0,18864,146339,96537.1,68666.9,69008.766,90195.234,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.5770492,45.00984,0.66451615,0.44186047,0.5663176,1409,1617,-156,,165204.0,0.0,159204.0,0.0,1469,-60,50167.605,115036.39,25133.271,134070.73,57216.78,107987.22,33282.89,125921.11,0.67901236,0.69938993,0.71976745,0.67901236,0.028818203,0.040755093
6961938818,138650,500,0,618,0.0,12000.0,1,500,500,1,2,-1,0.7189315,52429,52429,40429,880,01011,,272817.0,87025140.0,18039,34389,96487.03,-44058.03,68976.33,-28547.328,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.4412105,33.531998,0.5416667,0.28756475,0.37261698,1492,1594,-49,,52429.0,0.0,40429.0,0.0,1450,42,50177.61,2251.3906,25200.951,15228.049,57203.945,-4774.9453,33302.05,7126.949,0.4848485,0.60188997,0.7189315,0.4848485,0.16552167,0.234083
6961969267,138650,1063,0,619,1.0,24000.0,1,1063,1063,3,2,-1,0.71809745,30449,30449,6449,881,00101,,264874.0,87021420.0,17780,12668,96412.164,-65963.164,68905.44,-62456.438,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.76807106,50.69269,0.8020202,0.7329193,0.784897,1302,1576,-258,,30449.0,0.0,6449.0,0.0,1436,-134,50090.7,-19641.7,25118.344,-18669.344,57132.41,-26683.41,33230.25,-26781.25,0.6,0.65904874,0.71809745,0.6,0.08350749,0.118097425
6961992782,138650,1074,0,620,0.0,4000.0,1,1074,1074,1,2,-1,0.7184241,23515,23515,19515,882,10010,,271597.0,87022070.0,18222,5292,96329.6,-72814.6,68849.5,-49334.5,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.5102004,40.305832,0.6312849,0.4004796,0.42986426,1516,1582,-21,,23515.0,0.0,19515.0,0.0,1446,70,49974.14,-26459.14,25093.768,-5578.7676,57042.76,-33527.76,33193.676,-13678.676,0.61904764,0.66873586,0.7184241,0.61904764,0.070269756,0.09937644
6962019697,138650,1350,0,621,0.0,17000.0,1,1350,1350,0,2,-1,0.7175926,26915,26915,9915,883,01001,,133308.0,87025170.0,16920,9994,96251.08,-69336.08,68782.83,-58867.83,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.7461084,55.21202,0.8360656,0.6479592,0.73521507,1341,1565,-203,,26915.0,0.0,9915.0,0.0,1433,-92,49873.445,-22958.445,25027.484,-15112.484,56962.637,-30047.637,33131.766,-23216.766,0.6818182,0.69970536,0.7175926,0.6818182,0.025296327,0.03577441
6962044740,138650,1114,0,622,0.0,19000.0,1,1114,1114,3,2,-1,0.716763,25043,25043,6043,884,00100,0.0,105922.0,87022790.0,18354,6688,96170.62,-71127.62,68711.94,-62668.938,13.833333,0.4611111,0.4611111,8.5,0.4047619,0.4047619,-99,-99,0.48992226,38.703857,0.5797753,0.39244187,0.42611337,1460,1541,-38,,60677.0,-35634.0,40677.0,-34634.0,1413,47,49765.49,-24722.488,24944.943,-18901.943,56877.97,-31834.969,33059.914,-27016.914,0.42105263,0.3792719,0.716763,0.0,0.36020344,0.716763
6962066691,138650,492,0,623,1.0,18000.0,1,492,492,0,2,-1,0.71593535,21951,21951,3951,885,00010,,97424.0,87016150.0,16472,5478,96086.85,-74135.85,68638.84,-64687.844,13.833333,0.44623655,,8.5,0.4047619,,-99,-99,0.8657347,45.883938,0.92282957,0.80625,0.8638743,1200,1523,-287,,21951.0,0.0,3951.0,0.0,1399,-199,49645.08,-27694.078,24854.06,-20903.06,56785.57,-34834.57,32982.906,-29031.906,0.42857143,0.5722534,0.71593535,0.42857143,0.20319697,0.28736392
6962088328,138650,507,0,624,0.0,15000.0,1,507,507,3,2,-1,0.716263,21637,21637,6637,886,10001,,95546.0,87008856.0,17470,4166,96002.914,-74365.914,68568.945,-61931.945,13.833333,0.44623655,,8.5,0.4047619,,-99,-99,0.5807974,45.302193,0.69187677,0.48870057,0.5419501,1514,1528,23,,21637.0,0.0,6637.0,0.0,1407,107,49524.35,-27887.352,24775.54,-18138.54,56692.83,-35055.83,32913.39,-26276.39,0.6333333,0.67479813,0.716263,0.6333333,0.058640134,0.08292967
6962117355,138650,556,0,625,0.0,14000.0,1,556,556,1,2,-1,0.71543777,29027,29027,15027,887,01000,,97658.0,87009420.0,20963,8063,95927.49,-66900.49,68508.65,-53481.65,13.833333,0.44623655,,8.5,0.4047619,,-99,-99,0.6562256,48.5607,0.7064935,0.57649666,0.6946565,1384,1513,-103,,29027.0,0.0,15027.0,0.0,1396,-12,49436.383,-20409.383,24733.7,-9706.699,56620.023,-27593.023,32866.32,-17839.32,0.45454547,0.58499163,0.71543777,0.45454547,0.18447872,0.2608923
6962141349,138650,1362,0,626,1.0,21000.0,1,1362,1362,0,2,-1,0.7146145,23994,23994,2994,888,00100,0.0,96609.0,746809.0,17957,6036,95846.58,-71852.58,68434.95,-65440.953,13.833333,0.44623655,0.44623655,8.5,0.4047619,0.4047619,-99,-99,0.59503835,45.81795,0.6486486,0.543379,0.5717439,1552,1492,111,,51671.5,-27677.5,31171.5,-28177.5,1379,173,49327.652,-25333.652,24640.795,-21646.795,56534.39,-32540.39,32787.914,-29793.914,0.4,0.37153816,0.7146145,0.0,0.35815644,0.7146145
7302040356,138650,5455,0,627,1.0,16000.0,1,5455,5455,1,5,-1,0.7149425,339899007,200000,184000,889,10010,,339973660.0,340608130.0,17671,182328,95963.6,104036.4,68564.805,115435.195,14.833333,0.46354166,,8.5,0.4047619,,-99,-99,0.416632,29.997505,0.52901024,0.30882353,0.40853658,1638,1513,141,,200000.0,0.0,184000.0,0.0,1689,-51,56843.16,143156.84,32735.623,151264.38,61258.01,138741.98,29406.088,154593.9,0.59090906,0.6529258,0.7149425,0.59090906,0.0877049,0.12403345
7302062960,138650,5979,0,628,1.0,9000.0,1,5979,5979,1,5,-1,0.7152698,22604,22604,13604,890,11001,,339974620.0,340583900.0,24107,-1503,95881.27,-73277.27,68503.12,-54899.117,14.833333,0.46354166,,8.5,0.4047619,,-99,-99,0.4907251,35.332207,0.5445705,0.45016077,0.50729334,1633,1535,121,,22604.0,0.0,13604.0,0.0,1703,-70,56691.66,-34087.66,32650.969,-19046.969,61212.105,-38608.105,29387.32,-15783.32,0.7567568,0.7360133,0.7567568,0.7152698,0.029335724,0.04148698
7302120093,138650,5855,0,629,0.0,10000.0,1,5855,5855,2,5,-1,0.7155963,57133,57133,47133,891,11100,,340002750.0,340599740.0,30578,26554,95837.83,-38704.83,68479.164,-21346.164,14.833333,0.46354166,,8.5,0.4047619,,-99,-99,0.48819017,28.315031,0.5368421,0.4339152,0.52986515,1708,1557,180,,57133.0,0.0,47133.0,0.0,1716,-8,56693.605,439.39453,32714.766,14418.234,61207.266,-4074.2656,29408.371,17724.629,0.66,0.68779814,0.7155963,0.66,0.039312515,0.055596292
7302142846,138650,9176,0,630,1.0,42000.0,1,9176,9176,2,5,-1,0.71477664,22753,22753,-19247,892,01110,0.0,340001500.0,340587600.0,20714,2038,95755.99,-73002.99,68380.92,-87627.92,14.833333,0.46354166,0.46354166,8.5,0.4047619,0.4047619,-99,-99,0.559582,6.714984,0.5973597,0.51862466,0.5494792,1508,1548,-20,,30308.5,-7555.5,5808.5,-25055.5,1699,-191,56544.742,-33791.742,32486.863,-51733.863,61161.703,-38408.703,29350.723,-48597.723,0.5869565,0.43391106,0.71477664,0.0,0.38117397,0.71477664
7302187781,138650,6171,0,631,0.0,12000.0,1,6171,6171,2,5,-1,0.715103,44935,44935,32935,893,10111,,147425.0,340604600.0,23096,21838,95699.14,-50764.14,68341.27,-35406.273,14.833333,0.46354166,,9.5,0.4318182,,-99,-99,0.42488277,22.94367,0.47723132,0.35152283,0.4378819,1651,1564,117,,44935.0,0.0,32935.0,0.0,1707,-56,56494.043,-11559.043,32488.82,446.1797,61142.5,-16207.5,29354.965,3580.0352,0.6707317,0.69291735,0.715103,0.6707317,0.03137521,0.044371247
7302219251,138650,5430,0,632,1.0,29000.0,1,5430,5430,1,5,-1,0.71428573,31470,31470,2470,894,01011,,156291.0,340599970.0,24209,7260,95627.375,-64157.375,68267.68,-65797.68,14.833333,0.46354166,,9.5,0.4318182,,-99,-99,0.6340711,45.01905,0.68720376,0.57363015,0.66592425,1501,1553,-31,,31470.0,0.0,2470.0,0.0,1689,-188,56385.242,-24915.242,32358.305,-29888.305,61107.426,-29637.426,29323.186,-26853.186,0.47058824,0.59243697,0.71428573,0.47058824,0.17232016,0.2436975
7302249669,138650,4414,0,633,1.0,16000.0,1,4414,4414,3,5,-1,0.7146119,30418,30418,14418,895,10101,0.0,129576.0,340583680.0,16129,14288,95554.6,-65136.6,68207.58,-53789.58,14.833333,0.46354166,0.46354166,9.5,0.4318182,0.4318182,-99,-99,0.76016706,44.849857,0.8081123,0.70642203,0.7563291,1410,1567,-140,,49868.5,-19450.5,-66631.5,81049.5,1697,-287,56272.832,-25854.832,32280.64,-17862.64,61071.195,-30653.195,29305.588,-14887.588,0.72,0.47820398,0.72,0.0,0.41414556,0.72
7302278059,138650,8169,0,634,1.0,17000.0,1,8169,8169,0,5,-1,0.71493727,28390,28390,11390,896,11010,,135213.0,340573660.0,22096,6293,95479.72,-67089.72,68144.234,-56754.234,14.833333,0.46354166,,10.5,0.45652175,,-99,-99,0.63401663,5.072133,0.71601206,0.59311426,0.59311426,1577,1577,22,,28390.0,0.0,11390.0,0.0,1702,-125,56152.65,-27762.648,32190.596,-20800.596,61032.656,-32642.656,29284.46,-17894.46,0.6451613,0.6800493,0.71493727,0.6451613,0.049339082,0.069776
7302325736,138650,3859,0,635,1.0,15000.0,1,3859,3859,2,5,-1,0.71526194,47677,47677,32677,897,11101,0.0,137955.0,340604540.0,19024,28652,95426.49,-47749.492,68104.74,-35427.742,14.833333,0.46354166,0.46354166,10.5,0.45652175,0.45652175,-99,-99,0.24969648,18.227842,0.3392283,0.19469027,0.24737601,1644,1594,68,,64105.0,-16428.0,39605.0,-6928.0,1712,-68,56116.27,-8439.27,32192.682,484.31836,61016.92,-13339.922,29288.457,3388.543,0.6825397,0.4659339,0.71526194,0.0,0.40384212,0.71526194
7302383273,138650,5595,0,636,1.0,33000.0,1,5595,5595,0,5,-1,0.7155859,57537,57537,24537,898,11110,0.0,164022.0,340496900.0,35589,21947,95384.34,-37847.344,68056.27,-43519.273,14.833333,0.46354166,0.46354166,11.5,0.47916666,0.47916666,-99,-99,0.4629858,31.94602,0.55172414,0.38547486,0.48622882,1629,1613,28,,29297.334,28239.666,4297.3335,20239.666,1725,-96,56122.344,1414.6562,32159.965,-7622.965,61012.83,-3475.8281,29282.867,-4745.867,0.7848101,0.500132,0.7848101,0.0,0.4345078,0.7848101
7302430892,138650,1238,0,637,0.0,45000.0,1,1238,1238,1,2,-1,0.71590906,47619,47619,2619,899,11111,,181223.0,340492060.0,19853,27765,95331.27,-47712.273,67983.57,-65364.57,14.833333,0.46354166,,12.5,0.5,,-99,-99,0.57524127,42.567852,0.6335404,0.49722221,0.60886073,1503,1631,-82,,47619.0,0.0,2619.0,0.0,1403,100,49320.383,-1701.3828,24547.086,-21928.086,56511.05,-8892.051,32708.94,-30089.94,0.7654321,0.74067056,0.7654321,0.71590906,0.035018086,0.049523056
7302460808,138650,1103,0,638,0.0,23000.0,1,1103,1103,1,2,-1,0.7150965,29916,29916,6916,900,01111,,182749.0,340491550.0,19012,10903,95258.67,-65342.67,67915.79,-60999.79,14.833333,0.46354166,,12.5,0.5,,-99,-99,0.5544102,39.917534,0.6872964,0.4750733,0.569378,1450,1611,-114,,29916.0,0.0,6916.0,0.0,1391,59,49238.16,-19322.16,24472.377,-17556.377,56441.613,-26525.613,32641.596,-25725.596,0.71428573,0.7146911,0.7150965,0.71428573,0.00057328143,0.0008107424
7302489322,138650,622,0,639,1.0,19000.0,1,622,622,1,2,-1,0.71428573,28514,28514,9514,901,00111,,163586.0,340496540.0,18644,9869,95184.67,-66670.67,67851.05,-58337.047,14.833333,0.46354166,,12.5,0.5,,-99,-99,0.58386374,43.205917,0.64856863,0.5,0.5294118,1459,1590,-92,,28514.0,0.0,9514.0,0.0,1378,81,49150.72,-20636.719,24409.262,-14895.262,56368.887,-27854.887,32581.367,-23067.367,0.53333336,0.6238096,0.71428573,0.53333336,0.12795265,0.18095237
7302518651,138650,559,0,640,1.0,18000.0,1,559,559,3,2,-1,0.71460927,29329,29329,11329,902,10011,,135378.0,340498940.0,18745,10583,95111.74,-65782.74,67788.45,-56459.453,14.833333,0.46354166,,12.5,0.5,,-99,-99,0.7257232,47.89773,0.7772567,0.6666667,0.75387263,1353,1602,-233,,29329.0,0.0,11329.0,0.0,1398,-45,49067.434,-19738.434,24354.303,-13025.303,56298.652,-26969.652,32526.166,-21197.166,0.6388889,0.6767491,0.71460927,0.6388889,0.053542387,0.07572037
7302555702,138650,1032,0,641,0.0,17000.0,1,1032,1032,0,2,-1,0.71493214,37051,37051,20051,903,11001,,124810.0,340510980.0,22939,14111,95047.516,-57996.516,67735.64,-47684.64,14.833333,0.46354166,,12.5,0.5,,-99,-99,0.594079,42.179607,0.65361446,0.52024925,0.61584455,1445,1608,-145,,37051.0,0.0,20051.0,0.0,1411,34,49017.156,-11966.156,24336.297,-4285.297,56248.79,-19197.79,32493.848,-12442.848,0.7631579,0.739045,0.7631579,0.71493214,0.03410076,0.04822576
7302581263,138650,716,0,642,1.0,25000.0,1,716,716,1,2,-1,0.7141243,25561,25561,561,904,01100,,120455.0,340514560.0,17162,8398,94970.734,-69409.734,67661.414,-67100.414,14.833333,0.46354166,,12.5,0.5,,-99,-99,0.63470644,43.160038,0.7126806,0.53956836,0.54269975,1489,1586,-70,,25561.0,0.0,561.0,0.0,1397,92,48919.42,-23358.422,24237.232,-23676.232,56169.492,-30608.492,32411.334,-31850.334,0.6666667,0.6903955,0.7141243,0.6666667,0.033557616,0.047457635
