timestamp,user_id,content_id,content_type_id,task_container_id,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,bundle_id,correct_answer,part,tag,target_enc_user_id,shiftdiff_timestamp_by_user_id,shiftdiff_timestamp_by_user_id_cap200k,study_time,count_enc_user_id,previous_5_ans,target_enc_content_id,past5_timestamp_vslast,past20_timestamp_vslast,past5_content_type_id_mean,past15_content_type_id_mean,elapsed_time_content_id,diff_shiftdiff_elapsed_time,mean_shiftdiff_timestamp_by_user_id_cap200k_by_user_id,diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_user_id,mean_study_time_by_user_id,diff_mean_study_time_by_user_id,user_rate_sum_part_2,user_rate_mean_part_2,diff_rate_mean_target_enc_part_2,user_rate_sum_part_5,user_rate_mean_part_5,diff_rate_mean_target_enc_part_5,previous_answer_content_id,previous_answer_index_content_id,ql_table2_mean,ql_table2_sum,ql_table2_max,ql_table2_min,ql_table2_last,qq_table2_mean,qq_table2_sum,qq_table2_max,qq_table2_min,qq_table2_last,user_id_rating,content_rating,rating_diff_content_user_id,mean_shiftdiff_timestamp_by_user_id_cap200k_by_content_id,diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_content_id,mean_study_time_by_content_id,diff_mean_study_time_by_content_id,"['user_id', 'part']_rating","rating_diff_content_['user_id', 'part']","mean_shiftdiff_timestamp_by_user_id_cap200k_by_['user_id', 'part']","diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_['user_id', 'part']","mean_study_time_by_['user_id', 'part']","diff_mean_study_time_by_['user_id', 'part']",mean_shiftdiff_timestamp_by_user_id_cap200k_by_part,diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_part,mean_study_time_by_part,diff_mean_study_time_by_part,target_enc_previous_5_ans,te_mean,te_max,te_min,te_std,te_peak
1280931,108310,6769,0,33,1.0,16000.0,1,6769,0,6,-1,0.72727275,112462,112462,96462.0,33,81111,0.6666667,167647.0,900656.0,0.0,0.0,34172.38671875,78289.61328125,37974.055,74487.945,22499.084,73962.914,0.0,,,0.0,0.0,-0.6666667,-99,-99,,,,,,0.8006129,15.211645,0.8188034,0.7826087,0.79196215,1532,1224,-254,178115.5,-65653.5,150615.5,-54153.5,1500,-276,112462.0,0.0,96462.0,0.0,173882.81,-61420.812,136543.7,-40081.703,0.70666665,0.70020205,0.72727275,0.6666667,0.030815858,0.060606062
1280931,108310,6771,0,33,1.0,16000.0,1,6769,1,6,-1,0.72727275,112462,112462,96462.0,33,88111,0.6666667,140412.0,880707.0,0.0,0.0,33932.1875,78529.8125,37974.055,74487.945,22499.084,73962.914,0.0,,,0.0,0.0,-0.6666667,-99,-99,,,,,,0.74183995,14.094958,0.78735006,0.6897133,0.7541371,1532,1200,-278,178115.5,-65653.5,150615.5,-54153.5,1500,-300,112462.0,0.0,96462.0,0.0,173882.81,-61420.812,136543.7,-40081.703,0.7395833,0.71117425,0.7395833,0.6666667,0.039033063,0.07291663
1280931,108310,6772,0,33,1.0,16000.0,1,6769,0,6,-1,0.75,0,0,-16000.0,36,11111,0.33333334,112462.0,541918.0,0.0,0.0,34227.5390625,-34227.5390625,36947.73,-36947.73,21458.568,-37458.57,0.0,,,0.0,0.0,-0.33333334,-99,-99,,,,,,0.7076101,15.567422,0.72435397,0.67494357,0.70640904,1543,1395,-91,150000.0,-150000.0,122500.0,-138500.0,1510,-115,84346.5,-84346.5,68346.5,-84346.5,173524.3,-173524.3,136229.19,-152229.19,0.7634855,0.6156063,0.7634855,0.33333334,0.2445485,0.43015215
6961555275,138650,6650,0,611,0.0,22000.0,1,6650,1,5,-1,0.7201405,34936,34936,12936.0,873,00111,,160735.0,86954810.0,0.0,0.0,29083.021484375,5852.978515625,96742.195,-61806.195,69191.414,-56255.414,13.833333,0.4611111,,7.5,0.39473686,,-99,-99,0.34121853,6.483152,0.39458954,0.31207675,0.3536932,0.34985378,19.941666,0.40632603,0.2720497,0.40186915,1610,1605,-2,34936.0,0.0,12936.0,0.0,1688,-83,56598.566,-21662.566,32524.95,-19588.95,61220.05,-26284.05,29330.734,-16394.734,0.54545456,0.63279754,0.7201405,0.54545456,0.123521626,0.17468596
6961583159,138650,8679,0,612,1.0,17000.0,1,8679,3,5,-1,0.7201405,27884,27884,10884.0,873,80011,,150942.0,86941500.0,0.0,0.0,25747.728515625,2136.271484375,96742.195,-68858.195,69191.414,-58307.414,13.833333,0.4611111,,7.5,0.39473686,,-99,-99,0.80869,15.365109,0.84976155,0.7398754,0.74489796,0.85547644,7.6992884,0.8791541,0.8308458,0.878125,1610,1295,-298,27884.0,0.0,10884.0,0.0,1688,-393,56598.566,-28714.566,32524.95,-21640.95,61220.05,-33336.05,29330.734,-18446.734,0.42857143,0.57435596,0.7201405,0.42857143,0.20617048,0.29156908
6961619271,138650,5677,0,613,1.0,18000.0,1,5677,3,5,-1,0.7196262,36112,36112,18112.0,875,10001,,140222.0,86918200.0,0.0,0.0,27761.736328125,8350.263671875,96549.72,-60437.72,68998.54,-50886.54,13.833333,0.4611111,,7.5,0.39473686,,-99,-99,0.6253978,11.882558,0.6462386,0.6022084,0.6316225,0.6544122,41.88238,0.7066246,0.6,0.64395607,1605,1496,-86,36112.0,0.0,18112.0,0.0,1681,-185,56380.8,-20268.8,32258.848,-14146.848,61145.645,-25033.645,29271.428,-11159.428,0.62068963,0.6701579,0.7196262,0.62068963,0.06995871,0.09893656
6961666001,138650,5628,0,614,1.0,27000.0,1,5628,1,5,-1,0.7196262,46730,46730,19730.0,875,81000,0.0,145662.0,86928490.0,0.0,0.0,28815.591796875,17914.408203125,96549.72,-49819.72,68998.54,-49268.54,13.833333,0.4611111,0.4611111,7.5,0.39473686,0.39473686,-99,-99,0.2338773,4.443669,0.252375,0.18277492,0.2354798,0.24420066,18.80345,0.34408602,0.17572464,0.23076923,1605,1693,116,47813.332,-1083.332,14146.667,5583.333,1681,12,56380.8,-9650.801,32258.848,-12528.848,61145.645,-14415.645,29271.428,-9541.428,0.75,0.4898754,0.75,0.0,0.4245163,0.75
6961704393,138650,5673,0,615,0.0,38000.0,1,5673,0,5,-1,0.7196262,38392,38392,392.0,875,88100,0.0,149118.0,86910030.0,0.0,0.0,26453.705078125,11938.294921875,96549.72,-58157.72,68998.54,-68606.54,13.833333,0.4611111,0.4611111,7.5,0.39473686,0.39473686,-99,-99,0.3186386,6.0541334,0.3629908,0.29027063,0.3109685,0.33223933,25.250189,0.4012158,0.2620321,0.34042552,1605,1618,32,53901.0,-15509.0,15401.0,-15009.0,1681,-63,56380.8,-17988.8,32258.848,-31866.848,61145.645,-22753.645,29271.428,-28879.428,0.625,0.44820872,0.7196262,0.0,0.39103302,0.7196262
6961721185,138650,9242,0,616,1.0,29000.0,1,9242,2,5,-1,0.71944124,16792,16792,-12208.0,878,01110,,138026.0,86868400.0,0.0,0.0,31854.623046875,-15062.623046875,96487.03,-79695.03,68976.33,-81184.33,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.49353105,9.3770895,0.56336087,0.44836065,0.45790815,0.5734338,25.231089,0.6639344,0.5089286,0.5652174,1613,1529,-63,16792.0,0.0,-12208.0,0.0,1683,-154,56204.066,-39412.066,32060.334,-44268.336,61092.844,-44300.844,29222.047,-41430.047,0.5777778,0.6486095,0.71944124,0.5777778,0.10017117,0.14166343
6961886389,138650,588,0,617,0.0,6000.0,1,588,1,2,-1,0.71944124,165204,165204,159204.0,878,80111,,267118.0,87004610.0,0.0,0.0,18864.771484375,146339.228515625,96487.03,68716.97,68976.33,90227.67,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.5263,9.9997,0.5919176,0.47350994,0.47350994,0.57648605,45.5424,0.66451615,0.44186047,0.5663176,1613,1409,-160,165204.0,0.0,159204.0,0.0,1481,-72,50177.61,115026.39,25200.951,134003.05,57203.945,108000.055,33302.05,125901.95,0.7407407,0.730091,0.7407407,0.71944124,0.015061008,0.021299481
6961938818,138650,500,0,618,0.0,12000.0,1,500,1,2,-1,0.71944124,52429,52429,40429.0,878,88011,,272817.0,87025140.0,0.0,0.0,18039.310546875,34389.689453125,96487.03,-44058.03,68976.33,-28547.328,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.40060592,7.611512,0.4587242,0.3306189,0.3306189,0.44212827,34.043877,0.5416667,0.28756475,0.41760722,1613,1507,-64,52429.0,0.0,40429.0,0.0,1481,26,50177.61,2251.3906,25200.951,15228.049,57203.945,-4774.9453,33302.05,7126.949,0.78125,0.7503456,0.78125,0.71944124,0.043705396,0.061808765
6961969267,138650,1063,0,619,1.0,24000.0,1,1063,3,2,-1,0.71809745,30449,30449,6449.0,881,00101,,264874.0,87021420.0,0.0,0.0,17780.001953125,12668.998046875,96251.08,-65802.08,68782.83,-62333.83,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.7562535,14.368816,0.79522616,0.7143817,0.7188222,0.76807106,50.69269,0.8020202,0.7329193,0.784897,1600,1305,-281,30449.0,0.0,6449.0,0.0,1465,-160,49873.445,-19424.445,25027.484,-18578.484,56962.637,-26513.637,33131.766,-26682.766,0.5833333,0.65071535,0.71809745,0.5833333,0.095292635,0.13476413
6961992782,138650,1074,0,620,0.0,4000.0,1,1074,1,2,-1,0.71809745,23515,23515,19515.0,881,80010,,271597.0,87022070.0,0.0,0.0,18222.205078125,5292.794921875,96251.08,-72736.08,68782.83,-49267.83,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.4736481,8.999314,0.5576923,0.4071936,0.4071936,0.5099262,40.284172,0.6312849,0.4004796,0.40604752,1600,1500,-59,23515.0,0.0,19515.0,0.0,1465,35,49873.445,-26358.445,25027.484,-5512.4844,56962.637,-33447.637,33131.766,-13616.766,0.5,0.6090487,0.71809745,0.5,0.15421818,0.21809745
6962019697,138650,1350,0,621,0.0,17000.0,1,1350,0,2,-1,0.71809745,26915,26915,9915.0,881,88001,,133308.0,87025170.0,0.0,0.0,16920.517578125,9994.482421875,96251.08,-69336.08,68782.83,-58867.83,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.7126955,13.541214,0.7718169,0.6694255,0.6737996,0.74684834,55.26678,0.8360656,0.6479592,0.7293233,1600,1341,-241,26915.0,0.0,9915.0,0.0,1465,-124,49873.445,-22958.445,25027.484,-15112.484,56962.637,-30047.637,33131.766,-23216.766,0.7647059,0.7414017,0.7647059,0.71809745,0.032957148,0.046608448
6962044740,138650,1114,0,622,0.0,19000.0,1,1114,3,2,-1,0.716763,25043,25043,6043.0,884,00100,0.0,105922.0,87022790.0,0.0,0.0,18354.794921875,6688.205078125,96002.914,-70959.914,68568.945,-62525.945,13.833333,0.4611111,0.4611111,8.5,0.4047619,0.4047619,-99,-99,0.47141448,8.956875,0.5205761,0.4339657,0.43659794,0.48992226,38.703857,0.5797753,0.39244187,0.42611337,1582,1453,-87,60677.0,-35634.0,40677.0,-34634.0,1453,0,49524.35,-24481.352,24775.54,-18732.54,56692.83,-31649.828,32913.39,-26870.39,0.42105263,0.3792719,0.716763,0.0,0.36020344,0.716763
6962066691,138650,492,0,623,1.0,18000.0,1,492,0,2,-1,0.716763,21951,21951,3951.0,884,80010,,97424.0,87016150.0,0.0,0.0,16472.087890625,5478.912109375,96002.914,-74051.914,68568.945,-64617.945,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.78576314,14.9295,0.83384144,0.7251595,0.754298,0.86519325,45.855244,0.92282957,0.80625,0.8319559,1582,1232,-332,21951.0,0.0,3951.0,0.0,1453,-221,49524.35,-27573.352,24775.54,-20824.54,56692.83,-34741.83,32913.39,-28962.39,0.5,0.6083815,0.716763,0.5,0.1532746,0.21676302
6962088328,138650,507,0,624,0.0,15000.0,1,507,3,2,-1,0.716763,21637,21637,6637.0,884,88001,,95546.0,87008856.0,0.0,0.0,17470.587890625,4166.412109375,96002.914,-74365.914,68568.945,-61931.945,13.833333,0.4611111,,8.5,0.4047619,,-99,-99,0.5677823,10.787864,0.6111111,0.533731,0.54223865,0.58170736,45.373173,0.69187677,0.48870057,0.54273504,1582,1464,-78,21637.0,0.0,6637.0,0.0,1453,11,49524.35,-27887.352,24775.54,-18138.54,56692.83,-35055.83,32913.39,-26276.39,0.7647059,0.74073446,0.7647059,0.716763,0.033900734,0.047942877
6962117355,138650,556,0,625,0.0,14000.0,1,556,1,2,-1,0.71543777,29027,29027,15027.0,887,01000,,97658.0,87009420.0,0.0,0.0,20963.50390625,8063.49609375,95963.6,-66936.6,68564.805,-53537.805,13.833333,0.44623655,,8.5,0.4047619,,-99,-99,0.63763684,12.1151,0.69524616,0.58896035,0.58896035,0.6562256,48.5607,0.7064935,0.57649666,0.6946565,1565,1402,-142,29027.0,0.0,15027.0,0.0,1441,-39,49327.652,-20300.652,24640.795,-9613.795,56534.39,-27507.39,32787.914,-17760.914,0.45454547,0.58499163,0.71543777,0.45454547,0.18447872,0.2608923
6962141349,138650,1362,0,626,1.0,21000.0,1,1362,0,2,-1,0.71543777,23994,23994,2994.0,887,80100,0.0,96609.0,746809.0,0.0,0.0,17957.181640625,6036.818359375,95963.6,-71969.6,68564.805,-65570.805,13.833333,0.44623655,0.44623655,8.5,0.4047619,0.4047619,-99,-99,0.5864964,11.143432,0.61018133,0.571137,0.5783201,0.59534484,45.24621,0.6486486,0.543379,0.6486486,1565,1498,-29,51671.5,-27677.5,31171.5,-28177.5,1441,57,49327.652,-25333.652,24640.795,-21646.795,56534.39,-32540.39,32787.914,-29793.914,0.42857143,0.38133642,0.71543777,0.0,0.36005023,0.71543777
7302040356,138650,5455,0,627,1.0,16000.0,1,5455,1,5,-1,0.71543777,339899007,200000,184000.0,887,88010,,339973660.0,340608130.0,0.0,0.0,17671.61328125,182328.38671875,95963.6,104036.4,68564.805,115435.195,13.833333,0.44623655,,8.5,0.4047619,,-99,-99,0.3879411,7.3708806,0.43545994,0.33590603,0.34527972,0.41674602,29.588968,0.52901024,0.30882353,0.44535518,1565,1629,82,200000.0,0.0,184000.0,0.0,1688,-59,56843.16,143156.84,32735.623,151264.38,61258.01,138741.98,29406.088,154593.9,0.5,0.6077189,0.71543777,0.5,0.1523375,0.21543777
7302062960,138650,5979,0,628,1.0,9000.0,1,5979,1,5,-1,0.7152698,22604,22604,13604.0,890,11001,,339974620.0,340583900.0,0.0,0.0,24107.61328125,-1503.61328125,95755.99,-73151.99,68380.92,-54776.92,14.833333,0.46354166,,8.5,0.4047619,,-99,-99,0.4662814,8.859347,0.49372056,0.4103139,0.4773157,0.4907251,35.332207,0.5445705,0.45016077,0.50729334,1571,1594,46,22604.0,0.0,13604.0,0.0,1694,-100,56544.742,-33940.742,32486.863,-18882.863,61161.703,-38557.703,29350.723,-15746.723,0.7567568,0.7360133,0.7567568,0.7152698,0.029335724,0.04148698
7302120093,138650,5855,0,629,0.0,10000.0,1,5855,2,5,-1,0.7152698,57133,57133,47133.0,890,81100,,340002750.0,340599740.0,0.0,0.0,30578.080078125,26554.919921875,95755.99,-38622.992,68380.92,-21247.922,14.833333,0.46354166,,8.5,0.4047619,,-99,-99,0.47328925,8.992496,0.51117885,0.44281664,0.46974522,0.48706773,28.24993,0.5368421,0.4339152,0.51771957,1571,1678,133,57133.0,0.0,47133.0,0.0,1694,-16,56544.742,588.2578,32486.863,14646.137,61161.703,-4028.7031,29350.723,17782.277,0.6666667,0.6909683,0.7152698,0.6666667,0.034367595,0.048603117
7302142846,138650,9176,0,630,1.0,42000.0,1,9176,2,5,-1,0.7152698,22753,22753,-19247.0,890,88110,0.0,340001500.0,340587600.0,0.0,0.0,20714.173828125,2038.826171875,95755.99,-73002.99,68380.92,-87627.92,14.833333,0.46354166,0.46354166,8.5,0.4047619,0.4047619,-99,-99,0.5066526,9.6264,0.54243743,0.45979246,0.48809522,0.56070113,7.849816,0.5973597,0.51862466,0.5494792,1571,1516,-41,30308.5,-7555.5,5808.5,-25055.5,1694,-178,56544.742,-33791.742,32486.863,-51733.863,61161.703,-38408.703,29350.723,-48597.723,0.6857143,0.46699467,0.7152698,0.0,0.40469918,0.7152698
7302187781,138650,6171,0,631,0.0,12000.0,1,6171,2,5,-1,0.715103,44935,44935,32935.0,893,10111,,147425.0,340604600.0,0.0,0.0,23096.263671875,21838.736328125,95554.6,-50619.6,68207.58,-35272.58,14.833333,0.46354166,,9.5,0.4318182,,-99,-99,0.4161388,7.906637,0.44315788,0.37726244,0.4387755,0.42488277,22.94367,0.47723132,0.35152283,0.4378819,1581,1631,74,44935.0,0.0,32935.0,0.0,1695,-64,56272.832,-11337.832,32280.64,654.3594,61071.195,-16136.195,29305.588,3629.412,0.67901236,0.69705766,0.715103,0.67901236,0.025519917,0.036090612
7302219251,138650,5430,0,632,1.0,29000.0,1,5430,1,5,-1,0.715103,31470,31470,2470.0,893,81011,,156291.0,340599970.0,0.0,0.0,24209.841796875,7260.158203125,95554.6,-64084.6,68207.58,-65737.58,14.833333,0.46354166,,9.5,0.4318182,,-99,-99,0.5871,11.154901,0.6147698,0.5621118,0.56835204,0.6340711,45.01905,0.68720376,0.57363015,0.66592425,1581,1499,-63,31470.0,0.0,2470.0,0.0,1695,-196,56272.832,-24802.832,32280.64,-29810.64,61071.195,-29601.195,29305.588,-26835.588,0.75,0.73255146,0.75,0.715103,0.024675926,0.03489703
7302249669,138650,4414,0,633,1.0,16000.0,1,4414,3,5,-1,0.715103,30418,30418,14418.0,893,88101,0.0,129576.0,340583680.0,0.0,0.0,16129.3837890625,14288.6162109375,95554.6,-65136.6,68207.58,-53789.58,14.833333,0.46354166,0.46354166,9.5,0.4318182,0.4318182,-99,-99,0.72852206,13.841919,0.7643948,0.6939655,0.6939655,0.7598706,45.592236,0.8081123,0.70642203,0.7563291,1581,1393,-174,49868.5,-19450.5,-66631.5,81049.5,1695,-302,56272.832,-25854.832,32280.64,-17862.64,61071.195,-30653.195,29305.588,-14887.588,0.5277778,0.41429362,0.715103,0.0,0.3708127,0.715103
7302278059,138650,8169,0,634,1.0,17000.0,1,8169,0,5,-1,0.71493727,28390,28390,11390.0,896,11010,,135213.0,340573660.0,0.0,0.0,22096.111328125,6293.888671875,95384.34,-66994.34,68056.27,-56666.273,14.833333,0.46354166,,10.5,0.45652175,,-99,-99,0.5748948,10.923001,0.6509009,0.46485624,0.50784314,0.63401663,5.072133,0.71601206,0.59311426,0.59311426,1586,1518,-54,28390.0,0.0,11390.0,0.0,1692,-174,56122.344,-27732.344,32159.965,-20769.965,61012.83,-32622.828,29282.867,-17892.867,0.6451613,0.6800493,0.71493727,0.6451613,0.049339082,0.069776
7302325736,138650,3859,0,635,1.0,15000.0,1,3859,2,5,-1,0.71493727,47677,47677,32677.0,896,81101,0.0,137955.0,340604540.0,0.0,0.0,19024.15234375,28652.84765625,95384.34,-47707.344,68056.27,-35379.273,14.833333,0.46354166,0.46354166,10.5,0.45652175,0.45652175,-99,-99,0.24446352,4.644807,0.3202397,0.2200672,0.23400673,0.24969648,18.227842,0.3392283,0.19469027,0.24737601,1586,1621,54,64105.0,-16428.0,39605.0,-6928.0,1692,-71,56122.344,-8445.344,32159.965,517.03516,61012.83,-13335.828,29282.867,3394.1328,0.73913044,0.48468924,0.73913044,0.0,0.41992748,0.73913044
7302383273,138650,5595,0,636,1.0,33000.0,1,5595,0,5,-1,0.71493727,57537,57537,24537.0,896,88110,0.0,164022.0,340496900.0,0.0,0.0,35589.17578125,21947.82421875,95384.34,-37847.344,68056.27,-43519.273,14.833333,0.46354166,0.46354166,10.5,0.45652175,0.45652175,-99,-99,0.42724603,8.117675,0.45562598,0.37411234,0.3798828,0.46243423,31.907963,0.55172414,0.38547486,0.44809687,1586,1607,32,29297.334,28239.666,4297.3335,20239.666,1692,-85,56122.344,1414.6562,32159.965,-7622.965,61012.83,-3475.8281,29282.867,-4745.867,0.6857143,0.46688387,0.71493727,0.0,0.4045972,0.71493727
