,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,1000_time
1393396,11851012906,298845490,2331,0,42,0,0,27333.0,True,2331,2329,3,3,82 38 29 102,-1,,0
1393397,11851012906,298845490,2330,0,42,2,1,27333.0,True,2330,2329,2,3,136 38 29 102,-1,,0
1393398,11929194854,298845490,10999,0,43,0,1,20333.0,True,10999,10999,0,6,53,-1,,0
1393399,11929194854,298845490,11000,0,43,3,0,20333.0,True,11000,10999,2,6,180,-1,,0
1393400,11929194854,298845490,11001,0,43,3,0,20333.0,True,11001,10999,0,6,179,-1,,0
1393401,11929194854,298845490,11002,0,43,0,0,20333.0,True,11002,10999,3,6,27,-1,,0
1393402,11929439397,298845490,10047,0,44,3,0,36000.0,True,10047,10046,2,6,177,-1,,0
1393403,11929439397,298845490,10048,0,44,3,0,36000.0,True,10048,10046,2,6,27,-1,,0
1393404,11929439397,298845490,10049,0,44,1,0,36000.0,True,10049,10046,0,6,8,-1,,0
1393405,11929439397,298845490,10046,0,44,1,0,36000.0,True,10046,10046,3,6,147,-1,,0
1393406,11929572153,298845490,10753,0,45,3,1,34750.0,True,10753,10751,3,6,147,-1,,0
1393407,11929572153,298845490,10751,0,45,0,1,34750.0,True,10751,10751,0,6,27,-1,,0
1393408,11929572153,298845490,10752,0,45,1,0,34750.0,True,10752,10751,3,6,53,-1,,0
1393409,11929572153,298845490,10754,0,45,1,0,34750.0,True,10754,10751,2,6,1,-1,,0
1393410,11929695895,298845490,10205,0,46,0,0,24250.0,True,10205,10204,2,6,91,-1,,0
1393411,11929695895,298845490,10207,0,46,0,1,24250.0,True,10207,10204,0,6,159,-1,,0
1393412,11929695895,298845490,10204,0,46,3,1,24250.0,True,10204,10204,3,6,27,-1,,0
1393413,11929695895,298845490,10206,0,46,3,1,24250.0,True,10206,10204,3,6,4,-1,,0
1393414,11929818840,298845490,2064,0,47,1,1,26000.0,True,2064,2063,1,3,157 92 29,-1,,0
1393415,11929818840,298845490,2065,0,47,2,1,26000.0,True,2065,2063,2,3,136 162 92 29,-1,,0
1393416,11929818840,298845490,2063,0,47,2,0,26000.0,True,2063,2063,0,3,136 92 29,-1,,0
1393417,11929935665,298845490,2337,0,48,3,1,27666.0,True,2337,2335,3,3,157 92 102,-1,,0
1393418,11929935665,298845490,2335,0,48,2,0,27666.0,True,2335,2335,0,3,106 92 102,-1,,0
1393419,11929935665,298845490,2336,0,48,0,0,27666.0,True,2336,2335,1,3,161 92 102,-1,,0
1393420,11930060534,298845490,1617,0,49,0,1,27000.0,True,1617,1616,0,3,161 162 38 29,-1,,0
1393421,11930060534,298845490,1616,0,49,3,0,27000.0,True,1616,1616,1,3,106 38 29,-1,,0
1393422,11930060534,298845490,1618,0,49,2,0,27000.0,True,1618,1616,0,3,157 38 29,-1,,0
1393423,11931544842,298845490,1755,0,50,0,0,27000.0,True,1755,1754,1,3,161 92 29 102,-1,,0
1393424,11931544842,298845490,1756,0,50,1,0,27000.0,True,1756,1754,3,3,157 162 92 29 102,-1,,0
1393425,11931544842,298845490,1754,0,50,0,1,27000.0,True,1754,1754,0,3,74 92 29 102,-1,,0
1393426,11931789850,298845490,1604,0,51,0,0,61666.0,True,1604,1604,1,3,136 81 92,-1,,0
1393427,11931789850,298845490,1605,0,51,3,0,61666.0,True,1605,1604,1,3,74 81 92,-1,,0
1393428,11931789850,298845490,1606,0,51,3,1,61666.0,True,1606,1604,3,3,161 81 92,-1,,0
1393429,11932007901,298845490,3442,0,52,1,0,40333.0,True,3442,3441,2,4,157 12 81,-1,,0
1393430,11932007901,298845490,3441,0,52,2,0,40333.0,True,3441,3441,0,4,74 12 81,-1,,0
1393431,11932007901,298845490,3443,0,52,2,0,40333.0,True,3443,3441,1,4,82 12 81,-1,,0
1393432,11932362587,298845490,10735,0,53,3,0,23000.0,True,10735,10734,2,4,113 92 3,-1,,0
1393433,11932362587,298845490,10734,0,53,3,1,23000.0,True,10734,10734,3,4,74 92 3,-1,,0
1393434,11932362587,298845490,10736,0,53,1,1,23000.0,True,10736,10734,1,4,82 92 3,-1,,0
1393435,11932518367,298845490,3402,0,54,0,1,57000.0,True,3402,3402,0,4,106 144 81,-1,,0
1393436,11932518367,298845490,3404,0,54,1,0,57000.0,True,3404,3402,3,4,82 144 81,-1,,0
1393437,11932518367,298845490,3403,0,54,1,1,57000.0,True,3403,3402,1,4,136 144 81,-1,,0
1393438,11932709361,298845490,3272,0,55,0,0,26666.0,True,3272,3270,1,4,157 126 29,-1,,0
1393439,11932709361,298845490,3270,0,55,1,0,26666.0,True,3270,3270,0,4,106 126 29,-1,,0
1393440,11932709361,298845490,3271,0,55,2,1,26666.0,True,3271,3270,2,4,113 126 29,-1,,0
1393441,11932980031,298845490,3485,0,56,0,0,47666.0,True,3485,3483,1,4,157 12 92,-1,,0
1393442,11932980031,298845490,3484,0,56,1,0,47666.0,True,3484,3483,0,4,136 12 92,-1,,0
1393443,11932980031,298845490,3483,0,56,0,0,47666.0,True,3483,3483,3,4,74 12 92,-1,,0
1393444,11933098379,298845490,21926,1,57,-1,-1,,False,65535,-1,-1,6,,174,concept,0
1393445,11933305818,298845490,20307,1,58,-1,-1,,False,65535,-1,-1,6,,170,concept,0
1393446,12017810321,298845490,10073,0,59,0,0,45333.0,True,10073,10070,3,6,27,-1,,0
1393447,12017810321,298845490,10070,0,59,0,1,45333.0,True,10070,10070,0,6,1,-1,,0
1393448,12017810321,298845490,10072,0,59,1,0,45333.0,True,10072,10070,0,6,174,-1,,0
1393449,12017810321,298845490,10071,0,59,1,1,45333.0,True,10071,10070,1,6,53,-1,,0
1393450,12018068984,298845490,2704,0,61,3,1,21500.0,True,2704,2704,3,4,106 169 81,-1,,0
1393451,12018068984,298845490,2705,0,61,0,0,21500.0,True,2705,2704,2,4,136 169 81,-1,,0
1393452,12018068984,298845490,2706,0,61,3,1,21500.0,True,2706,2704,3,4,82 169 81,-1,,0
1393453,12018202473,298845490,10725,0,62,0,1,26333.0,True,10725,10725,0,4,106 92 3,-1,,0
1393454,12018202473,298845490,10727,0,62,3,0,26333.0,True,10727,10725,1,4,82 92 3,-1,,0
1393455,12018202473,298845490,10726,0,62,3,1,26333.0,True,10726,10725,3,4,74 92 3,-1,,0
1393456,12018315768,298845490,2589,0,63,1,1,27333.0,True,2589,2587,1,4,136 12 162 102,-1,,0
1393457,12018315768,298845490,2588,0,63,2,0,27333.0,True,2588,2587,3,4,161 12 162 102,-1,,0
1393458,12018315768,298845490,2587,0,63,1,0,27333.0,True,2587,2587,2,4,74 12 162 102,-1,,0
1393459,12018456650,298845490,11807,0,64,3,0,22666.0,True,11807,11806,2,4,136 67 29,-1,,0
1393460,12018456650,298845490,11806,0,64,1,1,22666.0,True,11806,11806,1,4,74 67 29,-1,,0
1393461,12018456650,298845490,11808,0,64,0,0,22666.0,True,11808,11806,2,4,136 67 29,-1,,0
1393462,12018577082,298845490,11608,0,65,2,0,29333.0,True,11608,11606,0,4,82 171 81,-1,,0
1393463,12018577082,298845490,11606,0,65,1,0,29333.0,True,11606,11606,3,4,74 171 81,-1,,0
1393464,12018577082,298845490,11607,0,65,1,0,29333.0,True,11607,11606,2,4,136 171 81,-1,,0
1393465,12021830044,298845490,10303,0,60,2,0,25333.0,True,10303,10300,3,6,47,-1,,0
1393466,12021830044,298845490,10301,0,60,2,0,25333.0,True,10301,10300,1,6,91,-1,,0
1393467,12021830044,298845490,10300,0,60,2,1,25333.0,True,10300,10300,2,6,27,-1,,0
1393468,12021830044,298845490,10302,0,60,3,1,25333.0,True,10302,10300,3,6,73,-1,,0
1393469,12022012227,298845490,11171,0,67,2,0,22250.0,True,11171,11171,0,6,27,-1,,0
1393470,12022012227,298845490,11173,0,67,0,0,22250.0,True,11173,11171,3,6,175,-1,,0
1393471,12022012227,298845490,11174,0,67,2,1,22250.0,True,11174,11171,2,6,1,-1,,0
1393472,12022012227,298845490,11172,0,67,2,0,22250.0,True,11172,11171,0,6,166,-1,,0
1393473,12022175957,298845490,10061,0,68,0,1,22250.0,True,10061,10058,0,6,128,-1,,0
1393474,12022175957,298845490,10060,0,68,2,0,22250.0,True,10060,10058,3,6,73,-1,,0
1393475,12022175957,298845490,10058,0,68,1,0,22250.0,True,10058,10058,2,6,27,-1,,0
1393476,12022175957,298845490,10059,0,68,2,1,22250.0,True,10059,10058,2,6,53,-1,,0
1393477,12022606186,298845490,7268,0,66,1,0,34000.0,True,7268,7265,0,7,97 16 35 117 122,-1,,0
1393478,12022606186,298845490,7267,0,66,1,0,34000.0,True,7267,7265,2,7,18 16 35 117 122,-1,,0
1393479,12022606186,298845490,7266,0,66,1,0,34000.0,True,7266,7265,3,7,118 16 35 117 122,-1,,0
1393480,12022606186,298845490,7269,0,66,1,1,34000.0,True,7269,7265,1,7,39 16 35 117 122,-1,,0
1393481,12022606186,298845490,7265,0,66,2,1,34000.0,True,7265,7265,2,7,145 16 35 117 122,-1,,0
1393482,12022621423,298845490,7745,0,69,1,0,26000.0,True,7745,7744,2,7,118 0 146 63 122,-1,,0
1393483,12022621423,298845490,7744,0,69,1,0,26000.0,True,7744,7744,3,7,97 0 146 63 122,-1,,0
1393484,12022621423,298845490,7746,0,69,1,0,26000.0,True,7746,7744,0,7,97 0 146 63 122,-1,,0
1393485,12022621423,298845490,7747,0,69,1,0,26000.0,True,7747,7744,2,7,97 0 146 63 122,-1,,0
1393486,12022621423,298845490,7748,0,69,1,1,26000.0,True,7748,7744,1,7,97 0 146 63 122,-1,,0
1393487,12022678895,298845490,7347,0,70,1,0,1800.0,True,7347,7346,2,7,97 37 21 162,-1,,0
1393488,12022678895,298845490,7346,0,70,3,1,1800.0,True,7346,7346,3,7,37 153 21 162,-1,,0
1393489,12022718828,298845490,3625,1,71,-1,-1,,False,65535,-1,-1,6,,26,concept,0
1393490,12022838671,298845490,15256,1,72,-1,-1,,False,65535,-1,-1,6,,72,concept,0
1393491,12193321360,298845490,7014,0,73,3,1,26000.0,True,7014,7011,3,7,184 19 21,-1,,0
1393492,12193321360,298845490,7012,0,73,1,0,26000.0,True,7012,7011,3,7,97 184 21,-1,,0
1393493,12193321360,298845490,7011,0,73,3,0,26000.0,True,7011,7011,2,7,76 184 21,-1,,0
1393494,12193321360,298845490,7013,0,73,1,0,26000.0,True,7013,7011,0,7,97 184 21,-1,,0
1393495,12194514313,298845490,6986,0,74,2,1,47500.0,True,6986,6986,2,7,39 77 42 35 122,-1,,0
1393496,12194514313,298845490,6989,0,74,1,0,47500.0,True,6989,6986,2,7,145 77 42 35 122,-1,,0
1393497,12194514313,298845490,6990,0,74,2,0,47500.0,True,6990,6986,3,7,97 77 42 35 122,-1,,0
1393498,12194514313,298845490,6988,0,74,3,0,47500.0,True,6988,6986,2,7,118 77 42 35 122,-1,,0
1393499,12194514313,298845490,6987,0,74,0,0,47500.0,True,6987,6986,3,7,97 77 42 35 122,-1,,0
1393500,12194566881,298845490,11693,0,75,1,0,64800.0,True,11693,11689,2,7,98 39 117 87 122,-1,,0
1393501,12194566881,298845490,11689,0,75,3,0,64800.0,True,11689,11689,0,7,98 76 117 87 122,-1,,0
1393502,12194566881,298845490,11692,0,75,0,1,64800.0,True,11692,11689,0,7,98 97 117 87 122,-1,,0
1393503,12194566881,298845490,11690,0,75,3,0,64800.0,True,11690,11689,2,7,98 117 87 122 165,-1,,0
1393504,12194566881,298845490,11691,0,75,0,1,64800.0,True,11691,11689,0,7,98 117 87 122 165,-1,,0
1393505,12194664829,298845490,3194,0,76,2,1,7800.0,True,3194,3192,2,4,161 144 29,-1,,0
1393506,12194664829,298845490,3193,0,76,1,1,7800.0,True,3193,3192,1,4,82 144 29,-1,,0
1393507,12194664829,298845490,3192,0,76,3,0,7800.0,True,3192,3192,0,4,106 144 29,-1,,0
1393508,12194760003,298845490,3114,0,77,2,0,24666.0,True,3114,3114,1,4,106 150 38,-1,,0
1393509,12194760003,298845490,3116,0,77,3,1,24666.0,True,3116,3114,3,4,157 150 38,-1,,0
1393510,12194760003,298845490,3115,0,77,2,0,24666.0,True,3115,3114,0,4,82 150 38,-1,,0
1393511,12194859147,298845490,3180,0,78,0,0,22666.0,True,3180,3180,1,4,161 83 29,-1,,0
1393512,12194859147,298845490,3181,0,78,2,1,22666.0,True,3181,3180,2,4,136 83 29,-1,,0
1393513,12194859147,298845490,3182,0,78,2,0,22666.0,True,3182,3180,3,4,157 83 29,-1,,0
1393514,12194925755,298845490,2683,0,79,1,1,26000.0,True,2683,2683,1,4,74 169 92,-1,,0
1393515,12194925755,298845490,2685,0,79,1,0,26000.0,True,2685,2683,3,4,82 169 92,-1,,0
1393516,12194925755,298845490,2684,0,79,3,0,26000.0,True,2684,2683,0,4,136 169 92,-1,,0
1393517,12195024590,298845490,2756,0,80,0,1,17333.0,True,2756,2755,0,4,113 144 81,-1,,0
1393518,12195024590,298845490,2757,0,80,2,1,17333.0,True,2757,2755,2,4,82 144 81,-1,,0
1393519,12195024590,298845490,2755,0,80,1,0,17333.0,True,2755,2755,3,4,74 144 81,-1,,0
1393520,12195190186,298845490,6602,0,81,1,1,25333.0,True,6602,6601,1,6,8 162,-1,,0
1393521,12195190186,298845490,6604,0,81,0,0,25333.0,True,6604,6601,2,6,73 162,-1,,0
1393522,12195190186,298845490,6603,0,81,2,0,25333.0,True,6603,6601,0,6,27 162,-1,,0
1393523,12195190186,298845490,6601,0,81,2,1,25333.0,True,6601,6601,2,6,109 162,-1,,0
1393524,12195362488,298845490,10882,0,82,3,1,33500.0,True,10882,10879,3,6,179,-1,,0
1393525,12195362488,298845490,10881,0,82,3,0,33500.0,True,10881,10879,2,6,64,-1,,0
1393526,12195362488,298845490,10880,0,82,0,1,33500.0,True,10880,10879,0,6,27,-1,,0
1393527,12195362488,298845490,10879,0,82,0,0,33500.0,True,10879,10879,1,6,14,-1,,0
1393528,12195457383,298845490,10237,0,83,0,0,36000.0,True,10237,10236,3,6,147,-1,,0
1393529,12195457383,298845490,10236,0,83,0,0,36000.0,True,10236,10236,1,6,27,-1,,0
1393530,12195457383,298845490,10238,0,83,3,0,36000.0,True,10238,10236,2,6,1,-1,,0
1393531,12195457383,298845490,10239,0,83,1,0,36000.0,True,10239,10236,3,6,116,-1,,0
1393532,12195507559,298845490,10044,0,84,1,0,18000.0,True,10044,10042,2,6,177,-1,,0
1393533,12195507559,298845490,10043,0,84,3,1,18000.0,True,10043,10042,3,6,109,-1,,0
1393534,12195507559,298845490,10045,0,84,0,1,18000.0,True,10045,10042,0,6,27,-1,,0
1393535,12195507559,298845490,10042,0,84,0,0,18000.0,True,10042,10042,1,6,127,-1,,0
1393536,12195524516,298845490,10052,1,85,-1,-1,,False,65535,-1,-1,7,,0,concept,0
1393537,12195535228,298845490,32146,1,86,-1,-1,,False,65535,-1,-1,7,,0,solving question,0
1393538,12282739688,298845490,17519,1,88,-1,-1,,False,65535,-1,-1,7,,97,concept,0
1393539,12282750259,298845490,20590,1,89,-1,-1,,False,65535,-1,-1,7,,145,concept,0
1393540,12282834790,298845490,3179,0,90,1,0,10250.0,True,3179,3177,3,4,161 150 162 81,-1,,0
1393541,12282834790,298845490,3177,0,90,1,1,10250.0,True,3177,3177,1,4,136 150 162 81,-1,,0
1393542,12282834790,298845490,3178,0,90,1,0,10250.0,True,3178,3177,3,4,136 150 162 81,-1,,0
1393543,12283323627,298845490,2617,0,91,0,1,22666.0,True,2617,2617,0,4,136 169 162 81,-1,,0
1393544,12283323627,298845490,2618,0,91,3,0,22666.0,True,2618,2617,1,4,136 169 162 81,-1,,0
1393545,12283323627,298845490,2619,0,91,0,0,22666.0,True,2619,2617,1,4,82 169 162 81,-1,,0
1393546,12283404098,298845490,3367,0,92,1,1,17333.0,True,3367,3366,1,4,136 183 162 81,-1,,0
1393547,12283404098,298845490,3366,0,92,0,1,17333.0,True,3366,3366,0,4,106 183 162 81,-1,,0
1393548,12283404098,298845490,3368,0,92,1,0,17333.0,True,3368,3366,2,4,136 183 162 81,-1,,0
1393549,12283504440,298845490,2573,0,93,3,1,18333.0,True,2573,2572,3,4,161 171 162 38,-1,,0
1393550,12283504440,298845490,2572,0,93,3,0,18333.0,True,2572,2572,0,4,106 171 162 38,-1,,0
1393551,12283504440,298845490,2574,0,93,3,1,18333.0,True,2574,2572,3,4,136 171 162 38,-1,,0
1393552,12283598277,298845490,3139,0,94,0,1,25000.0,True,3139,3138,0,4,113 67 92,-1,,0
1393553,12283598277,298845490,3140,0,94,0,1,25000.0,True,3140,3138,0,4,157 67 92,-1,,0
1393554,12283598277,298845490,3138,0,94,3,0,25000.0,True,3138,3138,2,4,106 67 92,-1,,0
1393555,12283684285,298845490,10078,0,95,2,0,24666.0,True,10078,10078,0,6,14,-1,,0
1393556,12283684285,298845490,10079,0,95,3,0,24666.0,True,10079,10078,2,6,181,-1,,0
1393557,12283684285,298845490,10080,0,95,3,0,24666.0,True,10080,10078,1,6,73,-1,,0
1393558,12283684285,298845490,10081,0,95,1,0,24666.0,True,10081,10078,2,6,27,-1,,0
1393559,12283735151,298845490,10021,0,96,2,1,17000.0,True,10021,10021,2,6,54,-1,,0
1393560,12283735151,298845490,10022,0,96,1,0,17000.0,True,10022,10021,3,6,27,-1,,0
1393561,12283735151,298845490,10024,0,96,0,0,17000.0,True,10024,10021,1,6,73,-1,,0
1393562,12283735151,298845490,10023,0,96,3,0,17000.0,True,10023,10021,2,6,151,-1,,0
1393563,12283767331,298845490,11625,0,97,0,0,11000.0,True,11625,11623,3,6,109,-1,,0
1393564,12283767331,298845490,11623,0,97,2,1,11000.0,True,11623,11623,2,6,1,-1,,0
1393565,12283767331,298845490,11624,0,97,1,1,11000.0,True,11624,11623,1,6,86,-1,,0
1393566,12283767331,298845490,11626,0,97,0,0,11000.0,True,11626,11623,1,6,27,-1,,0
1393567,12283816975,298845490,6879,0,98,3,0,6000.0,True,6879,6877,2,6,27,-1,,0
1393568,12283816975,298845490,6880,0,98,1,0,6000.0,True,6880,6877,0,6,73,-1,,0
1393569,12283816975,298845490,6878,0,98,0,0,6000.0,True,6878,6877,1,6,65,-1,,0
1393570,12283816975,298845490,6877,0,98,0,0,6000.0,True,6877,6877,2,6,96,-1,,0
1393571,12283845715,298845490,11575,0,87,3,0,10500.0,True,11575,11575,2,7,118 42 160 154 122,-1,,0
1393572,12283845715,298845490,11579,0,87,0,0,10500.0,True,11579,11575,3,7,42 160 154 122 165,-1,,0
1393573,12283845715,298845490,11578,0,87,1,0,10500.0,True,11578,11575,0,7,118 42 160 154 122,-1,,0
1393574,12283845715,298845490,11577,0,87,0,1,10500.0,True,11577,11575,0,7,42 160 154 122 165,-1,,0
1393575,12283845715,298845490,11576,0,87,1,1,10500.0,True,11576,11575,1,7,145 42 160 154 122,-1,,0
1393576,12283861982,298845490,7423,0,99,0,0,3200.0,True,7423,7421,3,7,39 42 46 135,-1,,0
1393577,12283861982,298845490,7421,0,99,1,0,3200.0,True,7421,7421,2,7,76 42 46 135,-1,,0
1393578,12283861982,298845490,7422,0,99,1,1,3200.0,True,7422,7421,1,7,97 42 46 135,-1,,0
1393579,12283861982,298845490,7424,0,99,0,0,3200.0,True,7424,7421,1,7,145 42 46 135,-1,,0
1393580,12283861982,298845490,7425,0,99,0,1,3200.0,True,7425,7421,0,7,118 42 46 135,-1,,0
1393581,12283876204,298845490,7150,0,100,3,0,2000.0,True,7150,7150,0,7,98 118 160 22 122 162,-1,,0
1393582,12283876204,298845490,7151,0,100,0,0,2000.0,True,7151,7150,3,7,98 97 160 22 122 162,-1,,0
1393583,12283876204,298845490,7152,0,100,3,1,2000.0,True,7152,7150,3,7,98 97 160 22 122 162,-1,,0
1393584,12367474493,298845490,20506,1,102,-1,-1,,False,65535,-1,-1,7,,184,concept,0
1393585,12367498892,298845490,29722,1,103,-1,-1,,False,65535,-1,-1,7,,184,solving question,0
1393586,12367779182,298845490,7684,0,101,3,0,1600.0,True,7684,7684,2,7,98 84 76 87 122,-1,,0
