,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,cumcount
1438472,203790,306874800,2946,0,2,0,0,28666.0,False,2946,2946,3,4,136 67 92,-1,,8
1438473,293801,306874800,2593,0,3,1,0,34000.0,False,2593,2593,3,4,136 103 102,-1,,9
1478560,0,317227250,6759,0,0,0,1,23500.0,True,6759,6757,0,6,27 162,-1,,0
1478561,0,317227250,6757,0,0,1,1,23500.0,True,6757,6757,1,6,8 162,-1,,1
1478562,0,317227250,6760,0,0,1,1,23500.0,True,6760,6757,1,6,54 162,-1,,2
1478563,0,317227250,6758,0,0,2,1,23500.0,True,6758,6757,2,6,127 162,-1,,3
1478564,189779,317227250,10079,0,1,0,0,23500.0,True,10079,10078,2,6,181,-1,,4
1478565,189779,317227250,10081,0,1,0,0,23500.0,True,10081,10078,2,6,27,-1,,5
1478566,189779,317227250,10080,0,1,1,1,23500.0,True,10080,10078,1,6,73,-1,,6
1478567,189779,317227250,10078,0,1,0,1,23500.0,True,10078,10078,0,6,14,-1,,7
1478568,394492,317227250,6616,0,2,1,1,25750.0,True,6616,6613,1,6,27,-1,,8
1478569,394492,317227250,6614,0,2,3,1,25750.0,True,6614,6613,3,6,73,-1,,9
1845858,0,399728380,2065,0,0,1,0,33333.0,False,2065,2063,2,3,136 162 92 29,-1,,0
1845859,0,399728380,2063,0,0,3,0,33333.0,False,2063,2063,0,3,136 92 29,-1,,1
1845860,0,399728380,2064,0,0,1,1,33333.0,False,2064,2063,1,3,157 92 29,-1,,2
1845861,17598070398,399728380,3364,0,1,3,0,33333.0,False,3364,3363,1,4,136 103 29,-1,,3
1845862,17598070398,399728380,3363,0,1,1,0,33333.0,False,3363,3363,3,4,74 103 29,-1,,4
1845863,17598070398,399728380,3365,0,1,0,0,33333.0,False,3365,3363,2,4,136 103 29,-1,,5
1845864,17598098666,399728380,8459,0,2,3,1,32333.0,False,8459,8459,3,5,147,-1,,6
1845865,21608255270,399728380,5946,0,4,1,1,23000.0,False,5946,5946,1,5,91,-1,,7
1845866,21608296908,399728380,5986,0,5,3,0,11000.0,True,5986,5986,0,5,72,-1,,8
1845867,21608334761,399728380,6318,0,6,0,1,18000.0,True,6318,6318,0,5,124,-1,,9
1870957,0,405719920,11582,0,0,3,1,60800.0,False,11582,11580,3,7,118 42 160 11 122,-1,,0
1870958,0,405719920,11580,0,0,1,0,60800.0,False,11580,11580,0,7,39 42 160 11 122,-1,,1
1870959,0,405719920,11584,0,0,3,0,60800.0,False,11584,11580,1,7,42 160 11 122 165,-1,,2
1870960,0,405719920,11583,0,0,0,0,60800.0,False,11583,11580,3,7,145 42 160 11 122,-1,,3
1870961,0,405719920,11581,0,0,3,0,60800.0,False,11581,11580,2,7,42 160 11 122 165,-1,,4
1870962,74405,405719920,414,0,1,1,0,60800.0,False,414,414,3,2,143 141 38 102,-1,,5
1870963,144767678,405719920,756,0,2,0,0,20000.0,True,756,756,3,2,143 114 38 81,-1,,6
1870964,289462266,405719920,877,0,3,1,0,18000.0,True,877,877,0,2,143 140 6 38 92,-1,,7
1870965,289495126,405719920,11930,0,4,1,1,22000.0,True,11930,11930,1,2,143 140 81 92,-1,,8
1870966,289516702,405719920,1036,0,5,1,0,15000.0,True,1036,1036,0,2,90 100 92 29,-1,,9
1961142,0,426421960,2948,0,0,3,0,29667.0,False,2948,2946,0,4,136 67 92,-1,,0
1961143,0,426421960,2946,0,0,2,0,29667.0,False,2946,2946,3,4,136 67 92,-1,,1
1961144,0,426421960,2947,0,0,0,0,29667.0,False,2947,2946,1,4,74 67 92,-1,,2
1961145,23684,426421960,5375,0,1,2,0,29667.0,False,5375,5375,1,5,133,-1,,3
1961146,122650,426421960,141,0,2,0,0,21000.0,False,141,141,2,1,131 111 81,-1,,4
1961147,157941,426421960,7877,0,3,0,1,22000.0,True,7877,7877,0,1,131 187 92,-1,,5
1961148,200199,426421960,142,0,4,3,1,22000.0,True,142,142,3,1,10 94 38,-1,,6
1961149,238880,426421960,10515,0,5,1,1,24000.0,True,10515,10515,1,1,10 164 81,-1,,7
1961150,270411,426421960,25,0,6,1,1,20000.0,True,25,25,1,1,9 10 81,-1,,8
1961151,297518,426421960,97,0,7,1,1,22000.0,True,97,97,1,1,131 93 162 29,-1,,9
2151898,0,465008840,7386,0,0,0,0,49200.0,True,7386,7386,3,7,42 18 35 117 122,-1,,0
2151899,0,465008840,7390,0,0,1,1,49200.0,True,7390,7386,1,7,39 42 35 117 122,-1,,1
2151900,0,465008840,7387,0,0,2,0,49200.0,True,7387,7386,3,7,97 42 35 117 122,-1,,2
2151901,0,465008840,7388,0,0,2,1,49200.0,True,7388,7386,2,7,145 42 35 117 122,-1,,3
2151902,0,465008840,7389,0,0,3,0,49200.0,True,7389,7386,0,7,97 42 35 117 122,-1,,4
2151903,360816,465008840,8067,0,1,1,1,49200.0,True,8067,8064,1,7,84 97 16 135,-1,,5
2151904,360816,465008840,8068,0,1,3,1,49200.0,True,8068,8064,3,7,84 145 16 135,-1,,6
2151905,360816,465008840,8064,0,1,3,1,49200.0,True,8064,8064,3,7,84 118 16 135,-1,,7
2151906,360816,465008840,8065,0,1,2,1,49200.0,True,8065,8064,2,7,84 76 16 135,-1,,8
2151907,360816,465008840,8066,0,1,1,0,49200.0,True,8066,8064,0,7,84 97 16 135,-1,,9
2162131,0,466978830,3365,0,0,0,0,32333.0,False,3365,3363,2,4,136 103 29,-1,,0
2162132,0,466978830,3363,0,0,1,0,32333.0,False,3363,3363,3,4,74 103 29,-1,,1
2162133,0,466978830,3364,0,0,0,0,32333.0,False,3364,3363,1,4,136 103 29,-1,,2
2162134,28136,466978830,4304,0,1,3,1,32333.0,False,4304,4304,3,5,79,-1,,3
2162135,136437,466978830,535,0,2,1,1,26000.0,False,535,535,1,2,62 138 41 162 38 92,-1,,4
2162136,172352,466978830,1387,0,3,3,0,15000.0,True,1387,1387,0,2,143 141 92 29,-1,,5
2162137,212291,466978830,962,0,4,3,1,18000.0,True,962,962,3,2,143 114 81 92,-1,,6
2162138,242434,466978830,1293,0,5,3,1,16000.0,True,1293,1293,3,2,143 141 38 102,-1,,7
2162139,266735,466978830,1004,0,6,3,1,17000.0,True,1004,1004,3,2,62 138 41 81 29,-1,,8
2162140,303516,466978830,236,0,7,1,0,16000.0,True,236,236,3,2,129 17 56 38 102,-1,,9
2206199,0,474578480,2064,0,0,1,1,7333.0,False,2064,2063,1,3,157 92 29,-1,,0
2206200,0,474578480,2063,0,0,3,0,7333.0,False,2063,2063,0,3,136 92 29,-1,,1
2206201,0,474578480,2065,0,0,1,0,7333.0,False,2065,2063,2,3,136 162 92 29,-1,,2
2206202,26204,474578480,824,0,1,3,0,7333.0,False,824,824,0,2,17 56 81 92,-1,,3
2206203,51710,474578480,5387,0,2,1,0,23000.0,False,5387,5387,0,5,152,-1,,4
2206204,77909,474578480,5254,0,3,1,0,23000.0,False,5254,5254,0,5,28,-1,,5
2206205,144261,474578480,5672,0,4,1,0,23000.0,False,5672,5672,0,5,134,-1,,6
2206206,238613,474578480,3737,0,5,2,0,63000.0,False,3737,3737,3,5,60,-1,,7
2206207,344089,474578480,8459,0,6,3,1,44000.0,True,8459,8459,3,5,147,-1,,8
2206208,412141,474578480,4710,0,7,0,1,63000.0,True,4710,4710,0,5,85,-1,,9
2274112,0,488313410,6850,0,0,0,1,69750.0,True,6850,6849,0,6,128,-1,,0
2274113,0,488313410,6851,0,0,1,0,69750.0,True,6851,6849,3,6,79,-1,,1
2274114,0,488313410,6852,0,0,1,1,69750.0,True,6852,6849,1,6,27,-1,,2
2274115,0,488313410,6849,0,0,2,0,69750.0,True,6849,6849,3,6,1,-1,,3
2274116,403288,488313410,6916,0,1,1,1,69750.0,True,6916,6916,1,6,1 162,-1,,4
2274117,403288,488313410,6918,0,1,0,1,69750.0,True,6918,6916,0,6,27 162,-1,,5
2274118,403288,488313410,6917,0,1,3,1,69750.0,True,6917,6916,3,6,55 162,-1,,6
2274119,403288,488313410,6919,0,1,0,1,69750.0,True,6919,6916,0,6,80 162,-1,,7
2274120,738297,488313410,6862,0,2,2,1,58000.0,True,6862,6861,2,6,147 162,-1,,8
2274121,738297,488313410,6861,0,2,2,0,58000.0,True,6861,6861,0,6,91 162,-1,,9
2284407,0,490724710,2383,0,0,1,0,24000.0,True,2383,2383,2,3,74 81 92,-1,,0
2284408,0,490724710,2384,0,0,2,1,24000.0,True,2384,2383,2,3,136 81 92,-1,,1
2284409,0,490724710,2385,0,0,1,1,24000.0,True,2385,2383,1,3,161 81 92,-1,,2
2284410,80836,490724710,2525,0,1,0,1,24000.0,True,2525,2524,0,3,82 38 81,-1,,3
2284411,80836,490724710,2526,0,1,0,1,24000.0,True,2526,2524,0,3,136 162 38 81,-1,,4
2284412,80836,490724710,2524,0,1,0,1,24000.0,True,2524,2524,0,3,74 38 81,-1,,5
2284413,181015,490724710,1719,0,2,1,1,22333.0,True,1719,1718,1,3,82 92 29,-1,,6
2284414,181015,490724710,1720,0,2,1,0,22333.0,True,1720,1718,3,3,113 162 92 29,-1,,7
2284415,181015,490724710,1718,0,2,1,0,22333.0,True,1718,1718,0,3,106 92 29,-1,,8
2284416,275712,490724710,2083,0,3,3,1,26666.0,True,2083,2081,3,3,82 81 92,-1,,9
2298208,0,492361750,2065,0,0,1,0,36666.0,False,2065,2063,2,3,136 162 92 29,-1,,0
2298209,0,492361750,2063,0,0,0,1,36666.0,False,2063,2063,0,3,136 92 29,-1,,1
2298210,0,492361750,2064,0,0,2,0,36666.0,False,2064,2063,1,3,157 92 29,-1,,2
2298211,92653,492361750,3365,0,1,2,1,36666.0,False,3365,3363,2,4,136 103 29,-1,,3
2298212,92653,492361750,3363,0,1,3,1,36666.0,False,3363,3363,3,4,74 103 29,-1,,4
2298213,92653,492361750,3364,0,1,1,1,36666.0,False,3364,3363,1,4,136 103 29,-1,,5
2298214,172900,492361750,2946,0,2,2,0,29333.0,False,2946,2946,3,4,136 67 92,-1,,6
2298215,172900,492361750,2947,0,2,1,1,29333.0,False,2947,2946,1,4,74 67 92,-1,,7
2298216,172900,492361750,2948,0,2,0,1,29333.0,False,2948,2946,0,4,136 67 92,-1,,8
2298217,284354,492361750,2595,0,3,0,1,25000.0,False,2595,2593,0,4,82 103 102,-1,,9
2510105,0,540042310,2947,0,0,3,0,26000.0,False,2947,2946,1,4,74 67 92,-1,,0
2510106,0,540042310,2948,0,0,3,0,26000.0,False,2948,2946,0,4,136 67 92,-1,,1
2510107,0,540042310,2946,0,0,1,0,26000.0,False,2946,2946,3,4,136 67 92,-1,,2
2510108,102974,540042310,2595,0,1,3,0,26000.0,False,2595,2593,0,4,82 103 102,-1,,3
2510109,102974,540042310,2593,0,1,3,1,26000.0,False,2593,2593,3,4,136 103 102,-1,,4
2510110,102974,540042310,2594,0,1,1,0,26000.0,False,2594,2593,2,4,161 103 102,-1,,5
2510111,131247,540042310,4492,0,2,0,0,33333.0,False,4492,4492,2,5,80,-1,,6
2510112,164761,540042310,4120,0,3,1,0,26000.0,False,4120,4120,0,5,123,-1,,7
2510113,179767,540042310,4696,0,4,0,1,31000.0,False,4696,4696,0,5,133,-1,,8
2510114,211992,540042310,6116,0,5,0,0,13000.0,False,6116,6116,3,5,23,-1,,9
2517395,0,540615900,7240,0,0,1,1,72000.0,True,7240,7240,1,7,76 37 21,-1,,0
2517396,0,540615900,7241,0,0,0,1,72000.0,True,7241,7240,0,7,37 153 21,-1,,1
2517397,0,540615900,7242,0,0,1,1,72000.0,True,7242,7240,1,7,97 37 21,-1,,2
2517398,0,540615900,7243,0,0,0,1,72000.0,True,7243,7240,0,7,118 37 21,-1,,3
2517399,360482,540615900,8160,0,1,2,1,72000.0,True,8160,8159,2,7,145 42 160 135 162,-1,,4
2517400,360482,540615900,8162,0,1,1,0,72000.0,True,8162,8159,0,7,118 42 160 135 162,-1,,5
2517401,360482,540615900,8161,0,1,3,0,72000.0,True,8161,8159,1,7,39 42 160 135 162,-1,,6
2517402,360482,540615900,8163,0,1,1,0,72000.0,True,8163,8159,2,7,97 42 160 135 162,-1,,7
2517403,360482,540615900,8159,0,1,0,0,72000.0,True,8159,8159,1,7,97 42 160 135 162,-1,,8
2517404,797882,540615900,7193,0,2,3,0,70200.0,True,7193,7190,1,7,98 84 39 135 162,-1,,9
2762814,0,586311560,11578,0,0,0,1,162000.0,True,11578,11575,0,7,118 42 160 154 122,-1,,0
2762815,0,586311560,11575,0,0,0,0,162000.0,True,11575,11575,2,7,118 42 160 154 122,-1,,1
2762816,0,586311560,11579,0,0,3,1,162000.0,True,11579,11575,3,7,42 160 154 122 165,-1,,2
2762817,0,586311560,11576,0,0,1,1,162000.0,True,11576,11575,1,7,145 42 160 154 122,-1,,3
2762818,0,586311560,11577,0,0,0,1,162000.0,True,11577,11575,0,7,42 160 154 122 165,-1,,4
2762819,264621,586311560,7463,0,1,1,1,162000.0,True,7463,7460,1,7,184 19 21,-1,,5
2762820,264621,586311560,7460,0,1,1,1,162000.0,True,7460,7460,1,7,118 184 21,-1,,6
2762821,264621,586311560,7462,0,1,1,1,162000.0,True,7462,7460,1,7,18 184 21,-1,,7
2762822,264621,586311560,7461,0,1,3,1,162000.0,True,7461,7460,3,7,118 184 21,-1,,8
2762823,530345,586311560,7219,0,2,0,0,58250.0,True,7219,7216,2,7,50 19 21,-1,,9
2819072,0,598456380,3365,0,0,3,0,24000.0,False,3365,3363,2,4,136 103 29,-1,,0
2819073,0,598456380,3364,0,0,3,0,24000.0,False,3364,3363,1,4,136 103 29,-1,,1
2819074,0,598456380,3363,0,0,3,1,24000.0,False,3363,3363,3,4,74 103 29,-1,,2
2819075,23151,598456380,651,0,1,3,1,24000.0,False,651,651,3,2,90 100 81 92,-1,,3
2819076,219224,598456380,3952,0,2,3,0,18000.0,False,3952,3952,2,5,73,-1,,4
2819077,346775,598456380,5593,0,3,0,1,51000.0,True,5593,5593,0,5,7,-1,,5
2819078,444340,598456380,5030,0,4,3,0,22000.0,True,5030,5030,0,5,127,-1,,6
2819079,565775,598456380,9989,0,5,0,0,37000.0,True,9989,9989,3,5,1,-1,,7
2819080,614074,598456380,5666,0,6,0,1,61000.0,True,5666,5666,0,5,116,-1,,8
2819081,666647,598456380,3870,0,7,0,1,9000.0,True,3870,3870,0,5,73,-1,,9
3101485,0,661318380,2064,0,0,1,1,34666.0,False,2064,2063,1,3,157 92 29,-1,,0
3101486,0,661318380,2063,0,0,3,0,34666.0,False,2063,2063,0,3,136 92 29,-1,,1
3101487,0,661318380,2065,0,0,2,1,34666.0,False,2065,2063,2,3,136 162 92 29,-1,,2
3101488,110719,661318380,3363,0,1,2,0,34666.0,False,3363,3363,3,4,74 103 29,-1,,3
3101489,110719,661318380,3365,0,1,0,0,34666.0,False,3365,3363,2,4,136 103 29,-1,,4
3101490,110719,661318380,3364,0,1,1,1,34666.0,False,3364,3363,1,4,136 103 29,-1,,5
3101491,361962,661318380,2947,0,2,0,0,33000.0,False,2947,2946,1,4,74 67 92,-1,,6
3101492,361962,661318380,2948,0,2,2,0,33000.0,False,2948,2946,0,4,136 67 92,-1,,7
3101493,361962,661318380,2946,0,2,2,0,33000.0,False,2946,2946,3,4,136 67 92,-1,,8
3101494,478774,661318380,2595,0,3,0,1,81333.0,False,2595,2593,0,4,82 103 102,-1,,9
3127682,0,671483840,3364,0,0,2,0,1000.0,False,3364,3363,1,4,136 103 29,-1,,0
3127683,0,671483840,3363,0,0,1,0,1000.0,False,3363,3363,3,4,74 103 29,-1,,1
3127684,0,671483840,3365,0,0,0,0,1000.0,False,3365,3363,2,4,136 103 29,-1,,2
3127685,63058,671483840,2947,0,1,1,1,1000.0,False,2947,2946,1,4,74 67 92,-1,,3
3127686,63058,671483840,2946,0,1,3,1,1000.0,False,2946,2946,3,4,136 67 92,-1,,4
3127687,63058,671483840,2948,0,1,3,0,1000.0,False,2948,2946,0,4,136 67 92,-1,,5
3127688,147409,671483840,2593,0,2,3,1,19666.0,False,2593,2593,3,4,136 103 102,-1,,6
3127689,147409,671483840,2595,0,2,1,0,19666.0,False,2595,2593,0,4,82 103 102,-1,,7
3127690,147409,671483840,2594,0,2,3,0,19666.0,False,2594,2593,2,4,161 103 102,-1,,8
3127691,161208,671483840,4492,0,3,1,0,27000.0,False,4492,4492,2,5,80,-1,,9
3222569,0,692635620,2946,0,0,2,0,27667.0,False,2946,2946,3,4,136 67 92,-1,,0
3222570,0,692635620,2948,0,0,0,1,27667.0,False,2948,2946,0,4,136 67 92,-1,,1
3222571,0,692635620,2947,0,0,3,0,27667.0,False,2947,2946,1,4,74 67 92,-1,,2
3222572,24049,692635620,777,0,1,1,1,27667.0,False,777,777,1,2,137 88 38 92,-1,,3
3222573,41507618581,692635620,11005,0,2,2,1,17000.0,False,11005,11003,2,6,27,-1,,4
3222574,41507618581,692635620,11003,0,2,1,0,17000.0,False,11003,11003,3,6,7,-1,,5
3222575,41507618581,692635620,11006,0,2,1,1,17000.0,False,11006,11003,1,6,53,-1,,6
3222576,41507618581,692635620,11004,0,2,3,1,17000.0,False,11004,11003,3,6,53,-1,,7
3222577,41507757816,692635620,10780,0,3,1,1,14250.0,True,10780,10779,1,6,27,-1,,8
3222578,41507757816,692635620,10779,0,3,1,1,14250.0,True,10779,10779,1,6,53,-1,,9
3292353,0,706609310,6908,0,0,2,0,124000.0,False,6908,6908,0,6,1,-1,,0
3292354,0,706609310,6911,0,0,3,1,124000.0,False,6911,6908,3,6,27,-1,,1
3292355,0,706609310,6910,0,0,3,1,124000.0,False,6910,6908,3,6,115,-1,,2
3292356,0,706609310,6909,0,0,0,1,124000.0,False,6909,6908,0,6,91,-1,,3
3292357,522912799,706609310,7218,0,1,2,1,124000.0,False,7218,7216,2,7,50 18 21,-1,,4
3292358,522912799,706609310,7219,0,1,3,0,124000.0,False,7219,7216,2,7,50 19 21,-1,,5
3292359,522912799,706609310,7216,0,1,2,0,124000.0,False,7216,7216,3,7,97 50 21,-1,,6
3292360,522912799,706609310,7217,0,1,1,0,124000.0,False,7217,7216,2,7,50 118 21,-1,,7
3292361,523334805,706609310,6790,0,2,1,1,31000.0,False,6790,6789,1,6,53 162,-1,,8
3292362,523334805,706609310,6789,0,2,1,0,31000.0,False,6789,6789,3,6,159 162,-1,,9
3310099,0,712394910,3365,0,0,3,0,31333.0,False,3365,3363,2,4,136 103 29,-1,,0
3310100,0,712394910,3364,0,0,3,0,31333.0,False,3364,3363,1,4,136 103 29,-1,,1
3310101,0,712394910,3363,0,0,3,1,31333.0,False,3363,3363,3,4,74 103 29,-1,,2
3310102,82887,712394910,2946,0,1,0,0,31333.0,False,2946,2946,3,4,136 67 92,-1,,3
3310103,82887,712394910,2947,0,1,3,0,31333.0,False,2947,2946,1,4,74 67 92,-1,,4
3310104,82887,712394910,2948,0,1,3,0,31333.0,False,2948,2946,0,4,136 67 92,-1,,5
3310105,245235,712394910,2594,0,2,0,0,26333.0,False,2594,2593,2,4,161 103 102,-1,,6
3310106,245235,712394910,2595,0,2,3,0,26333.0,False,2595,2593,0,4,82 103 102,-1,,7
3310107,245235,712394910,2593,0,2,1,0,26333.0,False,2593,2593,3,4,136 103 102,-1,,8
3310108,277550,712394910,4492,0,3,3,0,36333.0,False,4492,4492,2,5,80,-1,,9
3530844,0,749741980,960,0,1,1,1,,,960,960,1,2,148 32 92 29,-1,,0
3530845,90784882,749741980,5038,0,0,3,0,21000.0,True,5038,5038,0,5,151,-1,,1
3530846,90805190,749741980,9490,0,3,3,1,23000.0,False,9490,9490,3,5,57,-1,,2
3530847,90864219,749741980,5182,0,4,0,1,16000.0,False,5182,5182,0,5,48,-1,,3
3530848,90892304,749741980,10633,0,5,1,1,55000.0,False,10633,10633,1,1,131 130 92,-1,,4
3530849,90922178,749741980,5345,0,6,0,1,24000.0,False,5345,5345,0,5,181,-1,,5
3530850,90950391,749741980,8921,0,7,0,1,25000.0,False,8921,8921,0,5,8,-1,,6
3530851,90965222,749741980,4920,0,8,0,1,24000.0,False,4920,4920,0,5,8,-1,,7
3530852,90986376,749741980,4094,0,9,2,0,11000.0,False,4094,4094,1,5,1,-1,,8
3530853,91016559,749741980,9136,0,10,0,1,17000.0,False,9136,9136,0,5,53,-1,,9
3713058,0,791040490,5692,0,1,0,0,,,5692,5692,3,5,151,-1,,0
3713059,248184671,791040490,128,0,0,0,1,34000.0,False,128,128,0,1,131 149 92,-1,,1
3713060,678834369,791040490,7860,0,2,2,0,24000.0,False,7860,7860,0,1,131 104 81,-1,,2
3713061,678853776,791040490,7922,0,3,1,1,21000.0,False,7922,7922,1,1,131 149 92,-1,,3
3713062,678873985,791040490,156,0,4,2,1,17000.0,False,156,156,2,1,131 101 162 38,-1,,4
