timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,bundle_id,correct_answer,part,tags,tag,type_of
1311931,477605950,10400,0,47,3,0,2000.0,True,10400,2,1,131 5 92,-1,
1343047,477605950,33,0,48,0,1,4000.0,True,33,0,1,131 93 162 38,-1,
1374206,477605950,148,0,49,3,0,3000.0,True,148,0,1,131 13 38,-1,
1401941,477605950,107,0,50,3,0,9000.0,True,107,1,1,10 70 81,-1,
1416664,477605950,10481,0,51,1,0,5000.0,True,10481,3,1,131 101 81,-1,
1433652,477605950,7911,0,52,0,1,2000.0,True,7911,0,1,131 130 38,-1,
1446461,477605950,34,0,53,0,0,7000.0,True,34,1,1,9 10 92,-1,
1460692,477605950,7942,0,54,0,1,3000.0,True,7942,0,1,131 40 38,-1,
1472265,477605950,10541,0,55,0,0,4000.0,True,10541,2,1,10 164 92,-1,
1488415,477605950,7876,0,56,0,0,2000.0,True,7876,3,1,10 94 92,-1,
1502764,477605950,166,0,57,1,1,3000.0,True,166,1,1,131 93 38,-1,
1512834,477605950,94,0,58,0,0,2000.0,True,94,2,1,131 5 162 38,-1,
1525322,477605950,10457,0,59,1,0,2000.0,True,10457,3,1,51 131 102,-1,
1539653,477605950,130,0,60,3,1,3000.0,True,130,3,1,131 99 38,-1,
1551920,477605950,69,0,61,0,0,1000.0,True,69,2,1,9 10 38,-1,
1563072,477605950,37,0,62,0,0,2000.0,True,37,1,1,131 40 81,-1,
1573268,477605950,10471,0,63,0,0,3000.0,True,10471,3,1,131 101 81,-1,
1587353,477605950,120,0,64,3,1,1000.0,True,120,3,1,61 110 102,-1,
1599013,477605950,88,0,65,0,0,3000.0,True,88,1,1,131 101 102,-1,
1610604,477605950,65,0,66,1,0,3000.0,True,65,2,1,131 36 102,-1,
1623213,477605950,10523,0,67,0,0,2000.0,True,10523,1,1,131 36 81,-1,
1640671,477605950,185,0,68,3,0,1000.0,True,185,0,1,131 111 81,-1,
1656520,477605950,7944,0,69,3,1,8000.0,True,7944,3,1,131 104 92,-1,
1669777,477605950,114,0,70,0,0,6000.0,True,114,1,1,131 36 92,-1,
1679623,477605950,10589,0,71,0,0,2000.0,True,10589,1,1,131 5 38,-1,
1689804,477605950,7892,0,72,1,0,2000.0,True,7892,2,1,51 131 102,-1,
1701760,477605950,7899,0,73,1,1,1000.0,True,7899,1,1,10 94 38,-1,
1716844,477605950,43,0,74,0,0,2000.0,True,43,2,1,131 13 162 29,-1,
1729254,477605950,10579,0,75,1,0,3000.0,True,10579,2,1,131 187 102,-1,
1739042,477605950,80,0,76,1,0,3000.0,True,80,0,1,9 10 38,-1,
1750007,477605950,17,0,77,1,0,2000.0,True,17,0,1,131 93 162 29,-1,
1761984,477605950,89,0,78,1,1,2000.0,True,89,1,1,131 36 38,-1,
1772830,477605950,10553,0,79,1,0,3000.0,True,10553,0,1,131 99 29,-1,
1787686,477605950,7857,0,80,1,0,1000.0,True,7857,2,1,131 5 92,-1,
1797831,477605950,39,0,81,1,0,6000.0,True,39,0,1,10 94 38,-1,
1809760,477605950,7914,0,82,1,0,2000.0,True,7914,2,1,51 131 162 29,-1,
1822370,477605950,10629,0,83,1,0,2000.0,True,10629,2,1,131 187 92,-1,
1832053,477605950,7904,0,84,1,0,2000.0,True,7904,2,1,10 164 81,-1,
1843724,477605950,7,0,85,1,0,1000.0,True,7,0,1,61 110 162 29,-1,
1858024,477605950,7872,0,86,1,0,2000.0,True,7872,3,1,131 187 81,-1,
1917858,477605950,10538,0,87,1,0,3000.0,True,10538,2,1,131 40 29,-1,
1929411,477605950,64,0,88,1,0,29000.0,True,64,0,1,131 111 92,-1,
1942140,477605950,143,0,89,1,0,2000.0,True,143,2,1,131 104 81,-1,
1956223,477605950,141,0,90,1,0,4000.0,True,141,2,1,131 111 81,-1,
1975036,477605950,10656,0,91,1,0,5000.0,True,10656,0,1,9 10 38,-1,
1989489,477605950,83,0,92,1,0,5000.0,True,83,3,1,61 110 38,-1,
2021830,477605950,31,0,93,1,1,2000.0,True,31,1,1,131 40 162 81,-1,
2053182,477605950,118,0,94,1,0,3000.0,True,118,2,1,131 104 38,-1,
2063441,477605950,10628,0,95,1,0,2000.0,True,10628,2,1,51 131 81,-1,
2080574,477605950,131,0,96,1,1,1000.0,True,131,1,1,131 111 162 81,-1,
2090829,477605950,99,0,97,1,0,8000.0,True,99,3,1,131 187 38,-1,
2109044,477605950,7969,0,98,1,0,1000.0,True,7969,3,1,131 149 162 38,-1,
2264671,477605950,10529,0,99,1,1,5000.0,True,10529,1,1,131 149 81,-1,
2419418,477605950,142,0,100,1,0,2000.0,True,142,3,1,10 94 38,-1,
2432872,477605950,125,0,101,1,0,1000.0,True,125,3,1,131 36 102,-1,
2447489,477605950,73,0,102,0,0,3000.0,True,73,1,1,131 93 162 29,-1,
2467778,477605950,10563,0,103,3,0,3000.0,True,10563,2,1,131 187 81,-1,
2487429,477605950,134,0,104,0,0,2000.0,True,134,2,1,131 104 92,-1,
2501925,477605950,59,0,105,0,0,3000.0,True,59,1,1,131 101 162 81,-1,
2522043,477605950,135,0,106,0,0,5000.0,True,135,3,1,131 40 162 81,-1,
2552511,477605950,10632,0,107,1,0,3000.0,True,10632,3,1,131 104 81,-1,
2605103,477605950,119,0,108,1,0,5000.0,True,119,0,1,51 131 102,-1,
2653097,477605950,28,0,109,3,0,4000.0,True,28,2,1,131 104 92,-1,
2679957,477605950,7871,0,110,0,0,5000.0,True,7871,1,1,131 5 38,-1,
2701831,477605950,10645,0,111,1,0,12000.0,True,10645,3,1,9 10 92,-1,
2729293,477605950,7984,0,112,1,0,6000.0,True,7984,0,1,131 104 81,-1,
2752593,477605950,19,0,113,1,0,7000.0,True,19,0,1,10 70 162 81,-1,
2821533,477605950,170,0,114,1,0,5000.0,True,170,2,1,131 149 29,-1,
2885303,477605950,10473,0,115,2,0,10000.0,True,10473,0,1,9 10 29,-1,
2901603,477605950,6,0,116,0,0,6000.0,True,6,2,1,10 94 162 92,-1,
2919689,477605950,164,0,117,3,0,7000.0,True,164,0,1,61 110 102,-1,
2950647,477605950,7893,0,118,0,0,9000.0,True,7893,1,1,131 104 38,-1,
3033112,477605950,10385,0,119,0,0,16000.0,True,10385,3,1,10 70 29,-1,
3044102,477605950,7903,0,120,0,0,7000.0,True,7903,1,1,10 94 92,-1,
3058059,477605950,55,0,121,0,0,2000.0,True,55,3,1,131 36 162 81,-1,
3101660,477605950,21,0,122,3,1,1000.0,True,21,3,1,9 10 162 81,-1,
3123578,477605950,10673,0,123,1,0,18000.0,True,10673,3,1,131 13 29,-1,
3137990,477605950,133,0,124,3,0,1000.0,True,133,0,1,131 93 38,-1,
3156174,477605950,149,0,125,0,0,3000.0,True,149,2,1,131 93 81,-1,
3170484,477605950,58,0,126,0,1,4000.0,True,58,0,1,10 164 92,-1,
3187657,477605950,10667,0,127,3,0,2000.0,True,10667,2,1,131 187 29,-1,
3202886,477605950,7917,0,128,0,0,7000.0,True,7917,3,1,9 10 162 92,-1,
3227756,477605950,63,0,129,0,0,4000.0,True,63,2,1,131 149 38,-1,
3349114,477605950,2,0,130,0,1,3000.0,True,2,0,1,131 101 162 92,-1,
3516816,477605950,10394,0,131,1,0,8000.0,True,10394,2,1,131 5 38,-1,
3529505,477605950,30,0,132,1,0,2000.0,True,30,0,1,51 131 162 38,-1,
3547063,477605950,7910,0,133,3,0,4000.0,True,7910,2,1,10 178 92,-1,
3563023,477605950,9,0,134,1,0,2000.0,True,9,3,1,10 164 81,-1,
3578971,477605950,10606,0,135,3,0,3000.0,True,10606,2,1,131 101 29,-1,
3598601,477605950,179,0,136,0,1,8000.0,True,179,0,1,131 36 29,-1,
3610069,477605950,7880,0,137,3,0,12000.0,True,7880,1,1,131 149 92,-1,
3622601,477605950,7975,0,138,1,0,3000.0,True,7975,3,1,131 36 162 38,-1,
3635452,477605950,10480,0,139,3,0,3000.0,True,10480,2,1,131 5 38,-1,
3669885,477605950,7894,0,140,3,0,2000.0,True,7894,0,1,9 10 92,-1,
3702526,477605950,7972,0,141,3,0,3000.0,True,7972,1,1,10 70 29,-1,
3716315,477605950,7967,0,142,3,0,3000.0,True,7967,2,1,131 13 92,-1,
3748096,477605950,10456,0,143,2,0,2000.0,True,10456,1,1,131 5 38,-1,
3767990,477605950,26,0,144,3,0,12000.0,True,26,1,1,131 104 162 92,-1,
3804333,477605950,7965,0,145,3,0,2000.0,True,7965,0,1,131 130 162 38,-1,
3843056,477605950,7897,0,146,3,0,4000.0,True,7897,0,1,61 110 162 92,-1,
3855453,477605950,10439,0,147,3,0,4000.0,True,10439,2,1,131 101 81,-1,
3870232,477605950,145,0,148,3,0,1000.0,True,145,0,1,9 10 162 38,-1,
3945053,477605950,7977,0,149,3,0,5000.0,True,7977,1,1,9 10 162 92,-1,
3963903,477605950,7970,0,150,0,1,7000.0,True,7970,0,1,9 10 162 81,-1,
4010910,477605950,10677,0,151,2,0,4000.0,True,10677,1,1,9 10 29,-1,
4050098,477605950,56,0,152,1,1,10000.0,True,56,1,1,61 110 162 92,-1,
4059793,477605950,7951,0,153,3,0,5000.0,True,7951,0,1,10 164 92,-1,
4085579,477605950,7976,0,154,3,1,2000.0,True,7976,3,1,131 93 81,-1,
4118631,477605950,10398,0,155,0,0,9000.0,True,10398,1,1,9 10 38,-1,
4148010,477605950,7968,0,156,3,0,5000.0,True,7968,2,1,10 164 29,-1,
4174166,477605950,7980,0,157,3,1,8000.0,True,7980,3,1,131 149 81,-1,
4205878,477605950,157,0,158,3,1,15000.0,True,157,3,1,131 5 38,-1,
4223142,477605950,10587,0,159,3,0,15000.0,True,10587,0,1,131 93 92,-1,
4231610,477605950,7933,0,160,3,0,2000.0,True,7933,2,1,10 178 38,-1,
4241900,477605950,124,0,161,2,0,1000.0,True,124,1,1,9 10 38,-1,
4259688,477605950,153,0,162,2,0,3000.0,True,153,0,1,10 178 38,-1,
4277576,477605950,10591,0,163,3,0,6000.0,True,10591,2,1,131 187 92,-1,
4356719,477605950,46,0,164,3,0,6000.0,True,46,2,1,131 104 162 92,-1,
4428596,477605950,186,0,165,3,0,16000.0,True,186,1,1,131 104 38,-1,
4447565,477605950,139,0,166,2,1,6000.0,True,139,2,1,131 130 162 38,-1,
4483895,477605950,10560,0,167,2,1,7000.0,True,10560,2,1,9 10 92,-1,
4511495,477605950,7909,0,168,0,1,10000.0,True,7909,0,1,131 5 81,-1,
4525133,477605950,7929,0,169,3,0,2000.0,True,7929,0,1,9 10 81,-1,
4550290,477605950,7913,0,170,2,0,5000.0,True,7913,3,1,10 70 162 92,-1,
4576399,477605950,10466,0,171,3,0,5000.0,True,10466,2,1,131 130 81,-1,
4588537,477605950,7888,0,172,3,0,5000.0,True,7888,0,1,131 149 92,-1,
4612306,477605950,7928,0,173,3,1,2000.0,True,7928,3,1,10 164 162 92,-1,
4643252,477605950,7953,0,174,0,0,11000.0,True,7953,1,1,9 10 92,-1,
4712466,477605950,10659,0,175,3,0,11000.0,True,10659,2,1,9 10 29,-1,
4762048,477605950,8,0,176,3,1,13000.0,True,8,3,1,131 13 162 92,-1,
4779951,477605950,132,0,177,2,0,2000.0,True,132,0,1,131 5 162 92,-1,
4812386,477605950,174,0,178,2,0,7000.0,True,174,0,1,10 164 29,-1,
4836115,477605950,10550,0,179,0,0,12000.0,True,10550,1,1,61 110 38,-1,
4901066,477605950,7856,0,180,3,0,2000.0,True,7856,0,1,9 10 162 81,-1,
4971016,477605950,48,0,181,3,1,6000.0,True,48,3,1,9 10 162 92,-1,
5011928,477605950,7895,0,182,3,1,11000.0,True,7895,3,1,131 13 162 38,-1,
5046655,477605950,10469,0,183,3,0,21000.0,True,10469,2,1,51 131 29,-1,
5074478,477605950,165,0,184,2,0,10000.0,True,165,3,1,10 178 102,-1,
5086787,477605950,7946,0,185,3,0,9000.0,True,7946,2,1,131 149 81,-1,
5100192,477605950,1,0,186,0,0,2000.0,True,1,1,1,131 36 81,-1,
5125980,477605950,10642,0,187,2,0,4000.0,True,10642,3,1,131 40 29,-1,
5148981,477605950,156,0,188,3,0,7000.0,True,156,2,1,131 101 162 38,-1,
5209814,477605950,7882,0,189,3,0,6000.0,True,7882,2,1,51 131 102,-1,
5265850,477605950,113,0,190,3,0,7000.0,True,113,0,1,10 70 162 38,-1,
5709521,477605950,10644,0,191,3,0,1000.0,True,10644,1,1,10 178 81,-1,
6158935,477605950,177,0,192,3,0,1000.0,True,177,2,1,131 149 81,-1,
6172884,477605950,7981,0,193,1,1,7000.0,True,7981,1,1,10 178 162 92,-1,
6223856,477605950,10,0,194,3,0,5000.0,True,10,0,1,131 36 38,-1,
6307055,477605950,10518,0,195,2,1,7000.0,True,10518,2,1,61 110 38,-1,
6341654,477605950,98,0,196,0,0,19000.0,True,98,1,1,10 178 162 81,-1,
6369379,477605950,190,0,197,0,1,3000.0,True,190,0,1,131 104 92,-1,
6543161,477605950,106,0,198,1,0,13000.0,True,106,2,1,10 70 162 92,-1,
7996408,477605950,10405,0,199,1,0,21000.0,True,10405,0,1,131 5 81,-1,
9311701,477605950,163,0,200,3,1,4000.0,True,163,3,1,10 70 38,-1,
9324527,477605950,7879,0,201,3,0,4000.0,True,7879,2,1,131 101 92,-1,
9337191,477605950,78,0,202,0,0,3000.0,True,78,1,1,131 104 92,-1,
9350313,477605950,10625,0,203,2,1,5000.0,True,10625,2,1,10 164 92,-1,
9364446,477605950,7907,0,204,0,0,4000.0,True,7907,1,1,131 104 92,-1,
9375363,477605950,7982,0,205,3,0,4000.0,True,7982,2,1,9 10 29,-1,
9389339,477605950,18,0,206,2,0,2000.0,True,18,1,1,61 110 92,-1,
9400669,477605950,10429,0,207,3,0,7000.0,True,10429,1,1,10 94 81,-1,
9417574,477605950,5,0,208,3,0,2000.0,True,5,2,1,131 149 162 81,-1,
9432808,477605950,7963,0,209,0,0,3000.0,True,7963,2,1,131 93 38,-1,
10162964,477605950,12,0,210,2,0,2000.0,True,12,1,1,51 131 92,-1,
10900499,477605950,10618,0,211,0,0,2000.0,True,10618,3,1,131 5 29,-1,
10920479,477605950,7851,0,212,3,1,4000.0,True,7851,3,1,131 13 38,-1,
10998371,477605950,27,0,213,3,0,3000.0,True,27,1,1,9 10 29,-1,
11078911,477605950,91,0,214,0,0,3000.0,True,91,1,1,131 104 81,-1,
11193764,477605950,10465,0,215,1,0,3000.0,True,10465,3,1,9 10 38,-1,
11308350,477605950,172,0,216,1,1,9000.0,True,172,1,1,10 164 81,-1,
11330095,477605950,7950,0,217,1,0,3000.0,True,7950,2,1,131 93 162 81,-1,
11340921,477605950,77,0,218,3,0,2000.0,True,77,2,1,10 164 29,-1,
11363569,477605950,10612,0,219,0,1,2000.0,True,10612,0,1,51 131 81,-1,
11389730,477605950,159,0,220,0,0,2000.0,True,159,2,1,131 5 102,-1,
11403560,477605950,76,0,221,0,0,3000.0,True,76,3,1,10 94 92,-1,
11426377,477605950,7908,0,222,0,0,2000.0,True,7908,1,1,131 93 38,-1,
11451171,477605950,10517,0,223,0,1,2000.0,True,10517,0,1,131 149 29,-1,
11464133,477605950,112,0,224,3,0,1000.0,True,112,2,1,131 101 92,-1,
11478040,477605950,138,0,225,0,0,3000.0,True,138,1,1,131 101 92,-1,
11510466,477605950,85,0,226,2,0,2000.0,True,85,1,1,131 13 102,-1,
11541766,477605950,10545,0,227,0,0,2000.0,True,10545,1,1,131 187 92,-1,
11561047,477605950,4,0,228,0,0,3000.0,True,4,3,1,131 5 162 38,-1,
11584054,477605950,7934,0,229,1,0,1000.0,True,7934,3,1,9 10 81,-1,
11609816,477605950,0,0,230,3,0,3000.0,True,0,0,1,51 131 162 38,-1,
11635422,477605950,10396,0,231,3,0,2000.0,True,10396,0,1,10 164 92,-1,
11655281,477605950,7958,0,232,3,0,3000.0,True,7958,1,1,9 10 102,-1,
11666515,477605950,136,0,233,0,1,7000.0,True,136,0,1,131 93 38,-1,
11677491,477605950,93,0,234,3,1,2000.0,True,93,3,1,51 131 162 29,-1,
11687749,477605950,10681,0,235,3,0,2000.0,True,10681,1,1,131 130 102,-1,
11700273,477605950,7874,0,236,0,0,2000.0,True,7874,1,1,9 10 29,-1,
11720497,477605950,7918,0,237,3,0,2000.0,True,7918,0,1,51 131 29,-1,
11740800,477605950,180,0,238,2,1,2000.0,True,180,2,1,131 149 38,-1,
11752089,477605950,10566,0,239,1,0,4000.0,True,10566,0,1,131 5 38,-1,
11768838,477605950,57,0,240,0,1,1000.0,True,57,0,1,131 93 162 29,-1,
11783825,477605950,25,0,241,3,0,1000.0,True,25,1,1,9 10 81,-1,
11794756,477605950,7870,0,242,3,0,2000.0,True,7870,0,1,51 131 81,-1,
11821251,477605950,10402,0,243,3,0,1000.0,True,10402,0,1,131 101 38,-1,
11887276,477605950,36,0,244,3,1,2000.0,True,36,3,1,131 149 162 38,-1,
13086449,477605950,108,0,245,3,1,2000.0,True,108,3,1,131 104 92,-1,
14250213,477605950,53,0,246,1,0,2000.0,True,53,0,1,131 149 162 29,-1,
14259224,477605950,10660,0,247,0,0,7000.0,True,10660,1,1,131 36 38,-1,
14268236,477605950,7896,0,248,1,0,1000.0,True,7896,2,1,131 104 162 81,-1,
14277164,477605950,62,0,249,0,1,2000.0,True,62,0,1,131 104 102,-1,
14287105,477605950,97,0,250,3,0,1000.0,True,97,1,1,131 93 162 29,-1,
14295943,477605950,10436,0,251,0,0,3000.0,True,10436,3,1,10 70 92,-1,
14304745,477605950,155,0,252,0,0,1000.0,True,155,1,1,131 104 92,-1,
14313369,477605950,7900,0,253,0,1,1000.0,True,7900,0,1,131 93 81,-1,
14323779,477605950,105,0,254,1,1,1000.0,True,105,1,1,131 104 29,-1,
14332332,477605950,10619,0,255,3,1,3000.0,True,10619,3,1,131 40 38,-1,
14341304,477605950,140,0,256,3,0,1000.0,True,140,0,1,131 149 92,-1,
14349373,477605950,7926,0,257,0,0,1000.0,True,7926,1,1,9 10 92,-1,
14361442,477605950,47,0,258,0,0,1000.0,True,47,2,1,9 10 29,-1,
14370076,477605950,10590,0,259,0,0,4000.0,True,10590,3,1,131 149 81,-1,
14378822,477605950,7878,0,260,3,0,1000.0,True,7878,2,1,131 104 162 81,-1,
14387880,477605950,32,0,261,3,1,1000.0,True,32,3,1,131 104 162 92,-1,
14396182,477605950,7937,0,262,0,0,1000.0,True,7937,1,1,131 104 162 92,-1,
14404271,477605950,10639,0,263,0,1,1000.0,True,10639,0,1,131 99 38,-1,
14412891,477605950,54,0,264,0,0,1000.0,True,54,2,1,9 10 38,-1,
14423631,477605950,7978,0,265,0,0,1000.0,True,7978,1,1,131 104 29,-1,
14433729,477605950,176,0,266,0,1,3000.0,True,176,0,1,9 10 81,-1,
14442308,477605950,10522,0,267,0,0,3000.0,True,10522,2,1,10 178 38,-1,
14451686,477605950,24,0,268,0,0,1000.0,True,24,3,1,9 10 38,-1,
14460601,477605950,103,0,269,3,0,2000.0,True,103,0,1,9 10 38,-1,
14469047,477605950,7920,0,270,3,0,1000.0,True,7920,1,1,9 10 81,-1,
14478403,477605950,10509,0,271,0,1,1000.0,True,10509,0,1,131 93 29,-1,
14491820,477605950,189,0,272,1,1,1000.0,True,189,1,1,9 10 38,-1,
14504664,477605950,10384,0,273,1,0,5000.0,True,10384,3,1,131 101 92,-1,
14520423,477605950,10581,0,274,1,1,4000.0,True,10581,1,1,131 5 92,-1,
14539030,477605950,10399,0,275,1,0,4000.0,True,10399,3,1,131 111 81,-1,
14557555,477605950,10572,0,276,0,0,4000.0,True,10572,1,1,9 10 38,-1,
14600052,477605950,10410,0,277,0,1,3000.0,True,10410,0,1,131 101 92,-1,
14747536,477605950,10608,0,278,0,1,4000.0,True,10608,0,1,131 149 81,-1,
14756380,477605950,10433,0,279,3,0,3000.0,True,10433,0,1,131 40 81,-1,
14765948,477605950,10568,0,280,0,1,1000.0,True,10568,0,1,10 178 38,-1,
14775823,477605950,10415,0,281,3,0,2000.0,True,10415,1,1,131 111 29,-1,
14785035,477605950,10390,0,282,3,0,2000.0,True,10390,0,1,131 13 38,-1,
14796209,477605950,10450,0,283,0,0,1000.0,True,10450,1,1,131 149 29,-1,
14808778,477605950,10631,0,284,1,1,3000.0,True,10631,1,1,10 94 38,-1,
14819090,477605950,10584,0,285,3,0,3000.0,True,10584,0,1,61 110 102,-1,
14830324,477605950,10636,0,286,0,1,1000.0,True,10636,0,1,9 10 81,-1,
14841284,477605950,10497,0,287,3,0,2000.0,True,10497,1,1,131 99 29,-1,
14850877,477605950,10459,0,288,0,0,2000.0,True,10459,1,1,10 94 92,-1,
14859433,477605950,10592,0,289,3,0,1000.0,True,10592,1,1,9 10 29,-1,
14871377,477605950,10531,0,290,1,1,1000.0,True,10531,1,1,9 10 29,-1,
14881152,477605950,10506,0,291,3,0,3000.0,True,10506,1,1,9 10 38,-1,
14891072,477605950,10418,0,292,3,0,1000.0,True,10418,0,1,10 164 92,-1,
14900282,477605950,10424,0,293,3,1,2000.0,True,10424,3,1,131 5 38,-1,
14910319,477605950,10489,0,294,1,0,2000.0,True,10489,2,1,131 99 29,-1,
14921068,477605950,10601,0,295,3,0,1000.0,True,10601,2,1,131 111 92,-1,
14932124,477605950,10657,0,296,3,0,1000.0,True,10657,0,1,10 178 81,-1,
14940979,477605950,10483,0,297,0,0,4000.0,True,10483,1,1,9 10 29,-1,
14955962,477605950,10475,0,298,3,1,1000.0,True,10475,3,1,131 5 81,-1,
14969403,477605950,10406,0,299,0,1,4000.0,True,10406,0,1,131 5 92,-1,
16323097,477605950,10435,0,300,3,0,1000.0,True,10435,0,1,10 70 81,-1,
17685717,477605950,10610,0,301,1,0,4000.0,True,10610,3,1,131 93 29,-1,
17705352,477605950,10540,0,302,0,0,10000.0,True,10540,3,1,131 101 81,-1,
17715408,477605950,10596,0,303,0,0,9000.0,True,10596,1,1,131 187 29,-1,
17726607,477605950,10570,0,304,0,0,2000.0,True,10570,3,1,131 68 92,-1,
17736628,477605950,10561,0,305,0,0,3000.0,True,10561,3,1,9 10 29,-1,
17748597,477605950,10474,0,306,0,0,1000.0,True,10474,1,1,10 94 38,-1,
17768395,477605950,10499,0,307,0,0,4000.0,True,10499,3,1,9 10 81,-1,
17783665,477605950,10600,0,308,3,1,7000.0,True,10600,3,1,131 5 81,-1,
17795553,477605950,10665,0,309,3,0,3000.0,True,10665,2,1,131 104 81,-1,
17809942,477605950,10630,0,310,3,0,2000.0,True,10630,2,1,131 5 29,-1,
17924124,477605950,10607,0,311,0,1,4000.0,True,10607,0,1,131 149 38,-1,
18038352,477605950,10512,0,312,0,1,4000.0,True,10512,0,1,131 187 92,-1,
18062562,477605950,10578,0,313,1,0,2000.0,True,10578,0,1,131 5 102,-1,
18081369,477605950,10635,0,314,0,1,4000.0,True,10635,0,1,10 70 38,-1,
20458783,477605950,10539,0,315,1,1,2000.0,True,10539,1,1,131 187 38,-1,
20468627,477605950,10510,0,316,1,1,1000.0,True,10510,1,1,131 187 38,-1,
20478063,477605950,10623,0,317,1,0,2000.0,True,10623,0,1,131 13 38,-1,
20499266,477605950,10477,0,318,1,0,2000.0,True,10477,0,1,131 149 29,-1,
20516125,477605950,10476,0,319,1,0,7000.0,True,10476,2,1,131 101 92,-1,
20531671,477605950,10668,0,320,1,0,1000.0,True,10668,2,1,9 10 92,-1,
20547921,477605950,10404,0,321,1,1,3000.0,True,10404,1,1,10 70 38,-1,
20578349,477605950,10430,0,322,0,0,4000.0,True,10430,3,1,9 10 92,-1,
20642912,477605950,10464,0,323,1,0,16000.0,True,10464,0,1,10 178 29,-1,
20656697,477605950,10520,0,324,0,0,8000.0,True,10520,2,1,9 10 92,-1,
20679276,477605950,10392,0,325,1,0,2000.0,True,10392,3,1,131 99 92,-1,
