answered_correctly,bundle_id,bundle_id_x,bundle_id_y,content_id,content_type_id,correct_answer,correct_answer_x,correct_answer_y,lecture_id,lecture_id_x,lecture_id_y,part_x,part_y,prior_question_elapsed_time,prior_question_had_explanation,question_id,question_id_x,question_id_y,row_id,tag,tag_x,tag_y,tags,tags_x,tags_y,task_container_id,timestamp,type_of,type_of_x,type_of_y,user_answer,user_id
1,,5265.0,5265.0,5265,0,,1.0,1.0,,,,5,5,50000.0,True,,5265.0,5265.0,54074,,,,,174,174,16,411430867,,,,1,1283420
1,,8652.0,8652.0,8652,0,,2.0,2.0,,,,5,5,78000.0,True,,8652.0,8652.0,54075,,,,,172,172,17,411533808,,,,2,1283420
1,,4141.0,4141.0,4141,0,,0.0,0.0,,,,5,5,17000.0,True,,4141.0,4141.0,54076,,,,,49,49,18,411584937,,,,0,1283420
1,,4844.0,4844.0,4844,0,,2.0,2.0,,,,5,5,25000.0,True,,4844.0,4844.0,54077,,,,,53,53,19,411630068,,,,2,1283420
1,,5334.0,5334.0,5334,0,,2.0,2.0,,,,5,5,21000.0,True,,5334.0,5334.0,54078,,,,,44,44,20,411706350,,,,2,1283420
1,,9596.0,9596.0,9596,0,,3.0,3.0,,,,5,5,35000.0,True,,9596.0,9596.0,54079,,,,,73,73,21,411778127,,,,3,1283420
1,,4074.0,4074.0,4074,0,,3.0,3.0,,,,5,5,20000.0,True,,4074.0,4074.0,54080,,,,,179,179,22,411837433,,,,3,1283420
1,,4030.0,4030.0,4030,0,,3.0,3.0,,,,5,5,23000.0,True,,4030.0,4030.0,54081,,,,,72,72,23,411892745,,,,3,1283420
1,,4482.0,4482.0,4482,0,,3.0,3.0,,,,5,5,34000.0,True,,4482.0,4482.0,54082,,,,,159,159,24,411921220,,,,3,1283420
1,,9238.0,9238.0,9238,0,,0.0,0.0,,,,5,5,11000.0,True,,9238.0,9238.0,54083,,,,,47,47,25,1034061496,,,,0,1283420
1,,4124.0,4124.0,4124,0,,2.0,2.0,,,,5,5,10000.0,True,,4124.0,4124.0,54084,,,,,1,1,26,1034105705,,,,2,1283420
1,,6154.0,6154.0,6154,0,,3.0,3.0,,,,5,5,16000.0,True,,6154.0,6154.0,54085,,,,,44,44,27,1034163292,,,,3,1283420
1,,3742.0,3742.0,3742,0,,2.0,2.0,,,,5,5,24000.0,True,,3742.0,3742.0,54086,,,,,60,60,28,1034234797,,,,2,1283420
1,,8967.0,8967.0,8967,0,,2.0,2.0,,,,5,5,36000.0,True,,8967.0,8967.0,54087,,,,,73,73,29,1034298194,,,,2,1283420
1,,4976.0,4976.0,4976,0,,3.0,3.0,,,,5,5,29000.0,True,,4976.0,4976.0,54088,,,,,179,179,30,1034361469,,,,3,1283420
1,,5713.0,5713.0,5713,0,,0.0,0.0,,,,5,5,28000.0,True,,5713.0,5713.0,54089,,,,,172,172,31,1034412703,,,,0,1283420
1,,6152.0,6152.0,6152,0,,3.0,3.0,,,,5,5,12000.0,True,,6152.0,6152.0,54090,,,,,44,44,32,1034484307,,,,3,1283420
1,,9524.0,9524.0,9524,0,,2.0,2.0,,,,5,5,32000.0,True,,9524.0,9524.0,54091,,,,,73,73,33,1034541712,,,,2,1283420
1,,4979.0,4979.0,4979,0,,2.0,2.0,,,,5,5,31000.0,True,,4979.0,4979.0,54092,,,,,33,33,34,1034614630,,,,2,1283420
1,,5262.0,5262.0,5262,0,,0.0,0.0,,,,5,5,24000.0,True,,5262.0,5262.0,54093,,,,,65,65,35,1034728955,,,,0,1283420
1,,5581.0,5581.0,5581,0,,2.0,2.0,,,,5,5,63000.0,True,,5581.0,5581.0,54094,,,,,54,54,36,1034777972,,,,2,1283420
0,,9031.0,9031.0,9031,0,,1.0,1.0,,,,5,5,24000.0,True,,9031.0,9031.0,54095,,,,,173,173,37,1034839094,,,,0,1283420
1,,3810.0,3810.0,3810,0,,2.0,2.0,,,,5,5,23000.0,True,,3810.0,3810.0,54096,,,,,8,8,38,1034947884,,,,2,1283420
0,,3945.0,3945.0,3945,0,,2.0,2.0,,,,5,5,54000.0,True,,3945.0,3945.0,54097,,,,,123,123,39,1035076391,,,,3,1283420
1,,3962.0,3962.0,3962,0,,0.0,0.0,,,,5,5,32000.0,True,,3962.0,3962.0,54098,,,,,1,1,40,1035251754,,,,0,1283420
1,,9870.0,9870.0,9870,0,,3.0,3.0,,,,5,5,64000.0,True,,9870.0,9870.0,54099,,,,,53,53,41,1035340526,,,,3,1283420
1,,5853.0,5853.0,5853,0,,2.0,2.0,,,,5,5,23000.0,True,,5853.0,5853.0,54100,,,,,66,66,42,1035432250,,,,2,1283420
0,,5330.0,5330.0,5330,0,,0.0,0.0,,,,5,5,44000.0,True,,5330.0,5330.0,54101,,,,,166,166,43,1035555003,,,,1,1283420
1,,5861.0,5861.0,5861,0,,2.0,2.0,,,,5,5,69000.0,True,,5861.0,5861.0,54102,,,,,180,180,44,1036397771,,,,2,1283420
1,,9848.0,9848.0,9848,0,,1.0,1.0,,,,5,5,18000.0,True,,9848.0,9848.0,54103,,,,,73,73,45,1037230874,,,,1,1283420
1,,5532.0,5532.0,5532,0,,1.0,1.0,,,,5,5,21000.0,True,,5532.0,5532.0,54104,,,,,89,89,46,1037295021,,,,1,1283420
1,,6425.0,6425.0,6425,0,,2.0,2.0,,,,5,5,23000.0,True,,6425.0,6425.0,54105,,,,,65,65,47,1037470664,,,,2,1283420
1,,5183.0,5183.0,5183,0,,1.0,1.0,,,,5,5,113000.0,True,,5183.0,5183.0,54106,,,,,58,58,48,1037570516,,,,1,1283420
1,,9852.0,9852.0,9852,0,,0.0,0.0,,,,5,5,34000.0,True,,9852.0,9852.0,54107,,,,,53,53,49,1037625205,,,,0,1283420
1,,4974.0,4974.0,4974,0,,0.0,0.0,,,,5,5,21000.0,True,,4974.0,4974.0,54108,,,,,55,55,50,1037670674,,,,0,1283420
1,,4212.0,4212.0,4212,0,,3.0,3.0,,,,5,5,29000.0,True,,4212.0,4212.0,54109,,,,,95,95,51,1037715586,,,,3,1283420
1,,5849.0,5849.0,5849,0,,2.0,2.0,,,,5,5,18000.0,True,,5849.0,5849.0,54110,,,,,89,89,52,1037755536,,,,2,1283420
1,,9077.0,9077.0,9077,0,,2.0,2.0,,,,5,5,17000.0,True,,9077.0,9077.0,54111,,,,,24,24,53,1037789565,,,,2,1283420
1,,3632.0,3632.0,3632,0,,2.0,2.0,,,,5,5,23000.0,True,,3632.0,3632.0,54112,,,,,95,95,54,1037839761,,,,2,1283420
1,,6765.0,6765.0,6767,0,,1.0,1.0,,,,6,6,25000.0,True,,6767.0,6767.0,54113,,,,,27,27,55,1039999169,,,,1,1283420
1,,6765.0,6765.0,6765,0,,1.0,1.0,,,,6,6,25000.0,True,,6765.0,6765.0,54114,,,,,174,174,55,1039999169,,,,1,1283420
1,,6765.0,6765.0,6766,0,,0.0,0.0,,,,6,6,25000.0,True,,6766.0,6766.0,54115,,,,,109,109,55,1039999169,,,,0,1283420
1,,6765.0,6765.0,6768,0,,3.0,3.0,,,,6,6,25000.0,True,,6768.0,6768.0,54116,,,,,123,123,55,1039999169,,,,3,1283420
1,,6785.0,6785.0,6788,0,,0.0,0.0,,,,6,6,33750.0,True,,6788.0,6788.0,54117,,,,,27 162,27 162,56,1040157080,,,,0,1283420
1,,6785.0,6785.0,6786,0,,1.0,1.0,,,,6,6,33750.0,True,,6786.0,6786.0,54118,,,,,1 162,1 162,56,1040157080,,,,1,1283420
1,,6785.0,6785.0,6787,0,,3.0,3.0,,,,6,6,33750.0,True,,6787.0,6787.0,54119,,,,,180 162,180 162,56,1040157080,,,,3,1283420
1,,6785.0,6785.0,6785,0,,3.0,3.0,,,,6,6,33750.0,True,,6785.0,6785.0,54120,,,,,53 162,53 162,56,1040157080,,,,3,1283420
1,,6797.0,6797.0,6798,0,,0.0,0.0,,,,6,6,27000.0,True,,6798.0,6798.0,54121,,,,,1,1,57,1040409778,,,,0,1283420
1,,6797.0,6797.0,6797,0,,1.0,1.0,,,,6,6,27000.0,True,,6797.0,6797.0,54122,,,,,180,180,57,1040409778,,,,1,1283420
1,,6797.0,6797.0,6800,0,,0.0,0.0,,,,6,6,27000.0,True,,6800.0,6800.0,54123,,,,,27,27,57,1040409778,,,,0,1283420
1,,6797.0,6797.0,6799,0,,2.0,2.0,,,,6,6,27000.0,True,,6799.0,6799.0,54124,,,,,116,116,57,1040409778,,,,2,1283420
1,,10348.0,10348.0,10351,0,,3.0,3.0,,,,6,6,47250.0,True,,10351.0,10351.0,54125,,,,,27,27,58,1040593666,,,,3,1283420
1,,10348.0,10348.0,10348,0,,0.0,0.0,,,,6,6,47250.0,True,,10348.0,10348.0,54126,,,,,60,60,58,1040593666,,,,0,1283420
1,,10348.0,10348.0,10349,0,,2.0,2.0,,,,6,6,47250.0,True,,10349.0,10349.0,54127,,,,,116,116,58,1040593666,,,,2,1283420
1,,10348.0,10348.0,10350,0,,0.0,0.0,,,,6,6,47250.0,True,,10350.0,10350.0,54128,,,,,8,8,58,1040593666,,,,0,1283420
1,,6845.0,6845.0,6846,0,,3.0,3.0,,,,6,6,27000.0,True,,6846.0,6846.0,54129,,,,,55 162,55 162,59,1040804266,,,,3,1283420
1,,6845.0,6845.0,6848,0,,3.0,3.0,,,,6,6,27000.0,True,,6848.0,6848.0,54130,,,,,27 162,27 162,59,1040804266,,,,3,1283420
0,,6845.0,6845.0,6847,0,,3.0,3.0,,,,6,6,27000.0,True,,6847.0,6847.0,54131,,,,,73 162,73 162,59,1040804266,,,,0,1283420
1,,6845.0,6845.0,6845,0,,3.0,3.0,,,,6,6,27000.0,True,,6845.0,6845.0,54132,,,,,53 162,53 162,59,1040804266,,,,3,1283420
1,,7942.0,7942.0,7942,0,,0.0,0.0,,,,1,1,36250.0,True,,7942.0,7942.0,54133,,,,,131 40 38,131 40 38,60,1040917461,,,,0,1283420
1,,10.0,10.0,10,0,,0.0,0.0,,,,1,1,21000.0,True,,10.0,10.0,54134,,,,,131 36 38,131 36 38,61,1040957285,,,,0,1283420
1,,7892.0,7892.0,7892,0,,2.0,2.0,,,,1,1,22000.0,True,,7892.0,7892.0,54135,,,,,51 131 102,51 131 102,62,1040991254,,,,2,1283420
1,,10409.0,10409.0,10409,0,,3.0,3.0,,,,1,1,22000.0,True,,10409.0,10409.0,54136,,,,,51 131 81,51 131 81,63,1041076475,,,,3,1283420
0,,7859.0,7859.0,7859,0,,1.0,1.0,,,,1,1,48000.0,True,,7859.0,7859.0,54137,,,,,131 5 92,131 5 92,64,1041155528,,,,3,1283420
0,,1359.0,1359.0,1359,0,,3.0,3.0,,,,2,2,27000.0,True,,1359.0,1359.0,54138,,,,,155 119 38 29,155 119 38 29,65,1041256944,,,,0,1283420
1,,785.0,785.0,785,0,,0.0,0.0,,,,2,2,17000.0,True,,785.0,785.0,54139,,,,,143 176 38 102,143 176 38 102,66,1041304739,,,,0,1283420
1,,1302.0,1302.0,1302,0,,1.0,1.0,,,,2,2,16000.0,True,,1302.0,1302.0,54140,,,,,137 88 92 102,137 88 92 102,67,1041360370,,,,1,1283420
1,,10687.0,10687.0,10687,0,,1.0,1.0,,,,2,2,26000.0,True,,10687.0,10687.0,54141,,,,,62 137 142 81 92,62 137 142 81 92,68,1041394530,,,,1,1283420
1,,311.0,311.0,311,0,,3.0,3.0,,,,2,2,17000.0,True,,311.0,311.0,54142,,,,,129 143 30 38 92,129 143 30 38 92,69,1041414229,,,,3,1283420
1,,946.0,946.0,946,0,,0.0,0.0,,,,2,2,13000.0,True,,946.0,946.0,54143,,,,,143 69 114 38 92,143 69 114 38 92,70,1041450131,,,,0,1283420
0,,791.0,791.0,791,0,,3.0,3.0,,,,2,2,18000.0,True,,791.0,791.0,54144,,,,,2 163 92 29,2 163 92 29,71,1041514039,,,,0,1283420
1,,10686.0,10686.0,10686,0,,0.0,0.0,,,,2,2,23000.0,True,,10686.0,10686.0,54145,,,,,62 137 142 38 29,62 137 142 38 29,72,1041567715,,,,0,1283420
0,,1114.0,1114.0,1114,0,,3.0,3.0,,,,2,2,19000.0,True,,1114.0,1114.0,54146,,,,,143 71 29 102,143 71 29 102,73,1041627196,,,,1,1283420
1,,740.0,740.0,740,0,,0.0,0.0,,,,2,2,26000.0,True,,740.0,740.0,54147,,,,,69 138 41 81 92,69 138 41 81 92,74,1041677039,,,,0,1283420
1,,1607.0,1607.0,1607,0,,3.0,3.0,,,,3,3,13000.0,True,,1607.0,1607.0,54148,,,,,136 38 81,136 38 81,75,1041832908,,,,3,1283420
1,,1607.0,1607.0,1609,0,,1.0,1.0,,,,3,3,13000.0,True,,1609.0,1609.0,54149,,,,,136 38 81,136 38 81,75,1041832908,,,,1,1283420
1,,1607.0,1607.0,1608,0,,1.0,1.0,,,,3,3,13000.0,True,,1608.0,1608.0,54150,,,,,161 38 81,161 38 81,75,1041832908,,,,1,1283420
1,,1724.0,1724.0,1726,0,,2.0,2.0,,,,3,3,24000.0,True,,1726.0,1726.0,54151,,,,,157 81 92,157 81 92,76,1041947254,,,,2,1283420
0,,1724.0,1724.0,1724,0,,0.0,0.0,,,,3,3,24000.0,True,,1724.0,1724.0,54152,,,,,74 81 92,74 81 92,76,1041947254,,,,3,1283420
1,,1724.0,1724.0,1725,0,,0.0,0.0,,,,3,3,24000.0,True,,1725.0,1725.0,54153,,,,,113 81 92,113 81 92,76,1041947254,,,,0,1283420
1,,1625.0,1625.0,1627,0,,0.0,0.0,,,,3,3,25666.0,True,,1627.0,1627.0,54154,,,,,82 38 81,82 38 81,77,1042082795,,,,0,1283420
1,,1625.0,1625.0,1626,0,,1.0,1.0,,,,3,3,25666.0,True,,1626.0,1626.0,54155,,,,,161 162 38 81,161 162 38 81,77,1042082795,,,,1,1283420
0,,1625.0,1625.0,1625,0,,2.0,2.0,,,,3,3,25666.0,True,,1625.0,1625.0,54156,,,,,74 38 81,74 38 81,77,1042082795,,,,1,1283420
1,,1475.0,1475.0,1476,0,,0.0,0.0,,,,3,3,30000.0,True,,1476.0,1476.0,54157,,,,,136 92 29,136 92 29,78,1042247426,,,,0,1283420
1,,1475.0,1475.0,1475,0,,3.0,3.0,,,,3,3,30000.0,True,,1475.0,1475.0,54158,,,,,136 92 29,136 92 29,78,1042247426,,,,3,1283420
1,,1475.0,1475.0,1477,0,,1.0,1.0,,,,3,3,30000.0,True,,1477.0,1477.0,54159,,,,,82 92 29,82 92 29,78,1042247426,,,,1,1283420
1,,2389.0,2389.0,2391,0,,3.0,3.0,,,,3,3,29000.0,True,,2391.0,2391.0,54160,,,,,157 38 81 29,157 38 81 29,79,1042445343,,,,3,1283420
1,,2389.0,2389.0,2389,0,,3.0,3.0,,,,3,3,29000.0,True,,2389.0,2389.0,54161,,,,,74 38 81 29,74 38 81 29,79,1042445343,,,,3,1283420
1,,2389.0,2389.0,2390,0,,2.0,2.0,,,,3,3,29000.0,True,,2390.0,2390.0,54162,,,,,161 38 81 29,161 38 81 29,79,1042445343,,,,2,1283420
1,,2868.0,2868.0,2870,0,,1.0,1.0,,,,4,4,34333.0,True,,2870.0,2870.0,54163,,,,,157 103 38,157 103 38,80,1042617829,,,,1,1283420
0,,2868.0,2868.0,2869,0,,3.0,3.0,,,,4,4,34333.0,True,,2869.0,2869.0,54164,,,,,74 103 38,74 103 38,80,1042617829,,,,0,1283420
1,,2868.0,2868.0,2868,0,,1.0,1.0,,,,4,4,34333.0,True,,2868.0,2868.0,54165,,,,,106 103 38,106 103 38,80,1042617829,,,,1,1283420
1,,2937.0,2937.0,2937,0,,3.0,3.0,,,,4,4,26666.0,True,,2937.0,2937.0,54166,,,,,106 169 162 38,106 169 162 38,81,1042737668,,,,3,1283420
1,,2937.0,2937.0,2938,0,,1.0,1.0,,,,4,4,26666.0,True,,2938.0,2938.0,54167,,,,,136 169 162 38,136 169 162 38,81,1042737668,,,,1,1283420
1,,2937.0,2937.0,2939,0,,0.0,0.0,,,,4,4,26666.0,True,,2939.0,2939.0,54168,,,,,136 169 162 38,136 169 162 38,81,1042737668,,,,0,1283420
0,,2626.0,2626.0,2628,0,,1.0,1.0,,,,4,4,21333.0,True,,2628.0,2628.0,54169,,,,,157 144 92,157 144 92,82,1042889492,,,,2,1283420
1,,2626.0,2626.0,2627,0,,0.0,0.0,,,,4,4,21333.0,True,,2627.0,2627.0,54170,,,,,82 144 92,82 144 92,82,1042889492,,,,0,1283420
1,,2626.0,2626.0,2626,0,,1.0,1.0,,,,4,4,21333.0,True,,2626.0,2626.0,54171,,,,,74 144 92,74 144 92,82,1042889492,,,,1,1283420
1,,4416.0,4416.0,4416,0,,1.0,1.0,,,,5,5,28666.0,True,,4416.0,4416.0,54172,,,,,115,115,83,1106852858,,,,1,1283420
1,,3875.0,3875.0,3875,0,,3.0,3.0,,,,5,5,9000.0,True,,3875.0,3875.0,54173,,,,,89,89,84,1106895463,,,,3,1283420
1,,8581.0,8581.0,8581,0,,0.0,0.0,,,,5,5,13000.0,True,,8581.0,8581.0,54174,,,,,73,73,85,1107028822,,,,0,1283420
0,,5387.0,5387.0,5387,0,,0.0,0.0,,,,5,5,39000.0,True,,5387.0,5387.0,54175,,,,,152,152,86,1107167790,,,,3,1283420
0,,5347.0,5347.0,5347,0,,2.0,2.0,,,,5,5,32000.0,True,,5347.0,5347.0,54176,,,,,166,166,87,1107273281,,,,3,1283420
-1,,,,17124,1,,,,,17124.0,17124.0,5,5,,False,,,,54177,,166.0,166.0,,,,89,1107546182,,concept,concept,-1,1283420
1,,5347.0,5347.0,5347,0,,2.0,2.0,,,,5,5,37000.0,True,,5347.0,5347.0,54178,,,,,166,166,90,1107572322,,,,2,1283420
1,,5330.0,5330.0,5330,0,,0.0,0.0,,,,5,5,12000.0,True,,5330.0,5330.0,54179,,,,,166,166,91,1107613497,,,,0,1283420
1,,3990.0,3990.0,3990,0,,1.0,1.0,,,,5,5,26000.0,True,,3990.0,3990.0,54180,,,,,166,166,88,1107657638,,,,1,1283420
0,,9150.0,9150.0,9150,0,,3.0,3.0,,,,5,5,21000.0,True,,9150.0,9150.0,54181,,,,,60,60,92,1107714985,,,,1,1283420
0,,3717.0,3717.0,3717,0,,1.0,1.0,,,,5,5,7000.0,True,,3717.0,3717.0,54182,,,,,57,57,93,1107794203,,,,2,1283420
1,,5166.0,5166.0,5166,0,,1.0,1.0,,,,5,5,26000.0,True,,5166.0,5166.0,54183,,,,,64,64,94,1107909885,,,,1,1283420
1,,5672.0,5672.0,5672,0,,0.0,0.0,,,,5,5,35000.0,True,,5672.0,5672.0,54184,,,,,134,134,95,1108052965,,,,0,1283420
1,,8958.0,8958.0,8958,0,,3.0,3.0,,,,5,5,59000.0,True,,8958.0,8958.0,54185,,,,,1,1,96,1108186344,,,,3,1283420
1,,4474.0,4474.0,4474,0,,1.0,1.0,,,,5,5,65000.0,True,,4474.0,4474.0,54186,,,,,181,181,97,1108306940,,,,1,1283420
1,,6185.0,6185.0,6185,0,,3.0,3.0,,,,5,5,38000.0,True,,6185.0,6185.0,54187,,,,,58,58,98,1108401905,,,,3,1283420
1,,6393.0,6393.0,6393,0,,0.0,0.0,,,,5,5,42000.0,True,,6393.0,6393.0,54188,,,,,159,159,99,1108438341,,,,0,1283420
0,,8696.0,8696.0,8696,0,,2.0,2.0,,,,5,5,15000.0,True,,8696.0,8696.0,54189,,,,,1,1,100,1108660726,,,,0,1283420
0,,6402.0,6402.0,6402,0,,3.0,3.0,,,,5,5,24000.0,True,,6402.0,6402.0,54190,,,,,173,173,101,1108936933,,,,2,1283420
1,,4771.0,4771.0,4771,0,,0.0,0.0,,,,5,5,59000.0,True,,4771.0,4771.0,54191,,,,,64,64,102,1109018415,,,,0,1283420
1,,6016.0,6016.0,6016,0,,3.0,3.0,,,,5,5,35000.0,True,,6016.0,6016.0,54192,,,,,147,147,103,1109081188,,,,3,1283420
1,,9442.0,9442.0,9442,0,,0.0,0.0,,,,5,5,28000.0,True,,9442.0,9442.0,54193,,,,,54,54,104,1109106574,,,,0,1283420
1,,5948.0,5948.0,5948,0,,1.0,1.0,,,,5,5,7000.0,True,,5948.0,5948.0,54194,,,,,14,14,105,1109137336,,,,1,1283420
1,,4766.0,4766.0,4766,0,,0.0,0.0,,,,5,5,14000.0,True,,4766.0,4766.0,54195,,,,,127,127,106,1109197269,,,,0,1283420
1,,5052.0,5052.0,5052,0,,3.0,3.0,,,,5,5,21000.0,True,,5052.0,5052.0,54196,,,,,53,53,107,1109302934,,,,3,1283420
0,,9764.0,9764.0,9764,0,,2.0,2.0,,,,5,5,57000.0,True,,9764.0,9764.0,54197,,,,,96,96,108,1109459761,,,,0,1283420
1,,4370.0,4370.0,4370,0,,1.0,1.0,,,,5,5,68000.0,True,,4370.0,4370.0,54198,,,,,66,66,109,1109554580,,,,1,1283420
1,,5008.0,5008.0,5008,0,,2.0,2.0,,,,5,5,15000.0,True,,5008.0,5008.0,54199,,,,,156,156,110,1109677034,,,,2,1283420
1,,8487.0,8487.0,8487,0,,0.0,0.0,,,,5,5,82000.0,True,,8487.0,8487.0,54200,,,,,72,72,111,1109737431,,,,0,1283420
1,,9594.0,9594.0,9594,0,,2.0,2.0,,,,5,5,19000.0,True,,9594.0,9594.0,54201,,,,,73,73,112,1109816193,,,,2,1283420
1,,3893.0,3893.0,3893,0,,2.0,2.0,,,,5,5,40000.0,True,,3893.0,3893.0,54202,,,,,1,1,113,1109879029,,,,2,1283420
1,,6349.0,6349.0,6349,0,,1.0,1.0,,,,5,5,24000.0,True,,6349.0,6349.0,54203,,,,,53,53,114,1109924728,,,,1,1283420
0,,5896.0,5896.0,5896,0,,1.0,1.0,,,,5,5,16000.0,True,,5896.0,5896.0,54204,,,,,89,89,115,1109997259,,,,0,1283420
1,,6561.0,6561.0,6563,0,,1.0,1.0,,,,6,6,45000.0,True,,6563.0,6563.0,54205,,,,,27,27,116,1111466923,,,,1,1283420
1,,6561.0,6561.0,6562,0,,1.0,1.0,,,,6,6,45000.0,True,,6562.0,6562.0,54206,,,,,73,73,116,1111466923,,,,1,1283420
1,,6561.0,6561.0,6564,0,,0.0,0.0,,,,6,6,45000.0,True,,6564.0,6564.0,54207,,,,,96,96,116,1111466923,,,,0,1283420
1,,6561.0,6561.0,6561,0,,2.0,2.0,,,,6,6,45000.0,True,,6561.0,6561.0,54208,,,,,64,64,116,1111466923,,,,2,1283420
1,,6757.0,6757.0,6759,0,,0.0,0.0,,,,6,6,47500.0,True,,6759.0,6759.0,54209,,,,,27 162,27 162,117,1111667997,,,,0,1283420
1,,6757.0,6757.0,6758,0,,2.0,2.0,,,,6,6,47500.0,True,,6758.0,6758.0,54210,,,,,127 162,127 162,117,1111667997,,,,2,1283420
1,,6757.0,6757.0,6760,0,,1.0,1.0,,,,6,6,47500.0,True,,6760.0,6760.0,54211,,,,,54 162,54 162,117,1111667997,,,,1,1283420
0,,6757.0,6757.0,6757,0,,1.0,1.0,,,,6,6,47500.0,True,,6757.0,6757.0,54212,,,,,8 162,8 162,117,1111667997,,,,0,1283420
1,,10232.0,10232.0,10233,0,,0.0,0.0,,,,6,6,31500.0,True,,10233.0,10233.0,54213,,,,,53,53,118,1111866317,,,,0,1283420
1,,10232.0,10232.0,10232,0,,3.0,3.0,,,,6,6,31500.0,True,,10232.0,10232.0,54214,,,,,27,27,118,1111866317,,,,3,1283420
0,,10232.0,10232.0,10235,0,,2.0,2.0,,,,6,6,31500.0,True,,10235.0,10235.0,54215,,,,,91,91,118,1111866317,,,,1,1283420
1,,10232.0,10232.0,10234,0,,3.0,3.0,,,,6,6,31500.0,True,,10234.0,10234.0,54216,,,,,179,179,118,1111866317,,,,3,1283420
1,,6916.0,6916.0,6919,0,,0.0,0.0,,,,6,6,29250.0,True,,6919.0,6919.0,54217,,,,,80 162,80 162,119,1112095954,,,,0,1283420
1,,6916.0,6916.0,6916,0,,1.0,1.0,,,,6,6,29250.0,True,,6916.0,6916.0,54218,,,,,1 162,1 162,119,1112095954,,,,1,1283420
1,,6916.0,6916.0,6918,0,,0.0,0.0,,,,6,6,29250.0,True,,6918.0,6918.0,54219,,,,,27 162,27 162,119,1112095954,,,,0,1283420
0,,6916.0,6916.0,6917,0,,3.0,3.0,,,,6,6,29250.0,True,,6917.0,6917.0,54220,,,,,55 162,55 162,119,1112095954,,,,2,1283420
1,,10078.0,10078.0,10078,0,,0.0,0.0,,,,6,6,38250.0,True,,10078.0,10078.0,54221,,,,,14,14,120,1112370482,,,,0,1283420
0,,10078.0,10078.0,10079,0,,2.0,2.0,,,,6,6,38250.0,True,,10079.0,10079.0,54222,,,,,181,181,120,1112370482,,,,3,1283420
1,,10078.0,10078.0,10080,0,,1.0,1.0,,,,6,6,38250.0,True,,10080.0,10080.0,54223,,,,,73,73,120,1112370482,,,,1,1283420
1,,10078.0,10078.0,10081,0,,2.0,2.0,,,,6,6,38250.0,True,,10081.0,10081.0,54224,,,,,27,27,120,1112370482,,,,2,1283420
